FATTY COON AT HOME	ふとっちょあらいぐまの家
Fatty's children thought it very exciting.	17 ふとっちょの子どもたちは、このお話にたいそう興奮しました。
It was their favorite story.	彼らのお気に入りのお話でした。
And they made their father tell it over and over again.	そして、何度も何度もくり返しねだって、父親にお話させたのでした。
XVI FATTY COON PLAYS ROBBER	ふとっちょ、どろぼうになる
After Fatty Coon played barber-shop with Jimmy Rabbit and his brother it was a long time before he met them again.	1 うさぎのジミーとその弟といっしょに床屋さんごっこをして以来、ふとっちょあらいぐまは長いあいだふたりに出会えませんでした。
But one day Fatty was wandering through the woods when he caught sight of Jimmy.	ところがある日、森の中をぶらぶら歩いているときに、ジミーの姿を見つけました。
Jimmy dodged behind a tree.	ジミーは木のかげにひらりと身をかくしました。
And Fatty saw Jimmy's brother peep from behind another.	ふとっちょは、ジミーの弟がべつの木のかげからこちらをぬすみ見ているのに気づきました。
You see, his ears were so long	だってね、弟の耳はとっても長いでしょう。
that they stuck far beyond the tree, and Fatty couldn't help seeing them.	二本の耳が木のかげからにょっきりつき出ていて、ふとっちょが気づかないわけにいかなかったのですよ。
"Hello!"	2 「やあ！」
Fatty called.	ふとっちょは声をかけました。
"I'm glad to see you."	「会えてうれしいよ」
And he told the truth, too.	それは本心でもありました。
He had been trying to find those two brothers for weeks, because he wanted to get even with them for cutting off his moustache.	数週間のあいだふたりの兄弟を探しつづけてきたのは、仕返しにふたりの口ひげをちょん切ってやりたかったからなのですから。
Jimmy and his brother hopped out from behind their trees.	ジミーとその弟は、それぞれの木のかげからぴょんと飛び出しました。
"Hello!"	3 「やあ！」
said Jimmy.	ジミーが言いました。
"We were just looking for you."	「ちょうど君を見つけようとしていたんだよ」
Probably he meant to say,	たぶん、ジミーはこう言いたかったんでしょう。
"We were just looking AT you."	「ちょうど君から見つからないようにしていたんだよ」
He was somewhat upset by meeting Fatty;	ふとっちょと出会ってしまい、ジミーは少々うろたえていました。
for he knew that Fatty was angry with him.	ふとっちょが自分のしたことに腹を立てているのを知っていましたから。
"Oh, ho!	4 「へーえ！
You were, were you?"	ぼくを見つけようとしていたって？」
Fatty answered.	ふとっちょは言いました。
He began to slide down the tree he had been climbing.	彼は上りかけていた木をそろそろと下り始めました。
Jimmy Rabbit and his brother edged a little further away.	5 うさぎのジミーと弟は、じりじりと後ずさりしました。
"Better not come too near us!"	6 「ぼくらにあんまり近づかないほうがいいよ！」
he said.	ジミーが言いました。
"We've both got the pink-eye,	「ぼくらふたりとも結膜炎なんだ。
and you don't want to catch it."	近づくと君にもうつっちゃうぞ」
Fatty paused and looked at the brothers.	7 ふとっちょは立ち止まり、兄弟をよく見ました。
Sure enough!	まあ、本当だ！
their eyes were as pink as anything.	ふたりの目は、ひどい赤色でした。
"Does it hurt much?"	8 「目になにかが入ったの？」
Fatty asked.	ふとっちょはたずねました。
"Well	9 「うーん
--it does and it doesn't,"	……そうでもあるし、そうでもないよ」
Jimmy replied.	ジミーは答えました。
"I just stuck a brier into one of my eyes a few minutes ago and it hurt awful, then.	「ほんの少し前に、片いっぽうの目にイバラのトゲが目に入ってすごく痛かったんだ。
But you'll be perfectly safe,	でも、君はぜんぜん大丈夫だよ。
so long as you don't touch us."	ぼくらにさわりさえしなければね」
"How long does it last?"	10 「どれくらいで治るの？」
Fatty inquired.	ふとっちょがたずねました。
"Probably we'll never get over it,"	11 「たぶん絶対に治らないよ」
Jimmy Rabbit said cheerfully.	うさぎのジミーはうれしそうに言いました。
And his brother nodded his head, as much as to say,	弟も、力強くうなづきながら言いました。
"That's so!"	「絶対にそうさ！」
Fatty Coon was just the least bit alarmed.	12 ふとっちょあらいぐまはほんのちょっぴり警戒しました。
He really thought that there was something the matter with their eyes.	彼は、ふたりの目がどうかしてしまったのかしらと本気で心配しました。
You see, though the Rabbit brothers' eyes were always pink	ふたりの兄弟はうさぎですから、目はたいていいつも真っ赤っかでしょう
(for they were born that way),	（うさぎは生まれつきそうなのです）。
he had never noticed it before.	それなのにね、ふとっちょはこれまでそのことにちっとも気づかなかったのですよ。
So Fatty thought it would be safer not to go too near them.	ですから、ふとっちょはふたりにあんまり近づかないようにすれば大丈夫なのだろうと思ってしまいました。
"Well, it's too bad,"	13 「そっか、それは残念だな」
he told Jimmy.	ふとっちょはジミーに言いました。
"I'm sorry. I wanted to play with you."	「君たちと遊びたかったんだけど、がっかりだよ」
"Oh, that's all right!"	14 「ああ、それならいいよ！」
Jimmy said.	ジミーが言いました。
"We can play, just the same.	「前みたいに遊べるよ。
I'll tell you what we'll play.	どうやって遊ぶのか教えてあげる。
We'll play--"	あのね――」
"Not barber-shop!"	15 「床屋さんごっこはだめだよ！」
Fatty interrupted.	ふとっちょがさえぎりました。
"I won't play barber-shop,	「床屋さんごっこはしないぞ。
I never liked that game."	あの遊びは大っきらいだ」
Jimmy Rabbit started to smile.	16 うさぎのジミーは笑い始めました。
But he turned his smile into a sneeze.	けれど、笑いをくしゃみでごまかしました。
And he said--	それから、ジミーは言いました――
"We'll play robber.	17 「どろぼうごっこをするんだよ。
You'll like that, I know.	君はきっと気に入るよ。
And you can be the robber.	君はどろぼう役にぴったりだしね。
You look like one, anyhow."	君はとにかくどろぼうみたいなんだから」
That remark made Fatty Coon angry.	18 その言葉にふとっちょあらいぐまは腹を立てました。
And he wished that Jimmy hadn't the pink-eye.	ジミーが結膜炎などにかかっていなければいいのにと思いました。
He would have liked to make an end of him right then and there.	彼はただちにジミーとけりを着けたくて仕方がありませんでした。
"What do you mean?"	19 「どういう意味だ？」
he shouted.	ふとっちょはさけびました。
"Robber nothing!	「ぼくはどろぼうなんかじゃない！
I'm just as good as you are!"	君と同じくらいいい子だよ！」
"Of course, of course!"	20 「もちさ、もちさ！」
Jimmy said hastily.	ジミーがあわてて言いました。
"It's your face, you know,	「君の顔のことだよ、ね。
That black patch covers your eyes just like a robber's mask.	その君の目のまわりの黒いぶちは、どろぼうのマスクにそっくりだろ。
That's why we want you to be the robber."	だから君にどろぼう役になってもらいたいんだよ」
Fatty had slipped down his tree to the ground;	21 ふとっちょは木からすべり下り、地面に下り立ちました。
and now he looked down into the creek.	そして、小川の水にうつった自分の顔を見下ろしました。
It was just as Jimmy said.	ジミーの言ったとおりでした。
Fatty had never thought of it before, but the black patch of short fur across the upper part of his face made him look exactly like a robber.	ふとっちょはこれまで考えもしませんでしたが、彼の顔の上側を横に走っている短い毛の黒ぶちは、まさにどろぼうそっくりでした。
"Come on!"	22 「おいでよ！」
said Jimmy.	ジミーが言いました。
"We can't play the game without you."	「君がいないと始まらないよ」
"Well	23 「うん
--all right!"	……いいよ！」
said Fatty.	ふとっちょは言いました。
He began to feel proud of his mask.	彼は、自分のマスクをほこらしく思い始めました。
"What shall I do?"	「ぼくは何をしたらいいの？」
"You wait right here,"	24 「君はここで待っているんだよ」
Jimmy ordered.	ジミーが命じました。
"Hide behind that tree.	「あの木のかげでかくれてるんだよ。
We'll go into the woods.	ぼくらは森の中へ行くからね。
And when we come back past this spot you jump out and say	それで、ぼくらがこの場所にもどってきたら、ぼくらに飛びかかってこう言うんだ。
'Hands up!'	『手を上げろ！』
... You understand?"	……わかった？」
"Of course!"	25 「もちさ！」
said Fatty.	ふとっちょは言いました。
"But hurry up!	「でもはやくもどって来てね！
Don't be gone long."	長く待つのはいやだからね」
"Leave that to us,"	26 「まかせといてよ」
said Jimmy Rabbit.	うさぎのジミーは言いました。
He winked at his brother;	彼は弟にウィンクしました。
and they started off together.	それからふたりは連れ立って森の中に去っていきました。
Fatty Coon did not see that wink.	27 ふとっちょあらいぐまにはウィンクが見えませんでした。
If he had, he wouldn't have waited there all the afternoon for those Rabbit brothers to return.	もしも見ていたら、午後じゅううさぎの兄弟がもどって来るのを待っていたりしなかったでしょう。
They never came back at all.	兄弟は二度ともどって来ませんでした。
And they told everybody about the trick they had played on Fatty Coon.	そして、ふとっちょあらいぐまをだまくらかしたことをみんなに言いふらしました。
For a long time after that wherever Fatty went the forest-people called "Robber!" after him.	それから長い間、ふとっちょはどこに行っても森の住民から、
And Jasper Jay was the most annoying of all,	カケスのジャスパーの声は、誰よりも悩ましいものでした。
because whenever he shouted "Robber!" he always laughed so loudly and so long.	なぜなら、彼はいつでも
His hoarse screech echoed through the woods.	彼のしわがれた金きり声は、森じゅうにこだましました。
And the worst of it was, everybody knew what he was laughing at.	それが何よりも悪いのは、みんなにふとっちょが笑われていることが知れわたってしまうことでした。
XVII FATTY FINDS THE MOON	ふとっちょ、お月さまを見つける
Wandering through the woods one day, Fatty Coon's bright eyes caught a strange gleam from something	1 ある日森を歩きまわっていたふとっちょあらいぐまは、かがやく目でなにやら奇妙な光るものをとらえました
--something that shone and glittered out of the green.	――なにかがピカピカと光をはなっているのが、森の木々の葉のあいだから見えました。
Fatty wanted to see what it was, though he hardly thought it was anything to eat.	食べ物だとはとても思えませんでしたが、それでもふとっちょは、それがなんなのか見てみたいと思いました。
But whenever he came upon something new he always wanted to examine it.	とはいえ、なにか真新しいものにぶつかったときには、彼はいつも必ず確かめたいと思うのでした。
So now Fatty hurried to see what the strange thing was.	それで、その奇妙なものを見てやろうと先をいそぎました。
It was the oddest thing he had ever found	2 それはふとっちょがこれまで見たものの中で、一番おかしなものでした
--flat, round, and silvery;	――平たくて、丸くて、銀色をしていました。
and it hung in the air, under a tree, just over Fatty's head.	木の下の、ちょうどふとっちょの頭の上あたりの空中に、それは浮かんでいました。
Fatty Coon looked carefully at the bright thing.	ふとっちょあらいぐまはその光るものを注意ぶかくながめました。
He walked all around it, so he could see it from all sides.	それのまわりをぐるりと歩いて、あらゆる方向から見てみました。
And at last he thought he knew what it was.	そしてついに、それがなんなのかわかったと思いました。
He made up his mind that it was the moon!	お月さまです！
He had often seen the moon up in the sky;	3 ふとっちょは空に浮かんでいるお月さまをたびたび見ていました。
and here it was, just the same size exactly, hanging so low that he could have reached it with his paw.	ここにある光るものは、きっかり同じ大きさで、ふとっちょが前足を伸ばせばとどくくらいとても低いところに浮かんでいました。
He saw nothing strange in that;	彼はそれをおかしなことだとは思いませんでした。
for he knew that the moon often touched the earth.	お月さまが時どき地面にくっついているのを知っていたからです。
Had he not seen it many a time, resting on the side of Blue Mountain?	ブルー山の山すその上でお月さまがお休みしているのを、何度も見たではありませんか？
One night he had asked his mother	ある晩、彼はお母さんにたずねました。
if he might go up on the mountain to play with the moon;	山にのぼったらお月さまと遊べるかしらって。
but she had only laughed.	けれどお母さんは笑うだけでした。
And here, at last, was the moon come to him!	ここにきてついに、お月さまがふとっちょのところにやって来たのです！
Fatty was so excited that he ran home as fast as he could go,	ふとっちょはひどく興奮し、家にむかって全速力で走っていきました。
to tell his mother, and his brother Blackie, and Fluffy and Cutey, his sisters.	お母さんや弟の黒っちょや妹のふわっちょやかわいっちょに教えるためです。
"Oh!	4 「ああ！
the moon!"	月！」
Fatty shouted.	ふとっちょはさけびました。
He had run so fast that, being so plump, he was quite out of breath.	彼はとてもふとっており、あまりにはやく走ったので、すっかり息が切れていました。
And that was all he could say.	言うことができたのはそれだけでした。
"Well, well!	5 「まあまあ！
What about the moon!"	月がどうしたっていうのさ！」
Mrs. Coon asked.	あらいぐま夫人がたずねました。
"Anybody would think you had found it, almost."	「なにか見つけたってところだね、だいたい」
And she smiled.	あらいぐま夫人はほほ笑みました。
Fatty puffed and gasped.	6 ふとっちょはハーハーゼイゼイと息をつきました。
And at last he caught his breath again.	それからとうとうまた話せるようになりました。
"Yes	7 「そうなんだ
--I've found it!	――見つけたんだよ！
It's over in the woods	森の中でね
--just a little way from here!"	――ここからすぐのところだよ！」
he said.	ふとっちょは言いました。
"Big, and round, and shiny!	「おっきくて、丸くて、光ってるんだ！
Let's all go and bring it home!"	みんなで行ってお家に連れてこようよ！」
"Well, well, well!"	8 「まあ、まあ、まあ！」
Mrs. Coon was puzzled.	あらいぐま夫人は困りはてました。
She had never heard of the moon being found in those woods;	森の中でお月さまを見たなんて話は、聞いたことがありません。
and she hardly knew what to think.	あらいぐま夫人は、それについてどう考えればいいのかわかりませんでした。
"Are you sure?"	「確かなのかい？」
she asked.	彼女はたずねました。
"Oh, yes, Mother!"	9 「確かだよ、お母さん！」
Fatty could hardly wait,	ふとっちょはぐずぐずしていられませんでした。
he was so eager to lead the way.	先に立ってみんなを連れていきたくて仕方がありませんでした。
And with many a shake of the head, Mrs. Coon, with her family, started off to see the moon.	ふとっちょに何度も説得されて、あらいぐま夫人とその家族は、しぶしぶながらお月さまを見に出かけました。
"There"!	10 「ここだよ！」
Fatty cried, as they came in sight of the bright, round thing.	光る丸いものが見えるところまで来ると、ふとっちょはさけびました。
"There it is	「ほらね
--just as I told you!"	――ぼくの言ったとおりだろ！」
And they all set up a great shouting.	みんなはおどろいて大きなさけび声をあげました。
All but Mrs. Coon. She wasn't quite sure, even yet, that Fatty had really found the moon.	11 あらいぐま夫人もさけび声をあげましたが、彼女はそれでもまだ、ふとっちょが見つけはのは本当にお月さまだろうかとちょっぴり疑っていました。
And she walked close to the shining thing and peered at it.	彼女は光るもにに近づき、じっと見つめました。
But not too close!	けれど近づきすぎてはいけません！
Mrs. Coon didn't go too near it.	あらいぐま夫人はそれに近づきすぎたりはしませんでした。
And she told her children quite sternly to stand back.	彼女は子ども達に、後ろにさがっているようにときびしく言いつけました。
It was well that she did;	彼女のしたことは正しいことでした。
for when Mrs. Coon took her eyes off Fatty's moon and looked at the ground beneath it	あらいぐま夫人はふとっちょの月からふと目をそらし、その下の地面に目をやりました
--well!	――あぶない！
she jumped back	彼女は後ろに飛びのきました。
so quickly that she knocked two of her children flat on the ground.	あんまりすばやく飛んだので、後ろにいた二人の子どもにぶつかってたおしてしまいました。
A trap!	12 わなです！
THAT was what Mrs. Coon saw right in front of her.	あらいぐま夫人は、自分のすぐ足元にわながあるのを見つけたのです。
And Farmer Green, or his boy, or whoever it was that set the trap, had hung that bright piece of TIN over the trap	農夫のグリーンか、彼のやとい人か、あるいはだれかが、ブリキ缶の光る板をぶらさげたわなを仕掛けたのです。
hoping that one of her family would see it and play with it	あらいぐま夫人の家族の一ぴきがこれにじゃれつけばいいと考えて
--and fall into the trap.	――それがわななのです。
Yes	そうなのです
--it was a mercy that Fatty hadn't begun knocking it about.	――ふとっちょがわなの中に歩いていかなくて運がよかったのです。
For if he had he would have stepped right into the trap and it would have shut	もしもふとっちょがわなの中に足をふみ入れていたら、わなが閉まっていたでしょう
--SNAP!	――パチン！
Just like that.	このようにね。
And there he would have been, caught fast.	そうなったら、ふとっちょはしっかりととらえられてしまっていたところでした。
It was no wonder that Mrs. Coon hurried her family away from that spot.	13 あらいぐま夫人が家族を連れていそいでその場を立ち去ったのは、当然のことでした。
And Fatty led them all home again.	ふとっちょは、またしても家族の先頭に立って家に帰りました。
He couldn't get away from his moon fast enough.	だってお月さまからあんまりはやく逃げることができないのですからね。
XVIII THE LOGGERS COME	木こりがやって来た
Fatty Coon was frightened;	1 ふとっちょあらいぐまは、ぎょっとして目をさましました。
he had just waked up and he heard a sound that was exactly like the noise Farmer Green and his hired man had made when they cut down the tall chestnut tree where he was perched.	ちょうど、ふとっちょが逃げ込んだクリの木を、農夫のグリーンと作男が切りたおしたときにそっくりな騒音が聞こえたのです。
"Oh, Mother!	2 「お母さん！
What is it?"	これはなんの音なの？」
he cried.	ふとっちょはさけびました。
"The loggers have come,"	3 「木こりたちが来てるんだよ」
Mrs. Coon said.	あらいぐま夫人が言いました。
"They are cutting down all the big trees in the swamp."	「この沼の大木をぜんぶ切りたおしているのよ」
"Then we'll have to move, won't we?"	4 「なら、ぼくたちは逃げなくちゃならないんだね？」
Fatty asked.	ふとっちょがたずねました。
"No!	5 「いいえ！
They won't touch this tree,"	連中はこの木をかまいやしないよ」
his mother told him.	お母さんは言いました。
"It's an old tree, and hollow	「古い木だし、うろが空いてるからね
--so they won't chop it down.	――そういうのは切らないんだよ。
It's only the good sound trees that they'll take."	連中がえらぶのは、よさそうに見える木だけなんだよ」
"But I thought this was a good tree."	6 「でも、この木はいい木だと思うんだけどなあ」
Fatty was puzzled.	ふとっちょは混乱しました。
"So it is, my son!	7 「そのとおりさ！
It's a good tree for us.	わたしたちにとってはいい木よ。
But not for the loggers.	けど、木こりたちにとってはちがうの。
They would have little use for it."	連中には使い道があまりないのよ」
Fatty Coon felt better when he heard that.	8 ふとっちょあらいぐまはそれを聞くと安心しました。
And he had a good deal of fun, peeping down at the loggers and watching them work.	木こりたちが働く様子を、大いに面白がって上からこっそりのぞき見しました。
But he took care that they should not see HIM.	けど、注意して自分の姿が見えないようにしました。
He knew what their bright axes could do.	木こりのかがやく斧がなにをするものなのか、わかっていましたから。
When night came Fatty had still more fun.	9 夜になると、ふとっちょの楽しみはますます増えました。
When the loggers were asleep Fatty went to their camp in the woods beside the brook and he found many good things to eat.	木こりたちが寝しずまると、ふとっちょは小川のそばの森の中の彼らのキャンプに行き、おいしいごちそうをたくさん見つけました。
He did not know the names of all the goodies;	それらのごちそうの名前はひとつとして知りませんでしたが、
but he ate them just the same.	すべて同じように食べました。
He 'specially liked some potatoes	ふとっちょがとりわけ気に入ったのは、じゃがいもでした。
which the careless cook had left in a pan near the open camp-fire.	ぞんざいな調理人が、平なべの中の残り物を、たき火のそばにほったらかしにしていました。
The fire was out.	たき火は消えていました。
And the pan rested on a stump close beside it.	平なべは、たき火のそばの木の切りかぶの上に置いてありました。
Fatty Coon climbed up and crawled right inside the pan.	ふとっちょあらいぐまは切りかぶにのぼり、平なべの中にこっそりとしのび込みました。
And after he had had one taste of those potatoes he grew so excited	じゃがいもをひと口味見すると、ふとっちょはすっかり夢中になりました
--they were so good	――とてもおいしい味でした
--that he tipped the pan off the stump	――彼は平なべをひっくり返し、切りかぶから落としてしまいました。
and the potatoes rolled right into the ashes.	じゃがいもが灰の中に転がり落ちました。
Fatty had jumped to one side, when the tin pan fell.	10 ブリキの平なべが下に落っこちると、ふとっちょはわきへ飛びのきました。
It made a great clatter;	ガチャンガチャンとたいそう大きな音がしました。
and he kept very still for a few moments, while he listened.	彼はほんのしばらく息をひそめ、耳をすませました。
But no one stirred.	しかし、だれも目をさまして身動きしたりしませんでした。
And then Fatty jumped plump into the ashes.	彼はじゃがいもを追いかけて灰の中にざぶんと飛び込みました。
WHEW!	11 ヒャーッ！
He jumped out again as fast as he could;	ふとっちょは、あらんかぎりのはやさでまた飛びのきました。
for beneath the ashes there were plenty of hot coals.	灰の下に、熱く燃えた石炭がたっぷりしかれていたのです。
Fatty stood in them for not more than three seconds, but that was quite long enough.	ほんの三つ数えるあいだ立ちつづけることも我慢できないほどでした。
The bottoms of his feet burned as if a hundred hornets had stung them.	彼は足のうらをやけどし、まるで百ぴきのハチに刺されたように痛みました。
He stood first on one foot and then on another.	12 ふとっちょはばたばたと足を上げたり下げたりしました。
If you could have seen him you would have thought Fatty was dancing.	みなさんがそれを見たら、ふとっちょはダンスをしているのかしらと思ったでしょう。
And you might have laughed,	みなさんはきっとお笑いになったでしょう。
because he looked funny.	彼の格好はこっけいでしたから。
But Fatty Coon did not laugh.	13 けれどふとっちょあらいぐまは笑いませんでした。
In fact, he came very near crying.	じつのところ、彼は泣き出さんばかりでした。
And he did not wait to eat another mouthful.	もうひと口食べるまで居つづけることもできませんでした。
He limped along toward home.	彼はびっこを引きひき家に帰りました。
And it was several days before he stirred out of his mother's house again.	それから数日のあいだ、彼はお母さんの家から外に出られませんでした。
He just lay in his bed and waited until his burns were well again.	ただベッドに横たわり、やけどが治るのを待っていました。
It was very hard.	14 それはたいそう辛いことでした。
For Fatty did not like to think of all those good things to eat that he was missing.	おいしいごちそうのことを考えて焦れることしかできないのですもの。
And he hoped the loggers would not go away before his feet were well again.	彼は、また歩けるようになるまで木こりたちがどこにも行きませんようにと願いました。
XIX FATTY GROWS EVEN FATTER	ふとっちょ、さらにふとる
When Fatty Coon's burned feet were well once more, the very first night he left his mother's house he went straight to the loggers' camp.	1 足のうらのやけどの具合がよくなったその夜、ふとっちょあらいぐまはお母さんの家を出て、また木こりのキャンプに向かいました。
He did not wait long after dark,	暗くなるまでじっと待ってなんていませんでした。
because he was afraid that some of his neighbors might have found that there were good things to eat about the camp.	だって、森の隣人たちがキャンプのおいしい食べ物を見つけてしまうんじゃないかと心配でしたから。
And Fatty wanted them all.	ふとっちょは、すべてひとり占めにしたかったのです。
To his delight, there were goodies almost without end.	2 うれしいことに、ごちそうはほとんど尽きることがありませんでした。
He nosed about, picking up potato peelings, and bits of bacon.	彼はキャンプをかぎ回り、じゃがいもの皮やベーコンのかけらをつまみ食いしました。
And perhaps the best of all was a piece of cornbread,	すべてのごちそうのうちでおそらく一番おいしいのは、とうもろこしパンでした。
which Fatty fairly gobbled.	ふとっちょはこれをがつがつと大いにむさぼり食べました。
And then he found a box half-full of something	それから、彼はなにかが半分ほどつまった箱を見つけました
--scraps that tasted like apples, only they were not round like apples, and they were quite dry, instead of being juicy.	――中身はリンゴのような味のする切れっぱしでしたが、ただリンゴみたいに丸くないし、みずみずしくなくてすっかり乾いていました。
But Fatty liked them;	けれどふとっちょはこれが気に入りました。
and he ate them all, down to the smallest bit.	最後のちっぽけなくずまで、きれいに平らげました。
He was thirsty, then.	3 それから、彼はのどが乾きました。
So he went down to the brook, which ran close by the camp.	それでキャンプのそばを流れる小川に下っていきました。
The loggers had cut a hole through the ice, so they could get water.	木こりたちは小川に張った氷に穴をあけ、そこで水をくめるようにしていました。
And Fatty crept close to the edge of the hole and drank.	ふとっちょはこの穴のふちに歩いていき、水を飲みました。
He drank a great deal of water,	彼はずいぶんとたっぷり水を飲みました。
because he was very thirsty.	ひどくのどが乾いていたからです。
And when he had finished he sat down on the ice for a time.	飲み終わると、しばらくのあいだ氷の上に座り込んで休みました。
He did not care to stir about just then.	その時、木こりたちが目を覚ますおそれなど気になりませんでした。
And he did not think he would ever want anything to eat again.	それに、もうなんにも食べようという気が起こりませんでした。
At last Fatty Coon rose to his feet.	4 そらからとうとうふとっちょあらいぐまは、立ち上がりました。
He felt very queer.	とてもおかしな感じがしました。
There was a strange, tight feeling about his stomach.	おかしいのは、お腹が張っている感じがするせいでした。
And his sides were no longer thin.	彼のわき腹は、もはややせていませんでした。
They stuck out just as they had before winter came	冬が来る前のようにつき出ていました
--only more so.	――でも、それ以上でした。
And what alarmed Fatty was this:	これにはふとっちょもぎくりとしました。
his sides seemed to be sticking out more and more all the time.	みるみるうちに、どんどんどんどんわき腹がつき出していくようなのです。
He wondered what he had been eating.	5 自分はいったいなにを食べたのかしらと、ふとっちょは首をかしげました。
Those dry things that tasted like apples	リンゴのような味のする乾いたもの
--he wondered what they were.	――これはいったいなにかしら。
Now, there was some printing on the outside of the box which held those queer, spongy, flat things.	6 さて、このスポンジのようにふかふかで平べったい、おかしなものが入った箱の外側には、ラベルが貼ってありました。
Of course, Fatty Coon could not read, so the printing did him no good at all.	もちろんふとっちょあらいぐまは字が読めませんから、彼にはこれがまったく役に立ちませんでした。
But if you had seen the box, and if you are old enough to read, you would have known that the printing said:	けれど、字が読めるくらいに大きいみなさんがこの箱のラベルを見たならば、こんなふうに読むでしょう。
EVAPORATED APPLES	7 『エバ・アップル』。
Now, evaporated apples are nothing more or less than dried apples.	8 エバ・アップルというのは、乾燥リンゴのことにほかなりません。
The cook of the loggers' camp used them to make apple pies.	木こりのキャンプの調理人は、これを使ってアップルパイを作っていました。
And first, before making his pies, he always soaked them in water	調理人はパイを作り始める前に、いつも最初にこの乾燥リンゴを水につけてふやかしておきます。
so they would swell.	すると、乾燥リンゴはふくれ上がります。
Now you see what made Fatty Coon feel so queer and uncomfortable.	9 さて、どうしてふとっちょあらいぐまがひどくおかしな感じがして心地わるくなったのか、みなさんはおわかりですね。
He had first eaten his dried apples.	彼は最初に乾燥リンゴを食べたのです。
And then he had soaked them, by drinking out of the brook.	そして小川の水を飲んだことにより、お腹の中で乾燥リンゴをふやかしてしまったのです。
It was no wonder that his sides stuck out,	彼のわき腹がつき出したのも不思議ではありません。
for the apples that he had bolted were swelling and puffing him out until he felt that he should burst.	丸呑みしたリンゴの切れはしがぷうっとふくらんで、お腹が破れつしそうになるまでに大きくなってしまったのです。
In fact, the wonder of it was that he was able to get through his mother's doorway, when he reached home.	実際のところ、ふとっちょがお母さんの家にたどり着いたとき、戸口の穴をくぐり抜けられたのが不思議なほどでした。
But he did it, though it cost him a few groans.	10 ふとっちょは小さくウーンとうめき声を上げ、なんとか戸口をくぐり抜けました。
And he frightened his mother, too.	これにはお母さんもぎょっとしました。
"I only hope you're not poisoned,"	11 「お前が食べたのが毒でないことを祈るばかりだよ」
she said, when Fatty told her what he had been doing.	ふとっちょが自分のしたことを話すと、お母さんが言いました。
And that remark frightened Fatty more than ever.	12 この言葉に、ふとっちょはますますおびえました。
He was sure he was never going to feel any better.	彼はもう一生よくなることはないのだと信じ込みました。
Poor Mrs. Coon was much worried all the rest of the night.	13 哀れなあらいぐま夫人は、その夜中たいそう心配しました。
But when morning came she knew that Fatty was out of danger.	けれど朝になると、ふとっちょが峠を越えたことを知りました。
She knew it because of something he said.	どうしてわかったのかというと、ふとっちょがこう言ったからです。
It was this:	こうですよ。
"Oh, dear!	14 「あーあ！
I wish I had something to eat!"	なにか食べたいなあ！」
THE TRACKS IN THE SNOW	雪の上の足あと
One fine winter's day Fatty Coon came upon the queerest tracks in the snow.	1 冬のある晴れた日、ふとっちょあらいぐまは雪の上におかしな足あとがあるのに出くわしました。
They were huge	それは大きな足あとでした
--a great deal bigger, even, than bear-tracks,	――クマの足あとさえ、これよりずっと小さいくらいでした。
which Fatty had sometimes seen, for once in a while,	ふとっちょはクマの足あとなら何度か見たことがありました。
before the weather grew too cold, and he fell into his winter's sleep, a bear would come down into the valley from his home on Blue Mountain.	辺りがひどく冷え込んでクマが冬眠する季節がせまると、クマは時どき彼の家のあるブルー山を下りて谷間にやって来るのです。
But these were six times as big as bear tracks.	2 けれどこの足あとは、クマの足あとの六倍もありました。
And Fatty felt a shiver of fear run up and down his back.	ふとっちょは、恐ろしさに背中の上から下までふるえが走るのをかんじました。
He followed the trail a little way.	3 ふとっちょは足あとを少したどっていきました。
But he was very careful.	けれどとても用心深くしていました。
He was always ready to scramble up a tree,	いつでも木に駆け上れるように身がまえていました。
in case he should suddenly see the strange animal	ふいにおかしな動物と出くわしたときにそなえて
--or rather, in case the strange animal should see HIM.	――というか、そのおかしな動物が彼の姿に気づいたときにそなえて。
The great tracks led straight toward Farmer Green's house.	4 その巨大な足あとは、農夫のグリーンの家にまっすぐにむかっていました。
And Fatty did not want to go there.	ふとっちょはそこへは近づきたくありませんでした。
So he hurried home to ask his mother what he had found.	ですから、お母さんに見つけたもののことをたずねようと、家に走っていきました。
Mrs. Coon listened to Fatty's story.	あらいぐま夫人はふとっちょの話に耳をかたむけました。
"I think it must be the monster	5 「あの怪物だと思うんだ。
that almost caught me in the road last summer,"	去年の夏に、ぼくが道でもうちょっとでつかまえられそうになったやつさ」
said Fatty,	と、ふとっちょは言いました。
meaning the automobile	怪物とは自動車のことです。
that had given him a great fright.	彼はそれにたいそう恐い思いをさせれたのです。
"Maybe he's come back again to catch Farmer Green and his family	「もしかして、農夫のグリーンさんと家族をつかまえにもどって来たのかなあ
... Do you suppose he's eaten them up?"	……あの人たちは食べられちゃうんだと思う？」
Mrs. Coon was puzzled.	6 あらいぐま夫人は困わくしました。
And she was somewhat alarmed, too.	それに、少しょう警戒しました。
She wanted to see those strange tracks herself.	自分の目でそのおかしな足あとを見てみたいと思いました。
So she told her other children not to step a foot out of the house until she came back.	それでほかの子どもたちに、彼女がもどって来るまで家から一歩も出てはならないと命じました。
And then she asked Fatty to run along and show her where he had come upon the monster's trail.	そしてふとっちょに、ひとっ走り行ってその怪物の足あとに出くわした場所に彼女を案内するように言いました。
