A DOG OF FLANDERS	フランダースの犬
In the Soviet Union work itself is given a voice.	ソ連では、仕事そのものに「声」が与えられている。
To present it verbally is part of a man's ability to perform the work.	口頭で言いあらわすことは人間の仕事をする能力の一部なのだ。
Literary license is now founded on polytechnic rather than specialized training and thus becomes common property.	文学者の資格は特別な訓練によるというより、単に学校に行くことによって得られ、したがって、誰でもが、えられるものになっているのだ。
All this can easily be applied to the film,	このことは、すべて、映画にも当てはめて考えることができる。
where transitions that in literature took centuries have come about in a decade.	映画は文学が何百年もかかったことを、たった数十年で成し遂げてしまった。
In cinematic practice, particularly in Russia, this change-over has partially become established reality.	映画のやってきたことにおいて、特にロシアでは、この転換は現実になってきているのである。
Some of the players whom we meet in Russian films are not actors in our sense but people who portray *themselves*--and primarily in their own work process.	わたしたちがロシア映画でみた俳優の何人かは、わたしたちにしヨーロッパ人の意味する上での俳優ではなく、はじめに労働者として自分自身を位置づけているのだ。
In Western Europe the capitalistic exploitation of the film denies consideration to modern man's legitimate claim to being reproduced.	西ヨーロッパでは、映画の資本主義的な営利目的は現代の一般人の映画に出たいという思いを打ち消す。
Under these circumstances the film industry is trying hard to spur the interest of the masses through illusion-promoting spectacles and dubious speculations.	この状況下で、映画産業は観客をふやし、妙な思惑をいだかせ、大衆の幻想を通した妄想に弾みをつける。
The shooting of a film, especially of a sound film, affords a spectacle unimaginable anywhere at any time before this.	映画の撮影現場は、とくにトーキー映画は、それまで、考えもよらなかったような場所になってきている。
It presents a process in which it is impossible to assign to a spectator a viewpoint which would exclude from the actual scene such extraneous accessories as camera equipment, lighting machinery, staff assistants, etc.	見たこともない付属品のようなカメラ機材や、照明機器や、アシスタントのスタッフなどなど、実際の撮影シーンを観ている人の視線からしめだすことは不可能だ。
--unless his eye were on a line parallel with the lens.	ただ、彼の目がカメラのレンズを覗いているときはちがうだろうけど。
This circumstance, more than any other, renders superficial and insignificant any possible similarity between a scene in the studio and one on the stage.	この光景をみて、ほかのなにより、スタジオと舞台のあいだで似ている部分をあげることは、軽はずみであまり重要とはいえない。
In the theater one is well aware of the place from which the play cannot immediately be detected as illusionary.	劇場では、演劇がただのイリュージョンでしかないと人々は気づいかないようにしている。
There is no such place for the movie scene that is being shot.	撮影された映画のシーンにそういった部分はない。
Its illusionary nature is that of the second degree, the result of cutting.	イリュージョンの性質は二次的なもので、編集の結果によるものだ。
That is to say, in the studio the mechanical equipment has penetrated so deeply into reality that its pure aspect freed from the foreign substance of equipment is the result of a special procedure, namely, the shooting by the specially adjusted camera and the mounting of the shot together with other similar ones.	つまり、機材が、観客を純粋にヘンテコな機材から解放するというリアリティーに非常に深く埋め込まれていているスタジオでは、機材の物質性は、特殊なやり方、すなわち、特定の場所に置かれたカメラによって撮影されたシーンと、その他似たような場所に置かれたカメラと一緒に撮影されたシーンを合成することの結果なのだ。
The equipment-free aspect of rea1ity here has become the height of artifice;	機材を無視するというこの側面は、人工の極みになった。
the sight of immediate reality has become an orchid in the land of technology.	つまり、直接的な現実の風景は、テクノロジーの荒野に咲く蘭の花になったのだ。
Even more revealing is the comparison of these circumstances, which differ so much from those of the theater, with the situation in painting.	劇場の状態とまったく異なるこの状況と、絵画の状態を比べることは、ものごとをもっとわかりやすくする。
Here the question is:	さて、ここで問題だ。
How does the cameraman compare with the painter?	カメラマンはどのようにして、画家とくらべれらうるか？
To answer this we take recourse to an analogy with a surgical operation.	この問題に答えるために、手術と共通点を見出してみる。
The surgeon represents the polar opposite of the magician.	外科医は祈祷師とまったくことなるものだ。
The magician heals a sick person by the laying on of hands;	祈祷師は病気の人に手をかざすことによって治療する。
the surgeon cuts into the patients body.	一方で、外科医は病気の人のからだを切ることで治療する。
The magician maintains the natural distance between the patient and himself;	祈祷師は病人と自身のあいだの距離を自然なものに保つ。
though he reduces it very slightly by the laying on of hands,	しかしながら、祈祷師は手をかざすことによって、すこしその距離を縮めるわけだ。
he greatly increases it by virtue of his authority.	そして、彼のパワーを増すのだ。
The surgeon does exactly the reverse;	外科医はまったく反対のことを行う。
he greatly diminishes the distance between himself and the patient by penetrating into the patient's body,	彼は、病人のからだの中に手を突っ込むことで、病人と自身の距離をものすごく縮める。
and increases it but little by the caution with which his hand moves among the organs.	しかし、手で内臓を注意深く触ることは若干その距離を保つのだ。
In short, in contrast to the magician--who is still hidden in the medical practitioner--the surgeon at the decisive moment abstains from facing the patient man to man;	端的に言って、祈祷師とくらべると、（医者のあいだにもそういう人はいまだ多少いるだろうが。）外科医は決定的な瞬間において、病人と一対一で向き合うことを避ける。
rather, it is through the operation that he penetrates into him.	すなわち、これが患者の中に入るという手術なのだ。
Magician and surgeon compare to painter and cameraman.	祈祷師と外科医は、画家とカメラマンと比べることができる。
The painter maintains in his work a natural distance from reality, the cameraman penetrates deeply into its web.	画家は彼の作品において、現実から自然な距離をたもち、カメラマンは現実の網の目に深くもぐりこむ。
There is a tremendous difference between the pictures they obtain.	ここで、おのおのが得られる画像のあいだには、とんでもない違いが生じる。
That of the painter is a total one, that of the cameraman consists of multiple fragments which are assembled under a new law.	画家が得る画像は、トータルなもので、カメラマンの得る画像は、新しいきまりごとに基づいて集められた、たくさんの断片からできている。
Thus, for contemporary man the representation of reality by the film is incomparably more significant than that of the painter,	したがって、現代の人にとって、映画によって表現される現実は、画家が作り出すそれとは、比べようもなく重要なのだ。
since it offers, precisely because of the thoroughgoing permeation of reality with mechanical equipment, an aspect of reality which is free of all equipment.	なぜなら、その表現の正確さは、つまるところ、機械でできた機材によって、すべての機材を意識しなくなるという、事実からくるものであり、
And that is what one is entitled to ask from a work of art.	そのこと自体は、徹底的なその事実の浸透によってもたらされるえるものだからだ。
Mechanical reproduction of art changes the reaction of the masses toward art.	機械的な複製は大衆のアートへのリアクションを変える。
The reactionary attitude toward a Picasso painting changes into the progressive reaction toward a Chaplin movie.	ピカソの絵画へは反感を抱くのに、チャップリンの映画には、進歩的な反応をする。
The progressive reaction is characterized by the direct, intimate fusion of visual and emotional enjoyment with the orientation of the expert.	進歩的なリアクションは、批評家の導きによって、ビジュアルと感情的な喜びが親密に溶け合うことが直接的につながることによって特徴づけられる。
Such fusion is of great social significance.	そういった、融合は社会的にも重要だ。
The greater the decrease in the social significance of an art form, the sharper the distinction between criticism and enjoyment by the public.	社会的なアートの重要性が薄れれば薄れるほど、批評家と大衆の喜びの差がよりはっきりする。
The conventional is uncritically enjoyed, and the truly new is criticized with aversion.	保守的なものは、批判することなく受け入れられ、ほんとうに新しいことは反感を持って批判される。
With regard to the screen the critical and the receptive attitudes of the public coincide.	しかし、スクリーンを引き合いに出すと、大衆の批判的な態度と寛容な態度はぴったり一致するのだ。
The decisive reason for this is that individual reactions are predetermined by the mass audience response they are about to produce,	このことに対する決定的な理由は、個人のリアクションは、制作されたすぐそばから、一般の観客の反応によってあらかじめ決まっているということである。
and this is nowhere more pronounced than in the film.	このことは映画のほかに見られないことだ。
The moment these responses become manifest they control each other.	このように反応する時は双方がコントロールしているということが明らかになる瞬間だ。
Again, the comparison with painting is fruitful.	そしてふたたび、絵画と比べることが、役に立つだろう。
A painting has always had an excellent chance to be viewed by one person or by a few.	絵画は、いつも一人から数人に観られるというある意味素晴らしい機会を得てきた。
The simultaneous contemplation of paintings by a large public, such as developed in the nineteenth century, is an early symptom of the crisis of painting,	おもに十九世紀に発展した、大人数のひとが同時に絵画を鑑賞するということは、絵画危機の最初の兆候だった。
a crisis which was by no means occasioned exclusively by photography	その危機は決して写真によるところではない。
but rather in a relatively independent manner by the appeal of art works to the masses.	というより、そのこととは関係なくて、アート作品の大衆へのアピールによっるものであったのだ。
Painting simply is in no position to present an object for simultaneous collective experience, as it was possible for architecture at all times, for the epic poem in the past, and for the movie today.	建築が、過去の叙事詩が、そして、今日の映画が、いつも可能してきたやり方では、集団によって、絵画は鑑賞されにくいということが単純に言える。
Although this circumstance in itself should not lead one to conclusions about the social role of painting, it does constitute a serious threat as soon as painting,	この状況が絵画の社会的役割についての結論を導き出すべきものではないが、絵画に重大な脅威を引き起こすことにはなった。
under special conditions and, as it were, against its nature, is confronted directly by the masses.	それは、絵画が、特別な状況で、そして、いままでの通り、あるいはその性質に反して、大衆に鑑賞されることになるとすぐのことであった。
In the churches and monasteries of the Middle Ages and at the princely courts up to the end of the eighteenth century, a collective reception of paintings did not occur simultaneously, but by graduated and hierarchized mediation.	中世の教会や修道院や宮殿では、十八世紀の終わりごろまで、集団によって、絵画を、同時にではなく階層によって順序をつけて、ではあるが、鑑賞されていた。
The change that has come about is an expression of the particular conflict in which painting was implicated by the mechanical reproducibility of paintings.	変化は、絵画が機械的に複製できるという矛盾によってによって引き起こされた。
Although paintings began to be publicly exhibited in galleries and salons, there was no way for the masses to organize and control themselves in their reception.	絵画はギャラリーやサロンでおおやけに展示されるようになり始めたが、大衆をうまくまとめて、見せるやり方や、大衆をうまく受け入れてコントロールするやり方が見つからなかったのだ。
Thus the same public which responds in a progressive manner toward a grotesque film is bound to respond in a reactionary manner to surrealism.	こういうことから、グロテスクな映画には進歩的な態度を示す大衆も、シュールレアリズムには反感をもつのである。
The characteristics of the film lie not only in the manner in which man presents himself to mechanical equipment but also in the manner in which, by means of this apparatus, man can represent his environment.	映画の特徴は、人が機材に自分を見せるというあり方にあるだけでなく、その機材によって、彼の環境までを見せるということにある。
A glance at occupational psychology illustrates the testing capacity of the equipment.	職業心理学的観点は、試験的な機材の能力を明らかにする。
Psychoanalysis illustrates it in a different perspective.	精神分析は、それとは違った側面のことを明らかにする。
The film has enriched our field of perception with methods which can be illustrated by those of Freudian theory.	映画は、われわれの感覚の領域をフロイトの理論によって示されるやり方によって豊かにする。
Fifty years ago, a slip of the tongue passed more or less unnoticed.	五十年前に、舌を滑らせたようなことは、多かれ少なかれ、聞き過ごされてしまってきた。
Only exceptionally may such a slip have revealed dimensions of depth in a conversation which had seemed to be taking its course on the surface.	例外的に、その失言が、表面的な方向性を決めているような場合はその会話の深さを明らかにした。
Since the *Psychopathology of Everyday Life* things have changed.	「日常生活の心理学」によって、ものごとが変わったのだ。
This book isolated	この本は、他の本とは一線を画している。
and made analyzable things which had heretofore floated along unnoticed in the broad stream of perception.	そして、広い知覚の流れのなかで、いままで、適当に流されてきたものを分析できるようにさせた。
For the entire spectrum of optical, and now also acoustical, perception the film has brought about a similar deepening of apperception.	視覚的、そしていまでは、聴覚的なすべての領域にとって、映画のもたらす知覚は、統覚心理学と似た知覚の深さと同様なものをもたらす。
It is only an obverse of this fact that behavior items shown in a movie can be analyzed much more precisely and from more points of view than those presented on paintings or on the stage.	映画に写されたものがは、絵画や舞台で表現されるよりも、もっと細かくそして、もっと視点をついたかたちで分析されることができということは、たんに事実を指摘しているだけだ。
As compared with painting, filmed behavior lends itself more readily to analysis because of its incomparably more precise statements of the situation.	絵画と比べると、映画の撮影が、分析することに長けているのは、他と比べようもなく、正確に状況を説明できるからだ。
In comparison with the stage scene, the filmed behavior item lends itself more readily to analysis because it can be isolated more easily.	演劇と比べて、映画に出てくるものが、分析的なのは、より簡単に現実から切り離すことができるからだ。
This circumstance derives its chief importance from its tendency to promote the mutual penetration of art and science.	この状況は、アートとサイエンスがお互いの分野を、はみ出すことをうながす傾向の重要さに由来する。
Actually, of a screened behavior item which is neatly brought out in a certain situation, like a muscle of a body, it is difficult to say which is more fascinating, its artistic value or its value for science.	実際、からだの筋肉のように、丁寧に適切な状況に持ち込まれ、撮影されたものの、（以前は通常分けて考えられていた）科学的な写真の利用とアートの価値をあわせることは、映画の革命的な役割のひとつになるだろう。
By close-ups of the things around us, by focusing on hidden details of familiar objects, by exploring commonplace milieus under the ingenious guidance of the camera, the film, on the one hand, extends our comprehension of the necessities which rule our lives;	われわれの周りのものをクローズアップすることで、また、見慣れたものの隠された部分にフォーカスすることで、あるいは、カメラの精巧な案内のもとで、ありふれた社会を探索することで、映画は、わたしたちの生活を決定付ける必然に対する理解をひろげ、
on the other hand, it manages to assure us of an immense and unexpected field of action.	その一方で、莫大で思いもよらない行動の領域が存在すると、わたしたちに確信させる。
Our taverns and our metropolitan streets, our offices and furnished rooms, our railroad stations and our factories appeared to have us locked up hopelessly.	居酒屋、都市のストリート、オフィス、家具付きの部屋、駅、工場などが、わたしたちを絶望的につなぎとめてしまう。
Then came the film and burst this prison-world asunder by the dynamite of the tenth of a second,	そして、映画が現われて、このとらわれた世界観を十秒間のダイナマイトでばらばらに吹き飛ばしてしまった。
so that now, in the midst of its far-flung ruins and debris, we calmly and adventurously go traveling.	そしていま、広範囲にちらばったガラクタの真ん中で、わたしたちは静かに、そして、大胆に探索に出かけるのだ。
With the close-up, space expands; with slow motion, movement is extended.	クローズアップによって、空間の認識は広がり、スローモーションによって、動きの認識が広がる。
The enlargement of a snapshot does not simply render more precise what in any case was visible, though unclear:	スナップショットの引き伸ばしは、単に目に見えるものの詳細を表しているのではなく、はっきりとしないものの、
it reveals entirely new structural formations of the subject.	まったく新しい対象の構造を明らかにするのだ。
So, too, slow motion not only presents familiar qualities of movement but reveals in them entirely unknown ones	したがって、スローモーションも動きの認識の質を高めるだけでなく、いままでまったく知られていなかった
"which, far from looking like retarded rapid movements give the effect of singularly gliding, floating, supernatural motions.	「なめらかで流れるようでいて、超自然に見える動きに単一の効果をあたえているような、ようなすばやい動きへの認識」
Evidently a different nature opens itself to the camera than opens to the naked eye	あきらかに、今までと違う自然が裸眼によってではなく、カメラによって、明らかになる。
--if only because an unconsciously penetrated space is substituted for a space consciously explored by man.	無意識に突き抜かれた空間が、いままで人間によって意識されていた空間に取って代わる。
Even if one has a general knowledge of the way people walk, one knows nothing of a person's posture during the fractional second of a stride.	まるで、歩いている瞬間を意識せずに、ただ単に人が歩いているように。
The act of reaching for a lighter or a spoon is familiar routine, yet we hardly know what really goes on between hand and metal, not to mention how this fluctuates with our moods.	ライターやスプーンへ手を伸ばす動きは見慣れたものだが、われわれは、実際に手とそのモノのあいだにどのようなことが起こっているのかは、いかに、われわれの気分によって移ろいやすいものかを述べるまでもなく、まったくわかっていない。
Here the camera intervenes with the resources of its lowerings and liftings, its interruptions and isolations, its extensions and accelerations, its enlargements and reductions.	ここでカメラは、アングルを低くしたり、高くしたり、フラッシュバックしたり、スローモーションしたり、ロースピード撮影たり、クローズアップしたり、ひいて撮ったりして役割を果たす。
The camera introduces us to unconscious optics as does psychoanalysis to unconscious impulses.	カメラは、精神分析が明らかにするように、意識していなかった視覚を無意識の視覚を明らかにする。
One of the foremost tasks of art has always been the creation of a demand which could be fully satisfied only later.	アートの一番の役割はいつでも、後の世に満足されるような創造を試みることにある。
The history of every art form shows critical epochs	アートの形式の歴史において、いつでも、危機的な時代があった。
in which a certain art form aspires to effects which could be fully obtained only with a changed technical standard, that is to say, in a new art form.	そのような時代でも、いくらかのアートの形式は技術的な水準をまったく塗り替えるということを目指していた。
The extravagances and crudities of art which thus appear, particularly in the so-called decadent epochs, actually arise from the nucleus of its richest historical energies.	アートの未成熟な行き過ぎは、特に、退廃の新時代と呼ばれたときのものは、結局、もっとも豊かな歴史的エネルギーの核心から、もちなおすものなのだ。
In recent years, such barbarisms were abundant in Dadaism.	最近では、未開の文明がダダイズムの肥やしになったりもした。
It is only now that its impulse becomes discernible:	今になってやっと認識できる激しさというわけだが、
Dadaism attempted to create by pictorial--and literary--means the effects which the public today seeks in the film.	ダダイズムは、文字通り、今日の映画が大衆に与えようとしている、効果を絵画によって作り出そうという試みである。
Every fundamentally new, pioneering creation of demands will carry beyond its goal.	創造の欲求の先鋒である、すべての基本的な新しさは、ゴールに向けられている。
Dadaism did so to the extent that it sacrificed the market values which are so characteristic of the film in favor of higher ambition	ダダイズムは映画の最大の特徴である、市場的な価値をながしろにしながらも、その価値をのばした。
-- though of course it was not conscious of such intentions as here described.	もちろん意識的ではないにしろ。
The Dadaists attached much less importance to the sales value of their work than to its uselessness for contemplative immersion.	ダダイストは作品を売るということに重きを置かないで、その瞑想的な没頭による無用さに重きを置いた。
The studied degradation of their material was not the least of their means to achieve this uselessness.	物質的な陳腐さは無用さにいたる手段としては、どうでもよいことである。
Their poems are "word salad" containing obscenities and every imaginable waste product of language.	彼らの詩は猥雑で考えうる言葉のゴミを含む「言葉のサラダ」なのであった。
The same is true of their paintings, on which they mounted buttons and tickets.	おなじことが釦や切符を貼り付けた絵画にも言える。
What they intended and achieved was a relentless destruction of the aura of their creations, which they branded as reproductions with the very means of production.	彼らがめざしたものは、創造における「アウラ」のたゆまざる破壊にあり、制作することの意味において、複製品は重要な特徴であった。
Before a painting of Arp's or a poem by August Stramm it is impossible to take time for contemplation and evaluation as one would before a canvas of Derain's or a poem by Rilke.	アープの絵画に対して、もしくはアウグスト・シュトラムの詩に対して冷静に何かを考えるのは難しく、ドランの絵画やリルケの詩の前で、何かを判断するのも難しい。
In the decline of middleclass society, contemplation became a school for asocial behavior;	ミドルクラスが下り坂になる際に、じっと考え込むことは、社交的でないということになった。
it was countered by distraction as a variant of social conduct.	つまり、社会的な振るまいの変化の一つとしての反動としてとらえられた。
Dadaistic activities actually assured a rather vehement distraction by making works of art the center of scandal.	ダダイズム的な活動は実際のところ、スキャンダラスなアート作品を作ることによって、猛烈な破壊行為であるということを保証した。
One requirement was foremost:	そして、ある一つのことを第一にもとめた。
to outrage the public.	つまり、大衆を怒らせろ、ということだ。
From an alluring appearance or persuasive structure of sound the work of art of the Dadaists became an instrument of ballistics.	魅力的な外観や、説得力のある音の構成により、ダダイズムのアート作品は衝撃的な楽器になった。
It hit the spectator like a bullet, it happened to him, thus acquiring a tactile quality.	作品は観る人に、弾丸のように突き刺さり、具体的な質を手に入れた。
It promoted a demand for the film,	それは、映画のに対する欲求を高めた。
the distracting element of which is also primarily tactile, being based on changes of place and focus which periodically assail the spectator.	人の心をかき乱す部分（結局のところ具体性をもったもの）は、映す場所やフォーカスの変化に基づき、観るものを何度も激しく挑発する。
Let us compare the screen on which a film unfolds with the canvas of a painting.	映画のスクリーンと絵画のカンバスを比べてみよう。
The painting invites the spectator to contemplation;	絵画は観る人にじっと考えさせ、
before it the spectator can abandon himself to his associations.	観る人はひとりになることができる。
Before the movie frame he cannot do so.	映画を見ることによってはそうは行かない。
No sooner has his eye grasped a scene than it is already changed.	眼がシーンをとらえるや否や、それはすでに変わっているのだ。
It cannot be arrested.	結局とらえることはできない。
Duhamel, who detests the film and knows nothing of its significance, though something of its structure,	映画を嫌い、その重要性をまったく認めなかった、デュアメルは、しかしながら映画のストラクチャーについてはよく考えていた。
notes this circumstance as follows:	そのことをこのように記している。
"I can no longer think what I want to think.	「私は、考えたいと思っていることを考えることができない。
My thoughts have been replaced by moving images."	私の考えは、動いているイメージに置き換えられてしまっているのだ。」
The spectator's process of association in view of these images is indeed interrupted by their constant, sudden change.	これらのイメージを観ることを組織的にとらえるプロセスは、しかしながら、絶えることなく、そして突然にやってくる変化によって邪魔されるのだ。
This constitutes the shock effect of the film, which, like all shocks, should be cushioned by heightened presence of mind.	このことは映画の衝撃的な効果を構成し、その他すべての衝撃のように、高められた意識のあり方によってやわらげられる。
By means of its technical structure, the film has taken the physical shock effect out of the wrappers in which Dadaism had, as it were, kept it inside the moral shock effect.	技術的な構造の意味によって、映画は、ダダイズムが精神的なショックの効果のうちにとどめていたものを、肉体的なショックとして、むき出しにするのだ。
The mass is a matrix from which all traditional behavior toward works of art issues today in a new form.	アート作品に対する、すべての伝統的なこころみが、今日的な新しい形式に生まれ変わることにおいて、大衆はその母体だといえる。
Quantity has been transmuted into quality.	量的なものが質的なものに変化してきているのだ。
The greatly increased mass of participants has produced a change in the mode of participation.	ものすごい量の大衆の参加は、その参加の仕方自体を変えてしまった。
The fact that the new mode of participation first appeared in a disreputable form must not confuse the spectator.	大衆の参加がはじめは悪い形で現われたと、思うべきではないだろう。
Yet some people have launched spirited attacks against precisely this superficial aspect.	重箱の隅をつつくような批判をする人はいたことはいたが。
Among these, Duhamel has expressed himself in the most radical manner.	そのなかでも、デュアメルはもっとも極端なやり方で批判している。
What he objects to most is the kind of participation which the movie elicits from the masses.	彼が向けた矛先はほとんど、大衆が参加するという部分だけである。
Duhamel calls the movie	デュアメルは映画のことを
"a pastime for helots, a diversion for uneducated, wretched, worn-out creatures who are consumed by their worries . . ., a spectacle which requires no concentration and presupposes no intelligence . . ., which kindles no light in the heart and awakens no hope other than the ridiculous one of someday becoming a 'star' in Los Angeles."	「ただの奴隷の気晴らしで、教養がなく、あわれで、ボロボロで、しかもロサンジェルスの「スター」になるより希望の光のない、将来の展望に対する不安によってヨレヨレになった、人々のための逃避でしかない」
Clearly, this is at bottom the same ancient lament that the masses seek distraction whereas art demands concentration from the spectator.	あきらかに、この見方は、アートが観るものに対して集中することを要求するところ、大衆はたんに気を紛らすものを探すという、昔ながらの悲観的なものの見方と相通ずるものがある。
That is a commonplace.	よくある話だ。
The question remains whether it provides a platform for the analysis of the film.	が、しかし、このことが映画のプラットフォームに対するちゃんとした分析になっているかどうかという疑問は残る。
A closer look is needed here.	もっとよく考える必要があるのだ。
Distraction and concentration form polar opposites	気をまぎらすことと、集中して鑑賞することはまったく異なるものだ。
which may be stated as follows:	それは以下のように、説明できるだろう。
A man who concentrates before a work of art is absorbed by it.	つまり、アート作品の前で、集中する人は、結局作品にのめりこんでいるのだ。
He enters into this work of art the way legend tells of the Chinese painter when he viewed his finished painting.	その人、はむかしの中国人のペインターが絵を描きおえて自分の作品を眺めているようにして、作品にのめりこむ。
In contrast, the distracted mass absorbs the work of art.	反対に、気もそぞろな大衆は作品を吸収する。
This is most obvious with regard to buildings.	これは、建物を見るときにもっと明らかだ。
Architecture has always represented the prototype of a work of art	建築はいつでも、アート作品のプロトタイプをあらわしている。
the reception of which is consummated by a collectivity in a state of distraction.	なんとなしにやってきた人々の集まりによって成り立つ建物のレセプションがそのプロトタイプなのだ。
The laws of its reception are most instructive.	レセプションのありかたが、最もそのことを言い表している。
Buildings have been man's companions since primeval times.	建物は有史以来、ずっと人間のかたわらにあった。
Many art forms have developed and perished.	たくさんのアートの形式があみだされ、すたれていった。
Tragedy begins with the Greeks, is extinguished with them, and after centuries its "rules" only are revived.	ギリシャ悲劇は結局すたれたが、何百年もあとになって、その「きまりごと」だけがリバイバルされた。
The epic poem, which had its origin in the youth of nations, expires in Europe at the end of the Renaissance.	いろいろな国の若者によって詠まれた叙事詩はルネッサンスの終わりごろのヨーロッパまで伝えられた。
Panel painting is a creation of the Middle Ages, and nothing guarantees its uninterrupted existence.	パネルに描かれた絵画は中世の発明だけど、何にも存在を脅かされないというわけではない。
But the human need for shelter is lasting.	しかし、人間には自らを覆う壁が必要だとことは変わりがないので、
Architecture has never been idle.	建築がないがしろにされるということはなかったのだ。
Its history is more ancient than that of any other art, and its claim to being a living force has significance in every attempt to comprehend the relationship of the masses to art.	その歴史は他のどのアートより古く、生活に必要だという事実は、大衆のアートへの関わり方を理解するうえでとても重要だった。
Buildings are appropriated in a twofold manner:	建物は二つのやりかたで受け入れられてきた。
by use and by perception--	つまり、利用することと鑑賞することだ。
or rather, by touch and sight.	もっといえば、触れることと、みることだ。
Such appropriation cannot be understood in terms of the attentive concentration of a tourist before a famous building.	そのような接し方は、有名な建物の前のツーリストが鑑賞するような意味では理解されないだろう。
On the tactile side there is no counterpart to contemplation on the optical side.	触れるという側面は、観るという側面を深く考えることの延長線上にはない。
Tactile appropriation is accomplished not so much by attention as by habit.	触れることによって接することは、意識的になるというより習慣的なところが大きい。
As regards architecture, habit determines to a large extent even optical reception.	建築についていえば、習慣は目に見えていることですら、大きく影響を受ける。
The latter, too, occurs much less through rapt attention than by noticing the object in incidental fashion.	観ることも、ありがちなファッションとしてモノをみるのでなく、いつも心を奪われるようなやりかたで注目しているとは、言いがたい。
This mode of appropriation, developed with reference to architecture, in certain circumstances acquires canonical value.	建築への接し方は（建築を考えることによって明らかになったわけだが）、いくらかの状況のもとでは、正当な価値をみたすといえるだろう。
For the tasks which face the human apparatus of perception at the turning points of history cannot be solved by optical means,	人間に向き合うために、歴史的ターニングポイントにある感覚器官は、目に見える意味によっては理解されないだろう。
that is, by contemplation, alone.	すなわち、一人で深く考えることによっては理解されるのだ。
They are mastered gradually by habit, under the guidance of tactile appropriation.	それらは、触れることで得られる導きのもと、習慣によって少しずつマスターされていくのだ。
The distracted person, too, can form habits.	人は習慣によっても散漫になる。
More, the ability to master certain tasks in a state of distraction proves that their solution has become a matter of habit.	そのうえ、散漫な状態で物事を解決することは、その解決が習慣的になるということでもある。
Distraction as provided by art presents a covert control of the extent	アートによってもたらされた気晴らしは、今まで見えなかった範囲のコントロールを明らかにする。
to which new tasks have become soluble by apperception.	新しい問題が知覚によって解決できるものになるのだ。
Since, moreover, individuals are tempted to avoid such tasks, art will tackle the most difficult and most important ones	さらにそのうえ、個人がその問題を避けて通りがちなことがらから、アートは最も難しく重要なその問題に取り組む。
where it is able to mobilize the masses.	その解決は、いずれその個人にも置き換えることができるのだ。
Today it does so in the film.	最近は、映画がその役割を担っている。
Reception in a state of distraction, which is increasing noticeably in all fields of art and is symptomatic of profound changes in apperception, finds in the film its true means of exercise.	気晴らし的に接することは、映画の分野では制作することの、ほんとうの意味をみつけるだろう。
The film with its shock effect meets this mode of reception halfway.	衝撃的なエフェクトとともに映画はこの接し方を受け入れつつある。
The film makes the cult value recede into the background not only by putting the public in the position of the critic, but also by the fact that at the movies this position requires no attention.	映画は、大衆を評論家として押し出すことによってだけでなく、映画を語ることにおいて、この評論家という地位が意味を成さないという事実によっても、その宗教的な価値を過去のもにする。
The public is an examiner, but an absent-minded one.	大衆は評価者であるけど、からっぽでもあるのだ。
EPILOGUE	おわりに
The growing proletarianization of modern man and the increasing formation of masses are two aspects of the same process.	現代の人間の労働者階級化と、大衆層の増大は同じプロセスの二つの側面をもっている。
Fascism attempts to organize the newly created proletarian masses without affecting the property structure which the masses strive to eliminate.	ファシズムは、大衆が消し去ろうとしていた、財産の社会構成に影響を与えないようにして、新しく生まれた労働者階級層を組織しようとしていた。
Fascism sees its salvation in giving these masses not their right, but instead a chance to express themselves.	ファシズムは大衆に権利を与えるのではなく、彼ら自身を表現させることに、見せかけの救済があることをみいだした。
The masses have a right to change property relations;	大衆は、財産の関係を変える権利を持つ。
Fascism seeks to give them an expression while preserving property.	ファシズムは、彼らが財産を温存しているあいだに、大衆に自分自身を表現させる。
The logical result of Fascism is the introduction of aesthetics into political life.	ファシズムの論理的な結果は、政治的生活に芸術的な趣味をもちこむことの走りだった。
The violation of the masses, whom Fascism, with its *Fuhrer* cult, forces to their knees, has its counterpart in the violation of an apparatus which is pressed into the production of ritual values.	ファシズムがそのフューラー教とともに、ひざまずかせた、大衆による侵害は、宗教的な価値の生産を無理強いする組織による横暴に応対するものだった。
All efforts to render politics aesthetic culminate in one thing:	すべての政治的美学への取り組みは、あるひとつのことに集約される。
war.	戦争だ。
War and war only can set a goal for mass movements on the largest scale	戦争、戦争だけが最も大きいスケールの大衆運動にゴールを設けることができる。
while respecting the traditional property system.	古い財産体制をそのままにして。
This is the political formula for the situation.	こういうのは、こうした状況の中での決まりきった政治的なやり方なのだ。
The technological formula may be stated as follows:	技術的な常套手段としては、以下のようなものだろう。
Only war makes it possible to mobilize all of today's technical resources while maintaining the property system.	戦争だけが、財産体制をそのままにして、今日の技術的なリソースを流動させることができる。
It goes without saying that the Fascist apotheosis of war does not employ such arguments.	ファシストの戦争崇拝がそのような議論はさまないということを言わないで物事がすすむのだ。
Still, Marinetti says in his manifesto on the Ethiopian colonial war:	マリネッティはエチオピア植民戦争における宣言の中でこのように言っている。
