B: Yes, his office is close by.	B: はい、その診療所はこの近くです。
Why don't I call him to make an appointment?	電話して、予約を取りましょうか。
A: I'd appreciate that.	A: お願いします。
At the Doctor's Office	D. 医院で
I have an appointment with Dr. Carter at 2 o'clock.	カーター博士を２時に予約しています。
Do you have insurance?	保険はありますか。
Yes, here's the card.	はい、これが保険のカードです。
We can't accept this insurance.	この保険はここでは取り扱っていません。
You'll have to pay in cash and get your insurance company to reimburse you.	現金でお支払いになって、保険会社からお金を受け取ってください。
No, I plan to pay in cash.	いいえ、現金で支払うつもりです。
Who shall we contact in case of emergency?	緊急の場合の連絡先はどちらですか。
Mrs. Hashimoto at 1213 Ohio Street.	オハイオ街1213の橋本夫人です。
What's her phone number?	彼女の電話番号は何番ですか。
It's 555-2182.	それは555ｰ2182です。
Please sit down and wait until I call your name.	座って、名前を呼ぶまで待っていてください。
How much longer will I have to wait?	どれくらい待たなければなりませんか。
A: Hello.	A: こんにちわ。
I have an appointment with Dr. Carter at 2 o'clock.	カーター博士を２時に予約しています。
B: Yes, you're Mr. Hashimoto?	B: はい、橋本様ですね。
A: Yes.	A: はい。
B: Do you have insurance?	B: 保険はありますか。
A: Yes, here's the card.	A: はい、これが保険のカードです。
B: Who shall we contact in case of emergency?	B: 緊急の場合の連絡先はどちらですか。
A: Mrs. Morgan at 102 Pine Street.	A: パイン通り102番地のモーガン夫人です。
B: What's her phone number?	B: 彼女の電話番号は何番ですか。
A: It's 555-9463.	A: 555ｰ9463です。
Describing Symptoms	E. 症状を伝える
What can I do for you today?	今日はどうされましたか。
What's the problem today?	今日はどうされましたか。
I have a fever and a cough.	熱があり、せきが出ます。
I have a sore throat. My throat is sore.	のどが痛みます。
I have a backache. My back hurts.	腰が痛いです。
I have a sharp pain in my stomach.	胃に激しい痛みがあります。
I think I have the flu.	流感にかかっていると思います。
I've been having headaches.	頭痛がしています。
I feel nauseated.	はきそうです。
I feel like I have a fever.	熱があるようです。
My knee hurts when I walk a lot.	長い間歩いていると、ひざが痛みます。
How often do you have headaches?	どれくらいおきに頭痛がしますか。
Have you had this before?	このような症状は、以前にもありましたか。
A: What can I do for you this morning?	A: けさはどうされましたか。
B: I think I have a cold.	B: かぜをひいていると思います。
I've been coughing, and my nose is running.	せきが止まらなくて、鼻水が出ます。
A: How long have you had these symptoms?	A: そのような症状はどれくらい続いていますか。
B: About two days.	B: ２日くらいです。
A: Do you have aching muscles as well?	A: 筋肉痛もありますか。
B: Yes.	B: はい。
Discussing Treatment	F. 治療を理解する
I'm going to prescribe something for the cough.	咳止めの薬を処方しましょう。
You should take this every four hours.	これを４時間おきに飲んでください。
This will help clear your lungs.	これは肺をきれいにするのに役立ちます。
I'd like to do some blood tests.	血液検査もしていただきたいのですが。
Do you have any allergies?	アレルギー体質はありますか。
None that I know of.	知る限りありません。
I'm allergic to penicillin.	ペニシリンにアレルギーを持っています。
Should I stay home from work?	仕事を休んで家にいた方がよいでしょうか。
What should I do if the medication doesn't help?	薬が効かなければどうしましょうか。
Can I get this prescription filled here?	この処方箋の薬をここでいただけますか。
No, you get it filled at a pharmacy.	いいえ、薬局で受け取らなければなりません。
Can I continue my trip?	旅行は続けられますか。
A: I'll give you a prescription for pain medication.	A: 痛み止め薬の処方箋をあげましょう。
You should take this as needed.	必要ならこれを使用しなさい。
B: OK.	B: はい。
A: Do you have any allergies?	A: アレルギーはありますか。
B: Not that I know of.	B: 知る限りではありません。
Should I stay home from school?	学校を休んで家にいた方がよいでしょうか。
A: Yes, you should stay off your feet as much as possible for a week.	A: はい、１週間はできる限り足を使わないようにしてください。
B: All right.	B: はい、分かりました。
A: If you're still having problems, come back and see me then.	A: それでもまだ痛むようでしたら、また来てください。
Visiting American Families	22. アメリカ人家庭の訪問
Receiving an Invitation	A. 招待を受ける
Would you like to come to dinner this Friday?	今度の金曜日に夕食に来ていただけませんか。
Sure, I'd like to.	ええ、喜んで。
Sure, that sounds like fun.	ええ、楽しそうですね。
Where do you live?	どこにお住まいですか。
At 213 Oak Street.	オーク通り213番地です。
We'll start about 6 o'clock.	６時ごろから始めます。
I'm looking forward to it.	楽しみにしています。
Shall we have lunch together tomorrow?	明日、昼食を一緒にしませんか。
That's a good idea.	それはいい考えですね。
Thanks, I'd love to.	ありがとう、是非そうしたいです。
A: Would you like to come to dinner this Saturday?	A: 今度の土曜日に夕食に来ていただけませんか。
B: Sure, I'd like to.	B: ええ、喜んで。
Where do you live?	どこにお住まいですか。
A: 1212 Ohio Street.	A: オハイオ街1212番地です。
We'll start about 7 o'clock.	７時ごろから始めます。
B: I'm looking forward to it.	B: 楽しみにしています。
Refusing an Invitation	B. 招待を断わる
Would you like to come to dinner on Saturday?	土曜日に夕食にお越しくださいますか。
It's kind of you to invite me.	招待していただいてありがとうございます。
I have to do some work.	仕事があります。
That's too bad.	ああ、それは残念ですね。
My husband wants to meet you.	夫があなたに会いたがっています。
Could you make it Saturday?	土曜日にしていただけますか。
I'd like to, but I have a meeting.	喜んで行きたいのですが、会合がありますので。
I'm going out of town this weekend.	週末はここにおりませんので。
I've already made plans for Friday.	金曜日には他の予定が入っています。
I'll take a rain check.	またの機会にお願いします。
A: Would you like to come to dinner on Friday?	A: 金曜日に夕食にお越しくださいますか。
B: It's kind of you to invite me, but I have to do some work.	B: 招待していただいてありがとうございます。
A: That's too bad.	A: ああ、それは残念ですね。
My wife wants to meet you.	妻があなたに会いたがっていますので。
B: Could you make it Saturday?	B: 土曜日にしていただけますか。
A: Sure, that'd be fine.	A: ええ、それでけっこうです。
At the Door	C. 玄関で
Hello. Hi.	こんにちは。
Nice to see you.	お越しいただいてありがとうございます。
Thank you for inviting me to dinner.	夕食にお招きいただきありがとうございます。
We're sorry to be late.	遅くなってすみません。
We got lost.	道を間違えました。
May I take your coat?	コートをお取りしましょうか。
Why don't you come this way?	こちらへどうぞ。
Several guests have already arrived.	もう数人の客が来ています。
Mr. and Mrs. Johnson are already here.	ジョンソン夫妻はもうお見えになっています。
Here's something for you.	つまらないものですが、プレゼントです。
A: Hello.	A: こんにちは。
Thank you for coming.	お越しいただいてありがとうございます。
B: Thank you for having me.	B: お招きいただきましてありがとうございます。
A: May I take your coat?	A: コートをお取りしましょうか。
B: Thank you.	B: ありがとうございます。
A: Why don't you come into the living room?	A: リビングルームへどうぞ。
In the Living Room	D. リビングルームで
What would you like to drink?	何を飲まれますか。
Would you like a cocktail?	カクテルはいかがですか。
What do you have?	どのような飲物がありますか。
I'd like a gin fizz, please.	ジンフィーズをお願いします。
All right.	はい、承知しました。
Here's some cheese, if you'd like some.	もしお好きでしたら、チーズがあります。
Would you like another beer? How about another beer?	もう１本ビールをいかがですか。
Have you met Dr. Hughes?	ヒューズ博士にお会いになったことはございますか。
He's engaged in cancer research at the University of Michigan.	博士はミシガン大学でガンの研究をされています。
My name's Shigeru Suzuki.	私の名前は鈴木茂です。
I'm from Tokyo, Japan.	日本の東京の出身です。
I work for Oreans Company in New York.	ニューヨークのオリーンズ会社で働いています。
A: What can I get you to drink?	A: 何を飲まれますか。
B: I'd like a gin and tonic, please.	B: ジントニックをお願いします。
A: All right.  Have some nuts, if you like.	A: はい、承知しました。もしお好きでしたら、ナッツがあります。
B: Thank you.	B: ありがとうございます。
A: Have you met Prof. Day?	A: デイ教授にお会いになったことはございますか。
He teaches English at Boston College.	先生はボストン　大学で英語を教えてらおれます。
At the Table	E. 食卓で
Dinner is ready.	食事の用意ができました。
Please come into the dining room.	食堂へどうぞ。
Please sit here.	ここにお座りください。
Have some salad and pass it around.	このサラダを取って回してください。
Help yourself and pass these dishes around.	ご自由にお取りください。
Is this small plate for bread?	この小さい皿はパン用のですか。
Bob, would you say grace?	ボブさんお祈りをお願いします。
Could you pass the vegetable plate?	野菜の皿を回していただけますか。
Could I have more water?	もっと水をいただけますか。
This vegetable dish is delicious.	この野菜料理はとてもおいしいです。
Please help yourself to more vegetables.	もっと野菜料理をとって食べてください。
Could I have the recipe for this vegetable dish?	この野菜料理の調理方法をいただけますか。
A: Dinner is ready.	A: 食事の用意ができました。
Please come into the dining room.	食堂へどうぞ。
(in the dining room)  Sit wherever you like.	（食堂で）どの席でもけっこうですので、お座りください。
B: Please help yourself to the meat and pass it around.	B: この肉料理を取って、回してください。
A: Have some of these and pass them around.	A: これらの皿を回してください。
C: Is this bowl for salad?	C: このボールはサラダ用ですか。
A: Yes, it is.	A: はい、そうです。
This small plate is for bread.	この小さい皿はパン用です。
Go ahead and  start eating.	どうぞ食べ始めてください。
C: Could you pass the salt and pepper?	C: 塩とこしょうを回していただけますか。
A: Here you are.	A: はい、どうぞ。
C: Thank you.	C: ありがとうございます。
After Dinner	F. 食事を終えて
This was a wonderful dinner.	すばらしい夕食でした。
This was a delicious meal.	とてもおいしい食事でした。
Shall we eat dessert in the family room?	デザートは居間で食べましょうか。
What would you like for dessert?	デザートは何を召し上がりますか。
Would you like a piece of pie or cake?	パイかケーキのどちらがよいでしょうか。
What kind of cake do you have?	どのようなケーキがございますか。
We have chocolate and angel food cake.	チョコレートケーキとエンジェルケーキがございます。
I'd like a piece of chocolate cake.	チョコレートケーキをお願いします。
Would you like ice cream with it?	アイスクリームもいっしょに召し上がりますか。
May I smoke?	タバコを吸ってもよいでしょうか。
Sorry, but we'd rather you didn't.	すみませんが、ご遠慮願いますか。
Here's an ashtray.	はい、灰皿です。
A: This was a wonderful dinner.	A: すばらしい夕食でした。
B: Thank you.	B: ありがとうございます。
Shall we eat dessert in the family room?	デザートは居間で食べましょうか。
moving to the family room)	（居間に移って
B: Would you like a piece of pie or cake?	B: パイかケーキのどちらがよいでしょうか。
A: What kind of pie do you have?	A: どのようなパイがございますか。
B: We have apple and cherry.	B: アップルとチェリーがございます。
A: I'd like a piece of apple pie.	A: アップルパイをお願いします。
B: Would you like ice cream with it?	B: アイスクリームもいっしょに召し上がりますか。
And coffee?	そしてコーヒーも。
A: Yes, please.	A: はい、お願いします。
Saying Goodbye	G. 帰宅
Well, it's already 10 o'clock.	もう10時です。
I have to get back to the hotel.	私はホテルに戻らなければなりません。
Thank you for joining us tonight.	今晩は私どもと一時を過ごしていただきまして、ありがとうございます。
I had a great time.	とても楽しかったです。
Thank you for inviting us to dinner.	夕食にお招きいただきまして、ありがとうございました。
It was a wonderful dinner.	すばらしい夕食でした。
I hope we'll get together again soon.	近いうちに、またご一緒したいですね。
I hope so, too.	そうですね。
Here's your coat.	はい、コートです。
Why don't you take some cookies with you?	クッキーをお持ちください。
We'll give you a ride back to your hotel.	私たちがホテルまでお送りしましょう。
Do you know the best way to get back to your hotel?	ホテルまでの最も行きやすい道をご存じですか。
A: Well, it's already 11 o'clock.	A: もう、１１時です。
We have to get home.	私どもは帰らなければなりません。
B: Thank you for joining us tonight.	B: 今晩は私どもと共に過ごしていただきましてありがとうございます。
We had a great time.	とても楽しかったです。。
A: Thank you for having us over.	A: 夕食にお招きいただきましてありがとうございました。
It was a wonderful dinner.	すばらしい夕食でした。
B: I hope we'll get together again soon.	B: 近いうちに、またご一緒できればよいのですが。
A: We hope so, too.	A: そうですね。
B: Here're your coats.	B: はい、コートです。
A: Thank you.	A: ありがとうございます。
On Business	23. 仕事で
Making an Appointment	A. 会う約束を取る
I'd like to make an appointment with Mr. Salinger.	サリンジャーさんとお目にかかるお約束をしたいのですが。
Could I get an appointment with Ms. Austin on the 5th?	５日にオースチンさんに会うお約束をできますか。
Would 10:00 be convenient for you?	１０時でいかがですか。
Yes, that would be fine.	はい、けっこうです。
Could I get an appointment in the afternoon instead?	午後にお約束をすることはできますか。
I'm sorry, Ms. Austin won't be in on the 5th.	すみませんが、オースチンさんは５日には留守です。
Do you know where Ms. Austin's office is?	オースチンさんのオフィスはどちらかご存じですか。
No, could you give me directions?	いいえ、どのように行けばよいか言っていただけますか。
What is this in reference to?	これは何に関することですか。
I'd like to discuss my company's new products with Ms. Austin.	オースチンさんと私の会社の新製品について話したいのですが。
I'm afraid Ms. Maley is rather tied up that day.	残念ながらメーリーさんはその日はスケジュールが詰まっています。
Could you please squeeze me in?	そこを何とか時間を開けてもらえませんか。
A: Could I get an appointment with Ms. Regan on the 12th?	A: １２日にレーガンさんに会うお約束を取れますか。
B: Certainly.	B: もちろん。
Would 11:00 be convenient for you?	１１時でいかがですか。
A: Yes, that would be fine.	A: はい、けっこうです。
B: Could you give me your name?	B: お名前をどうぞ。
A: Miho Yamakawa.	A: 山川美保です。
B: OK, Ms. Yamakawa, you have an appointment with Ms. Regan at 11:00 on the 12th.	B: はい、山川さん。
Do you know where her office is?	１２日の１１時にレーガンさんとのお約束ができました。
A: Yes, I do.	A: はい。
Thank you.	ありがとうございました。
Arriving for an Appointment	B. 会う約束のために到着する
My name is Kaori Miyamoto, and I have a 3:15 appointment with Mr. Simpson.	私の名前は宮本香で、シンプソンさんと３時１５分に会うお約束があります。
I have a 9:00 appointment with Mr. Simpson.	シンプソンさんと９時に会うお約束があります。
Just a minute, I'll check to see if he's available.	しばらくお待ちください。
Mr. Smith will be with you in a few minutes.	スミスさんが数分で来ます。
Mr. Smith is still in a meeting.	スミスさんはまだ会合中です。
Would you like to sit down?	お座りになっていただけますか。
Do you know how long Mr. Smith will be?	どれくらいでスミスさんに会えるか分かりますか。
Maybe I should reschedule my appointment.	お約束のやり直しをした方がよさそうですね。
I'm terribly sorry, but Mr. Smith was called away suddenly.	大変申し訳ございませんが、スミスさんは急用で呼び出されました。
Could I reschedule your appointment for tomorrow?	明日に再度お約束をするということでよろしいでしょうか。
A: I have a 10:30 appointment with Mr. Sheldon.	A: シェルダン氏と１０時３０分に会う約束があります。
B: Oh, yes, Ms. Yamanaka?	B: はい、山中様ですね。
A: That's right.	A: そうです。
B: Mr. Sheldon will be with you in just a minute.	B: シエルダンさんはすぐに来ます。
Would you like to sit down?	お座りになりませんか。
A: Thank you.	A: ありがとうございます。
Meeting a New Business Acquaintance	C. 新しい仕事のパートナーと会う
Ms. Simmons, this is Mr. Kawanishi.	シモンズさん、こちらが川西さんです。
My card.	私の名刺です。
What can I do for you?	何かできることがありますか。
I'm a sales representative for Ishikawa Electronics.	石川電器の販売責任者です。
I'd like to discuss some of our new products with you.	私どもの新製品をご紹介したいと思います。
I'm from the home office.	私は本社から参りました。
The home office has asked me to meet with the managers of the branch offices in the States.	本社からアメリカの支社のマネージャーに会うように依頼がありました。
When did you arrive in the States?	いつアメリカに到着されましたか。
How was your trip?	旅はいかがでしたか。
It was very smooth.	とてもスムーズでした。
A: Ms. Martin, this is Mr. Kaifu.	A: マーチンさん、こちらが海部さんです。
B: I'm glad to meet you, Mr. Kaifu.	B: 海部さん、おめにかかれて光栄です。
C: It's my pleasure.	C: こちらこそ。
My card.	これが私の名刺です。
B: Thank you.	B: ありがとうございます。
What can I do for you?	どのようなご用件で。
C: I'm a sales representative for Ishikawa Electronics, and I'd like to discuss some of our new products with you.	C: 石川電器の販売責任者で、私どもの新製品のご紹介をしたいと思います。
Selling to an American Company	D. アメリカの会社に売り込む
I have a catalog here of our company's products.	当社の製品のカタログを持って参りました。
I understand that your company is looking for a new computersystem.	あなたの会社は新しいコンピュータのシステムを探しておられるそうですね。
As you can see, our prices are competitive with the prices of the company you are using now.	現在ご使用の会社の値段より、当社の値段の方がよいことが、お分かりいただけるでしょう。
The quality of our products is comparable to what you are using now.	製品の品質は現在ご使用のものと同じです。
Thank you for the catalog.	カタログをいただきましてありがとうございます。
I need to do some more checking, and I'll get back to you.	もう少し調べたいことがありますので、それから連絡します。
I'll discuss this with my supervisor and contact you later.	この件につきましては上司と相談いたしましてから、後ほど連絡いたします。
Are there any discounts for quantity orders?	大量注文の場合は値引きはありますか。
Yes, we have a 2% discount for orders of more than $100, andan 8% discount for orders of more than $500.	はい、１００ドル以上の注文ですと２％、５００ドル以上の注文をいただきますと８％の値引きをさせていただきます。
We can look over your operation and give you a free estimate.	あなた方の作業行程を見て、無料の見積をさせていただきます。
A: I have a catalog here of our company's products.	A: 当社の製品のカタログを持参させていただきました。
B: I see.	B: ああ、そうですか。
A: I understand from our discussion that your company is looking for a new paper products supplier.	A: 商談から判断いたしますと、御社は新しい紙製品の業者を探しておられるようですね。
B: That's right.	B: そうです。
A: As you can see, our prices are competitive with the prices of your current supplier, and the quality is comparable.	A: お分かりのように、現在納品している所よりも値段が安く、品質も変わりはありません。
B: OK, well thank you for the catalog.	B: はい、カタログをいただきましてありがとうございます。
I need to do some more investigating, and I'll get back to you.	もう少し調査をしてから、連絡します。
Arranging to Send a Fax	E. ファクシミリを送る手配をする
I need to send a fax to my company in Tokyo.	東京の私の会社へファックスを送らなければなりません。
Can I send it from here?	ここから送れますか。
I'm sorry, but we don't have a fax machine.	すみません。
Perhaps you can send it from the copy place on the first floor.	たぶん、１階のコピーをする所から送れるでしょう。
Does your hotel have a fax machine?	ホテルにはファックスがありますか。
Please send it to this number here on the first page.	この最初の頁の番号へ送ってください。
Do you have a cover sheet?	カバーシートをお持ちですか。
How much will it cost?	おいくらですか。
For overseas faxes, there's a charge of $4.50 for the first page and $2.50 for each page after that.	海外へのファックスは、１枚目が４ドル５０セントで、それ以後は１ページ２ドル５０セントです。
It's two dollars for the first page and a dollar for each page after that.	１枚目は２ドルで、２枚目からは１枚１ドルです。
A: I need to send a fax to my office in Osaka.	A: 大阪の私のオフィスにファックスを送らなければなりません。
Can I send it from here?	ここから送れますか。
B: Certainly.	B: はい。
What number do you want to send it to?	何番へお送りですか。
A: This number here on the top.	A: この一番上に書いてある番号へ送ってください。
Do you have a cover sheet?	カバーシートはありますか。
B: Right here.	B: ここにあります。
Just fill this out, and I'll send your fax.	記入してください。
A: How much will it cost?	A: いくらですか。
B: For overseas faxes, there is a charge of four dollars for the first page and two dollars for each page after that.	B: 海外のへファックスは、最初の頁が４ドルで、後はページ２ドルです。
A: OK.	A: 承知しました。
Asking about an American Custom	F. アメリカの商慣行を尋ねる
There's something I wanted to ask you.	あなたに０尋ねしたいことがあります。
I've been wondering about something.	どうなのかなと考えていたことがあるのですが。
What should I say when I'm a guest in someone's home and they offer me a choice of drinks?	私が誰かの家にゲストとしていて、飲物のチョイスを与えられた時には何と言えばよいでしょうか。
I'm not sure when I should shake hands.	いつ握手していいのか分かりません。
Do they shake hands when they meet after that?	その後に会った時には握手しますか。
I understand that men don't shake hands with women.	男性は女性と握手しないそうですね。
The mother of one of my American colleagues died yesterday.	アメリカ人の同僚の母が昨日亡くなりました。
Is there something I should do?	何かすることはありますか。
I'd like to invite one of my co-workers and his family over for dinner.	一緒に仕事をしている人とその家族を夕食に招きたいのです。
Would that be acceptable?	それはよろしいでしょうか。
Americans don't take off their shoes when they enter a house.	アメリカ人は家に入るときに靴をぬぎません。
Why is that?	どうしてですか。
A: There's something I've been wondering about.	A: 考えていたことがあるのですが。
I'm not sure when I should shake hands.	いつ握手すればよいか分からないのです。
B: Well, Americans generally shake hands the first time they meet.	B: そうですね、アメリカ人は一般的に最初に会った時に握手します。
A: Do they shake hands when they meet after that?	A: それ以後に会うときには握手しますか。
B: Not usually.	B: 普通はしません。
A: I understand that men don't shake hands with women.	A: 男性は女性と握手しないそうですね。
B: Actually, that's traditional, but in business, women usually do shake hands with men.	B: 実際には、伝統的にはそうなのですが、ビジネスでは、女性は男性と普通握手をします。
A: I see.	A: ああ、そうですか。
So I should usually shake hands with someone when I first meet them, but not after that.	そうすると、私は誰かと最初に会ったときには握手をしても、それ以降は握手をしなくてよいのですね。
B: Right.	B: そうです。
At a Business Meeting	G. ビジネスミーティングで
OK, let's get this meeting started.	はい、会合を始めましょう。
The first thing we need to talk about is the union's new demands.	最初にお話ししなければならないことは、労働組合の新しい要求です。
As you all know, we've been having some difficulties recently with employees being late.	皆さんがご存じのように、最近従業者が遅刻をしているという問題があります。
Does anyone have any suggestions?	誰か何か提案はありませんか。
You may be right.	あなたは正しいかも知れません。
We should look into that possibility.	その可能性を検討してみるべきです。
Any other comments?	他のコメントは。
Does anyone else have anything to suggest?	誰か他の提案はありますか。
That's a good idea.	それはいい考えです。
Jiro, we haven't heard from you yet.	次郎さん、何もおっしゃっていませんが。
Do you have anything to add?	何か付け足すことはありますか。
All right, let's move on to the next item.	けっこうです。
A: OK, let's get started.	A: それでは始めましょう。
The first thing on the agenda is our quality control problem.	議案の最初は品質管理の問題です。
Makoto?	誠さん。
B: As you all know, we've been having some difficulties recently with quality control.	B: 皆さんご存じのように、私たちは最近品質管理の問題に直面しています。
Does anyone have any suggestions?	誰か提案はありますか。
C: Well, since we've hired a lot of new people recently, part of the problem may be with training.	C: ええっと、最近沢山の人員を雇ったので、問題の一部はそのトレーニングにあるのかもしれません。
D: You may be right--some of the new employees may not have been properly trained.	D: そうかもしれません。
A: We should look into that possibility.	A: その可能性を検討してみるべきでしょう。
Any other comments?	他のコメントは。
E: We really ought to talk to the supervisors on the floor.	E: 現場の監督者と話し合ってみるべきでしょう。
They may have some idea of what the problem is.	彼らはどこに問題があるか知っているかも知れません。
B: That's a good idea.	B: それはよい考えですね。
Going to College	24. 大学へ留学
Checking Into the Dorm	A. 入寮する
I'm supposed to check into the dorm today.	今日寮に入ることになっていますが。
No, there's no one here under that name.	そのような名前の方はここには見あたりません。
Are you sure?	確かですか。
It's spelled I-N-O-U-E.	そのスペリングはI-N-O-U-Eです。
Could it be under my first name--E-M-I?	もしかしたら、名前のE-M-Iが載っているかもしれません。
Here's your room key and mailbox key.	これがあなたの部屋の鍵とメイルボックスの鍵です。
This is your temporary ID card.	これが仮の身分証明書です。
What time are meals served?	食事の時間はいつですか。
The hours are posted right there by the mailboxes.	メイルボックスのそばに時間が掲示してあります。
Your mail is delivered to the mailboxes there.	あなたの郵便物はあそこのメイルボックスに配達されます。
Your mailbox number is 116.	メイルボックスの番号は１１６です。
What time does the mail come?	郵便物はいつ来ますか。
Where is the laundry room?	洗濯室はどこですか。
How do I get laundry soap?	洗濯石けんはどうして入手すればよいでしょうか。
The doors are locked at 11:00 every night, so if you need toget in after that, dial zero on the phone next to the door.	ドアは毎晩１１時に鍵がかけられますので、それ以後に入りたければ、ドアの横の電話でゼロを回してください。
Where do I get sheets and towels?	シーツとタオルはどこでいただけますか。
When are sheets and towels exchanged?	いつ、シーツとタオルは交換していただけますか。
A: My name is Yuriko Takai.	A: 私は高井百合子です。
I'm supposed to move into the dorm today.	私は今日入寮することになっています。
B: OK, you're in room 816.	B: はい、あなたの部屋は８１６号室です。
Here's your room key and mailbox key.	これが部屋の鍵とメールボックスの鍵です。
Could you sign this card?	このカードに署名してください。
A: All right.	A: はい。
B: This is your temporary ID card.	B: これが仮の身分証明書です。
You'll get a permanent ID at registration.	登録の時に正式の身分証明書をお渡しします。
You can use this at the cafeteria.	これはキャファテリアでご使用になれます。
A: What time is the cafeteria open?	A: キャファテリアはいつ開いていますか。
B: The hours are posted there on the wall.	B: 時間は壁に掲示してあります。
A: I see.	A: 分かりました。
B: Your mail is delivered to the mailboxes across the hall, and your mailbox number is the same as your room number.	B: あなたの郵便物は廊下の向こう側のメイルボックスに配達されます。
Seeing the Foreign Student Advisor	B. 外国人学生のアドバイザーに会う
I was told to see the foreign student advisor.	外国人学生のアドバイザーに会うように言われました。
Is there an orientation for foreign students?	外国人学生のためのオリエンテーションはありますか。
When is the orientation for foreign students?	外国人学生のためのオリエンテーションはいつですか。
Do you have a brochure that describes services for foreign students?	外国人学生のためのサービスを説明するパンフレットはありますか。
Please bring your passport to me sometime before registration so I can check it.	登録の前にパスポートを持って来てください、それで、私が問題がないかチェックします。
I see that your visa will expire in January--be sure to extend it if you plan to stay longer.	１月にあなたのビザは期限切れになります。
How can I get insurance?	保険はどうすれば入れますか。
Could you fill in this form for our records?	記録を残しておきますから、この書類に記入していただけますか。
Have you made an appointment to see your academic advisor?	アカデミック・アドバイザーと会う約束をしましたか。
How can I change my visa from a tourist visa to a student visa?	観光ビザから学生ビザに切り替えるのはどのようにすればよいでしょうか。
I lost my passport--where do I apply to get my passport and visa reissued?	パスポートを紛失しました。
How do I get a work permit?	働く許可証をどのようにして入手しますか。
Can I work on campus without a work permit?	働く許可証なしでもキャンパス内であれば働けますか。
A: Hi, my name is Miki Takaguchi.	A: こんにちは、私は高口幹です。
I was told to see the foreign student advisor.	外国人学生のアドバイザーに会うように言われました。
B: Oh, hi, Miki.	B: こんにちは、幹さん。
Have a seat, and I'll get your records.	どうぞお座りください。
pause)	(しばらくして
A: Thank you.	A: ありがとうございます。
B: I have a packet here for new foreign students.	B: 新しい外国人学生のための書類の束があります。
I'd like you to read it carefully.	それを注意深く読んでください。
It has a lot of important information.	そこには非常に重要なことが書かれていますから。
A: All right.	A: はい、承知しました。
B: It has the schedule for the foreign student orientation on top there.	B: 最初に外国人学生のオリエンテーションのスケジュールがあります。
That's on the 23rd and 24th.	それは２３日と２４日です。
A: OK.	A: はい。
B: You also need to go to the English Language Institute to make arrangements for an English test.	B: それから、英語のテストを受ける手続きのために英語学校に行かなければなりません。
A: All right.	A: はい、承知しました。
B: Do you have your passport with you?	B: パスポートをお持ちですか。
A: Yes, here it is.	A: はい、これです。
B: (looks at the passport)  This looks like it's in order.	B: （パスポートを見て）　問題ないようですね。
Arranging for an English Test	C. 英語の試験を受験する手続きをする
Is this the English Language Center?	こちらは英語学校ですか。
I was told to come here to arrange for an English test.	こちらにきて英語の試験を受ける手続きをするように言われました。
I'm a graduate student in the psych department.	私は心理学科の大学院生です。
You don't need to take our English test.	あなたは英語の試験を受ける必要はありません。
You're required to take another English test.	あなたは他の英語の試験を受けなければなりません。
I'll take it Monday morning.	私は月曜日の朝に受験します。
OK, the test starts at 9:00, and it takes two hours.	はい、試験は９時に始まり、２時間かかります。
It's held in room 212 in Rieger Hall.	リーガー館の２１２号室で行われます。
I understand that teaching assistants also have to take an interview test.	学生の教授者はインタビュー試験も受験しなければなりませんね。
The interview tests will be held on Wednesday, and these arethe times we have free.	インタビュー試験は水曜日に行われます。
A: I was told to come here to arrange for an English test.	A: こちらに来て英語の試験を受ける手続きをするように言われました。
My name is Kazuhiro Yagi.	私は八木和宏です。
B: Just a minute, let me get your records.	B: しばらく、お待ちください。
(pause)  I see your TOEFL score is 495.	あなたの記録を見ます。
You're required to take another English test.	（しばらくして）あなたのTOEFLの得点は４９５点ですね。
A: OK.	A: はい。
B: It's scheduled three times this week--Tuesday morning, Wednesday afternoon, and Friday morning.	B: 今週は３回実施されます。
Would you like to sign up for one of those times?	火曜日の午前、水曜日の午後、そして、金曜日の午前です。
A: Wednesday afternoon would be good.	A: 水曜日の午後をお願いします。
B: OK, the test starts at 1:00, and it takes three hours.	B: はい、試験は１時に始まります。
It's held in room 102 in this building.	そして、３時間かかります。
A: Thank you.	A: ありがとうございました。
Seeing Your Advisor	D. アドバイザーに会う
I have a 10:30 appointment with you.	１０時半の約束しています。
Could I talk to you now?	今お話できますか。
Do you have your registration materials?	登録の書類を持っていますか。
I'm planning to take five classes, but I'm not sure what to do about the restricted elective.	５クラス履修するつもりです。
Do you have a suggestion?	アドバイスがありますか。
Well, this sociology class is pretty good, I hear.	ええっと、この社会学はよいと聞いています。
OK, I'll take that.	はい、それを履修します。
I see that you have Communication 101 down here, but you can't take it this semester.	コミュニケーション１０１を書いていますが、この学期に履修することはできませんよ。
Your student number is an odd number, so you can only take it in the spring semester.	あなたの学生番号は奇数ですから、春学期のみ履修できます。
What should I take instead?	その代わりに、何を履修しましょうか。
Who would you recommend taking biology from?	生物学はどの先生のクラスを履修すればよいでしょうか。
Am I required to take a math placement test?	数学のプレースメントテストを受けなければなりませんか。
How do I transfer credits from my college in Japan?	日本の私の大学の単位をどのように換算すればよいでしょうか？
Can I transfer credits for English classes from my Japanese college?	日本の大学で取得した英語の単位も換算できますか。
A: Hi, I'm Yuki Tanaka.	A: こんにちは、私は田中ユキです。
