A DOG OF FLANDERS	フランダースの犬
Now, the cabin was lowly enough, and in some sense miserable enough,	小屋はとてもそまつで、ある意味ではとてもみじめでした。
and yet their hearts clove to it with a great affection.	けれども、二人は、この小屋をとても愛していました。
They had been so happy there,	二人は、ここでとても幸せな時間を過ごしたのです。
and in the summer, with its clambering vine and its flowering beans, it was so pretty and bright in the midst of the sun-lighted fields!	夏にはぶどうのつるがおおいかぶさり、豆の花が咲いているこの小屋は、日差しに照らされた野原の中で、とてもすてきに明るく見えました。
Their life in it had been full of labor and privation,	二人は、一生懸命働いてきましたが、とても貧乏でした。
and yet they had been so well content,	それでも、二人は満ち足りていました。
so gay of heart, running together to meet the old man's never-failing smile of welcome!	二人で一緒に喜びいさんで走って家に帰ってくると、必ずおじいさんが微笑んで迎えてくれたのでした。
All night long the boy and the dog sat by the fireless hearth in the darkness,	一晩中、少年と犬は、火の気のない暖炉のそばに座っていました。
drawn close together for warmth and sorrow.	ぴったり寄りそって体を暖めあい、悲しみをなぐさめあいました。
Their bodies were insensible to the cold, but their hearts seemed frozen in them.	二人の体は寒ささえ感じなくなり、なんだか心までがすっかり凍えたような気がしました。
When the morning broke over the white, chill earth	白く雪の積もった、冷え切った大地の上に夜が明けました。
it was the mornin of Christmas Eve.	この日は、クリスマス・イブの朝でした。
With a shudder, Nello clasped close to him his only friend,	震えながら、ネロはたった一人の友人を抱きしめました。
while his tears fell hot and fast on the dog's frank forehead.	熱い涙がぽたぽたとパトラッシュの広い額にこぼれ落ちました。
"Let us go, Patrasche--dear, dear Patrasche,"	「行こう、パトラッシュ、とても大好きなパトラッシュ。
he murmured.	追い出されるまで待つことはないよ。
"We will not wait to be kicked out;	行こう。」
let us go."	彼はこうつぶやきました。
Patrasche had no will but his,	パトラッシュはネロのいうことなら何でも従いました。
and they went sadly, side by side, out from the little place	そして、二人は悲しげに一緒に並んで、小さな家を出て行きました。
which was so dear to them both,	二人にとってはとても大事だった場所です。
and in which every humble, homely thing was to them precious and beloved.	どんな粗末な、こまごまとしたものでも、二人にはとても大切で、思い出深いものでした。
Patrasche drooped his head wearily as he passed by his own green cart;	パトラッシュは、緑の車のそばを通るとき、弱々しく頭をたれました。
it was no longer his,	それはもはやパトラッシュのものではありませんでした。
--it had to go with the rest to pay the rent,	家賃の代わりに、ほかのものと一緒に置いていかなければならなかったのです。
--and his brass harness lay idle and glittering on the snow.	真鍮でできた引き具が、空しく地面に置かれ、雪の上で輝いていました。
The dog could have lain down beside it and died for very heart-sickness as he went, but while the lad lived and needed him Patrasche would not yield and give way.	パトラッシュは、荷車のそばに倒れて、そのまま死んでしまいたいと思いましたが、少年が生きてパトラッシュを必要とする間は、弱音を吐いて降参する訳にはいきませんでした。
They took the old accustomed road into Antwerp.	二人は、通い慣れたアントワープへの道を歩きました。
The day had yet scarce more than dawned;	やっと夜が明けたばかりの時間でした。
most of the shutters were still closed, but some of the villagers were about.	ほとんどの家の雨戸はまだ閉められましたが、いくつかの家ではもう起きていました。
They took no notice while the dog and the boy passed by them.	犬と少年が前を通っても、誰も気にかけようとはしませんでした。
At one door Nello paused and looked wistfully within;	ある一軒の家の扉の前でネロは立ち止まり、懐かしそうに中を見ました。
his grandfather had done many a kindly turn in neighbour's service to the people who dwelt there.	ネロのおじいさんがその家の人たちに、となり近所のよしみで、いろいろと親切にしてあげたことがあったのです。
"Would you give Patrasche a crust?"	「パトラッシュにパンの皮をやってくれませんか？
he said, timidly.	パトラッシュは年寄りです。
"He is old,	それに、昨日の朝から何も食べてないんです。」
and he has had nothing since last forenoon."	おどおどとネロは言いました。
The woman shut the door hastily, murmuring some vague saying about wheat and rye being very dear that season.	その家のおかみさんは、
The boy and the dog went on again wearily;	少年と犬は、再び弱々しく歩きはじめました。
they asked no more.	二人は、もうこれ以上何も食べ物を求めたりはしませんでした。
By slow and painful ways they reached Antwerp	さんざん苦労しながらゆっくりと歩き続け、二人はアントワープに到着しました。
as the chimes tolled ten.	鐘が十時の時を告げていました。
"If I had anything about me I could sell to get him bread!"	「ぼくが何か持ってたら、それを売って、パトラッシュのためにパンを買ってやれるのに」
thought Nello;	とネロは思いました。
but he had nothing except the wisp of linen and serge that covered him, and his pair of wooden shoes.	しかし、ネロはリネンのシャツとサージの服を着て、木靴を履いている以外、何も持っていませんでした。
Patrasche understood,	パトラッシュはそうしたネロの気持ちを理解しました。
and nestled his nose into the lad's hand as though to pray him not to be disquieted for any woe or want of his.	そして、自分のために悩んだり心配したりしないで欲しいと願うかのように、鼻を少年の手にすり寄せました。
The winner of the drawing prize was to be proclaimed at noon,	絵のコンクールの優勝者は、正午に発表されることになっていました。
and to the public building where he had left his treasure Nello made his way.	ネロは苦心して描いた大事な絵を提出した公会堂に向かって歩きました。
On the steps and in the entrance-hall there was a crowd of youths,	階段や入口の広間に大勢の若者がいました。
-- some of his age, some older,	みんなネロと同じくらいか、少し年をとっていました。
all with parents or relatives or friends.	皆、両親や親戚や友だちと一緒でした。
His heart was sick with fear as he went among them holding Patrasche close to him.	パトラッシュを近くに引き寄せて彼らの中に入っていったとき、ネロは不安でどきどきしました。
The great bells of the city clashed out the hour of noon with brazen clamour.	町の大きな鐘が、騒々しく正午を告げました。
The doors of the inner hall were opened;	内側のホールのドアが開けられました。
the eager, panting throng rushed in.	熱気に溢れかえっている若者たちの群れが、一斉にホールの中に駆け込みました。
It was known that the selected picture would be raised above the rest upon a wooden dais.	選ばれた絵は、他の絵よりも一段と高い、木の壇の上に置かれることになっていました。
A mist obscured Nello's sight,	ネロは、目の前に霧がかかったようにぼんやりとしました。
his head swam, his limbs almost failed him.	頭はグラグラし、足はがたがたとふるえて、じっと立っていられないくらいでした。
When his vision cleared he saw the drawing raised on high;	視力が回復したとき、ネロは高くかかげられた絵を見ました。
it was not his own!	それは、ネロのものではありませんでした！
A slow, sonorous voice was proclaiming aloud that victory had been adjudged to Stephen Kiesslinger, born in the burg of Antwerp, son of a wharfinger in that town.	ゆっくりした、朗々と響く声は、勝利がアントワープ市で生まれた、波止場主の息子、スティーブン・キースリンガーに与えられた、と宣言していました。
When Nello recovered his consciousness he was lying on the stones without,	気が付くと、ネロは外の石畳の上に倒れていました。
and Patrasche was trying with every art he knew to call him back to life.	そばにパトラッシュがいて、考えつくあらゆる方法でネロの息をふきかえさせようと、懸命になっていたところでした。
In the distance a throng of the youths of Antwerp were shouting around their successful comrade,	遠くでアントワープの青年男女の群れは、成功した友だちの回りでわあわあと叫んでいます。
and escorting him with acclamations to his home upon the quay.	そして、歓喜の声をあげながら、波止場の彼の家までに送っていきました。
The boy staggered to his feet and drew the dog into his embrace.	ネロは、よろめきながら立ち上がり、パトラッシュを抱きました。
"It is all over, dear Patrasche,"	「ねえ、パトラッシュ、何もかももうおしまいだ。
he murmured	もうおしまいなんだよ。」
--"all over!"	ネロは、 つぶやきました。
He rallied himself as best he could, for he was weak from fasting, and retraced his steps to the village.	ネロは、何も食べていなくて体は弱っていましたが、できるだけ元気を出して、村に引き返しました。
Patrasche paced by his side with his head drooping and his old limbs feeble from hunger and sorrow.	パトラッシュは、飢えと悲しみで頭を垂れ、年取った手足がふらつくのを感じながらネロのそばをとぼとぼと歩いていました。
The snow was falling fast;	雪がはげしく降っていました。
a keen hurricane blew from the north;	北から激しい嵐がやってきました。
it was bitter as death on the plains.	平野は、死んだようにひどく冷え切っていました。
It took them long to traverse the familiar path,	通いなれた道なのに、とても時間がかかりました。
and the bells were sounding four of the clock as they approached the hamlet.	そして、村に帰りついたときには、四時を告げる鐘の音が鳴っていました。
Suddenly Patrasche paused, arrested by a scent in the snow,	突然、パトラッシュは雪の中にある、なにかのにおいに気がついて立ち止まりました。
scratched, whined, and drew out with his teeth a small case of brown leather.	そして、しきりに雪をかききわけて、クンクン鳴いたかと思うと、小さな茶色の革袋を口にくわえました。
He held it up to Nello in the darkness.	パトラッシュは、暗闇の中でネロにそれを差し出しました。
Where they were there stood a little Calvary, and a lamp burned dully under the cross;	二人がいたところには、小さなキリストの像があって、十字架の下でランプが鈍く燃えていました。
the boy mechanically turned the case to the light;	少年は、機械的に革袋を光の方に向けました。
on it was the name of Baas Cogez, and within it were notes for two thousand francs.	革袋には、コゼツのだんなの名前が書いてあって、中には、二千フランもの紙幣が入っていました。
The sight roused the lad a little from his stupor.	これを眺め、少年のぼうっとしていた頭は、少しはっきりしました。
He thrust it in his shirt, and stroked Patrasche and drew him onward.	ネロは、革袋をシャツにもぐりこませて、パトラッシュをやさしくなでると、前にどんどん歩き始めました。
The dog looked up wistfully in his face.	パトラッシュは、物問いたげにネロの顔を見上げました。
Nello made straight for the mill-house, and went to the house door and struck on its panels.	ネロは、風車小屋に向かってまっすぐ進み、ドアのところに行って、戸をノックしました。
The miller's wife opened it weeping, with little Alois clinging close to her skirts.	粉屋の妻は、泣きながら戸を開けました、彼女のスカートの近くをアロアがしがみついていました。
"Is it thee,	「まあ、かわいそうに。
thou poor lad?"	あんただったの？。」
she said kindly, through her tears.	彼女は泣きながら、優しく言いました。
"Get thee gone ere the Baas see thee.	「主人が帰ってあんたに会う前に、帰ってちょうだいね。
We are in sore trouble to-night.	わたしたちは、今夜、とても大変なの。
He is out seeking for a power of money that he has let fall riding homeward,	主人は今、外で家に帰る途中でなくした財布を探しているのよ。
and in this snow he never will find it;	でも、こんなに雪が降っていては、とても見つけることなんて、できないでしょうね。
and God knows it will go nigh to ruin us.	そうすると、もう私たち、お終いなの。
It is Heaven's own judgment for the things we have done to thee."	あんたにあんなひどいことした罰が当たったのかも知れないわ。」
Nello put the note-case in her hand and called Patrasche within the house.	ネロは、財布を彼女の手に渡して、パトラッシュを家の中に呼び寄せました。
"Patrasche found the money to-night,"	「今夜お金を見つけたのは、パトラッシュです。」
he said quickly.	と、ネロは素早く言いました。
"Tell Baas Cogez so;	「そうコゼツのだんなにおっしゃってください。
I think he will not deny the dog shelter and food in his old age.	そうすれば、コゼツのだんなも年とった犬に、すみかと食べ物を与えてやらないとは、おっしゃらないと思います。
Keep him from pursuing me,	パトラッシュがぼくを追いかけてこないようにしてください。
and I pray of you to be good to him."	ぼくは、あなたたちがパトラッシュに親切にしてくれることを祈っています。」
Ere either woman or dog knew what he meant he had stooped and kissed Patrasche, then closed the door hurriedly, and disappeared in the gloom of the fast-falling night.	どちらの女性もパトラッシュも、ネロが何を言っているのか、見当がつかないうちに、ネロはかがみこんでパトラッシュにキスすると、急いでドアを閉め、急速に暗くなっていく夜の暗がりの中に消えていきました。
The woman and the child stood speechless with joy and fear;	女性と子供は、喜びと恐れとで、ことばも出ない状態でした。
Patrasche vainly spent the fury of his anguish against the iron-bound oak of the barred house door.	パトラッシュは、かんぬきをかけたがんじょうな樫の木の扉に向かって吠えたてたりして、苦悶と怒りの気持ちをぶつけましたが、何にもなりませんでした。
They did not dare unbar the door and let him forth;	アロアたちは、扉の横木を取る勇気がなくて、パトラッシュを外に出させませんでした。
they tried all they could to solace him.	二人は、なんとかパトラッシュをなだめようと考えられる限りのことをしました。
They brought him sweet cakes and juicy meats;	パトラッシュに、甘いケーキと汁気の多い肉を持ってきました。
they tempted him with the best they had;	とっておきのものを出して、パトラッシュの気を引こうとしました。
they triede to lure him to abide by the warmth of the hearth;	暖炉のそばの暖かさで、パトラッシュを誘おうとしました。
but it was of no avail.	けれども、効果はありませんでした。
Patrasche refused to be comforted or to stir from the barred portal.	パトラッシュは、慰められることも、横木のある入口から動くことも拒絶しました。
It was six o'clock when from an opposite entrance the miller at last came,	粉屋が反対の入口から帰ってきました。
jaded and broken, into his wife's presence.	疲れ果て、ぼろぼろになった様子で、妻の前に来ました。
"It is lost forever,"	「もう、出てこない。
he said, with an ashen cheek and a quiver in his stern voice.	ランタンを持って、隅々まで探したが、消えてしまった。
"We have looked with lanterns everywhere;	アロアの分も全部！」
it is gone--the little maiden's portion and all!"	と青ざめた顔つきで、声を震わせながら言いました。
His wife put the money into his hand, and told him how it had come to her.	彼の妻は、お金を彼の手に渡し、どのようないきさつでそのお金が彼女のもとに戻ってきたか、話しました。
The strong man sank trembling into a seat and covered his face, ashamed and almost afraid.	この気の強い男は、体を震わせてソファーに座り、大いに恥じて、まるでおびえたように顔を覆いました。
"I have been cruel to the lad,"	「おれは、あの若者に酷いことをした。
he muttered at length;	こんなことをしてもらう値打ちがない。」
"I deserved not to have good at his hands."	と、ついにつぶやきました。
Little Alois, taking courage, crept close to her father and nestled against him her fair curly head.	アロアは勇気を振りしぼって父親の近くに忍び寄り、金髪の巻き毛をすり寄せました。
"Nello may come here again, father?"	「お父さん、ネロに、また来てもらってもいい？
she whispered.	前みたいに。
"He may come to-morrow as he used to do?"	明日にでも来てもらってもいい？」
The miller pressed her in his arms;	粉屋は、アロアをしっかりと抱きしめました。
his hard, sunburnt face was very pale and his mouth trembled.	彼のたくましい、日焼けした顔はとても青白く、口は震えていました。
"Surely, surely,"	「もちろん、いいとも」
he answered his child.	と子供に答えました。
"He shall bide here on Christmas Day,	「クリスマスの日にはネロに来てもらおう。
and any other day he will.	いや、いつでも来たいときに来てもらおう。
God helping me,	神さまが助けてくださったんだ。
I will make amends to the boy	おれは、ネロに償いをする。
--I will make amends."	この埋め合わせはきっとする。」
Little Alois kissed him in gratitude and joy;	アロアは、感謝と喜びの気持ちを示すために父親にキスしました。
then slid from his knees and ran to where the dog kept watch by the door.	そして、父親のひざの上からすべり落ち、扉が開かないかどうかと、扉のそばで見張っていたパトラッシュのところに向って走っていきました。
"And to-night I may feast Patrasche?"	「それから、今晩は、パトラッシュをもてなしてもいい？」
she cried in a child's thoughtless glee.	アロアは子どもっぽくやたらにはしゃぎながら叫びました。
Her father bent his head gravely:	父親は、大きくうなずきました。
"Ay, ay!	「そうだね、そうだね。
let the dog have the best;"	できるだけのことをしてやろう。」
for the stern old man was moved and shaken to his heart's depths.	というのは、この頑固な老人は、心底感動していたからです。
It was Christmas eve,	その晩は、クリスマス・イブでした。
and the mill-house was filled with oak logs and squares of turf,	そして、粉屋の家は、樫の木の薪や炭がどっさりとありました。
with cream and honey, with meat and bread,	クリームやはち蜜、パンや肉もいっぱいありました。
and the rafters were hung with wreaths of evergreen, and the Calvary and the cuckoo clock looked out from a mass of holly.	天井の柱にはときわ木の輪がつるされていて、キリストの像とカッコウ時計が、ヒイラギのしげみの間からのぞいていました。
There were little paper lanterns, too, for Alois,	それから、アロアのために小さな紙でできたちょうちんもつるされていました。
and toys of various fashions and sweetmeats in bright-pictured papers.	そして、いろいろな種類のおもちゃや、明るい絵がかかれた紙につつまれたお菓子がありました。
There were light and warmth and abundance everywhere,	至る所、光と暖かさと豊かさが満ちあふれていました。
and the child would fain have made the dog a guest honoured and feasted.	そして、アロアは、パトラッシュを何とか大切なお客さまとして、もてなしたくてしょうがありませんでした。
But Patrasche would neither lie in the warmth nor share in the cheer.	けれども、パトラッシュは暖いところにやってこようともせず、一緒に楽しもうともしませんでした。
Famished he was and very cold, but without Nello he would partake neither of comfort nor food.	パトラッシュは、とても飢えて凍えていましたが、ネロがいないところでは、ぬくぬくとしたり、おいしいものを食べたりする気にはなりませんでした。
Against all temptation he was proof, and close against the door he leaned always, watching only for a means of escape.	全ての誘惑を退け、パトラッシュは扉にぴったりとくっついて、逃げ出す機会をずっと待っていました。
"He wants the lad,"	「少年を捜しているんだな。
said Baas Cogez.	いい犬だ！
"Good dog! good dog!	おれは、明日朝一番に少年を迎えにいくよ。」
I will go over to the lad the first thing at day-dawn."	と、コゼツのだんなは言いました。
For no one but Patrasche knew that Nello had left the hut,	というのは、パトラッシュ以外ネロが小屋を立ち退いたことを知らなかったのです。
and no one but Patrasche divined that Nello had gone to face starvation and misery alone.	そして、パトラッシュ以外、誰一人、ネロがひとりぼっちでみじめに飢え死にしようとしていたことを知らなかったのでした。
The mill kitchen was very warm;	粉屋の台所は、とても暖かでした。
great logs crackled and flamed on the hearth;	大きな薪がぱちぱちと音をたててて暖炉の中で燃えていました。
neighbours came in for a glass of wine and a slice of the fat goose baking for supper.	近所の人たちはあいさつをしにきて、めいめい一杯のワインと一切れのまるまる太ったガチョウの焼き肉を振る舞われました。
Alois, gleeful and sure of her playmate back on the morrow, bounded and sang and tossed back her yellow hair.	アロアは、大喜びで、遊び友達が明日には戻ってくると信じて、金髪の髪をふりみだしてはしゃいでいました。
Baas Cogez, in the fulness of his heart, smiled on her through moistened eyes,	コゼツのだんなは、胸を詰まらせ、涙ぐみながらアロアに微笑みかけました。
and spoke of the way in which he would befriend her favourite companion;	そして、アロアの大好きな友達と、彼もどうやって仲良くなろうかと、話しました。
the house-mother sat with calm, contented face at the spinning-wheel;	アロアのお母さんは、穏やかな、満ち足りた表情で、糸巻き車の前に座っていました。
the cuckoo in the clock chirped mirthful hours.	時計の中のカッコウは、かん高い声で時間を告げました。
Amidst it all Patrasche was bidden with a thousand words of welcome to tarry there a cherished guest.	こうした中に囲まれて、パトラッシュは、ここにクリスマスのお客様としてとどまるようにと、さかんにすすめられました。
But neither peace nor plenty could allure him where Nello was not.	しかし、どんなになごやかな雰囲気につつまれていても、どんなにごちそうがたっぷりあっても、ネロがいないところにパトラッシュを誘うことはできませんでした。
When the supper smoked on the board, and the voices were loudest and gladdest, and the Christ-child brought choicest gifts to Alois,	夕食がテーブルの上で湯気を立て、話し声がひときわ大きくなり、おさな子キリストの格好をした小さい子どもが、アロアにとっておきのプレゼントを持ってきたその時でした。
Patrasche, watching always an occasion, glided out when the door was unlatched by a careless new-comer,	パトラッシュは、ずっと機会をうかがっていましたが、新しいお客さんが不注意にもドアの掛け金をはずしてとびらを開けたのを見て、さっと外に飛び出しました。
and, as swiftly as his weak and tired limbs would bear him sped over the snow in the bitter, black night.	そして、疲れ果て弱りきった体が耐えられる限り、すばやく激しく雪が降っている夜の闇の中を、ひた走りに走っていきました。
He had only one thought	パトラッシュには、ただひとつの思いしかありませんでした。
--to follow Nello.	それは、「ネロについて行く」という思いでした。
A human friend might have paused for the pleasant meal, the cheery warmth, the cosey slumber;	もし人間の友だちだったら、おいしいごちそうや陽気な暖かさや心地よい居眠りのために、アロアの家に留まったかも知れません。
but that was not the friendship of Patrasche.	でも、パトラッシュの友情は、そんなものではありませんでした。
He remembered a bygone time,	パトラッシュは、昔のことを覚えていました。
when an old man and a little child had found him sick unto death in the wayside ditch.	ある老人と小さな子供が、道端でのたれ死にしようとしていた自分を見つけてくれた時のことを。
Snow had fallen freshly all the evening long;	一晩中、雪が降り続いていました。
it was now nearly ten;	もう夜中の十時近くでした。
the trail of the boy's footsteps was almost obliterated.	少年の足取りの痕跡は、ほとんど消されていました。
It took Patrasche long to discover any scent.	パトラッシュは、においを発見するのに手間取りました。
When at last he found it, it was lost again quickly,	とうとうにおいを見つけた、と思ったら、すぐに見失ってしまいました。
and lost and recovered, and again lost and again recovered, a hundred times or more.	見失っては見つけ、見失っては見つけ、ということを百回以上も繰り返したのです。
The night was very wild.	その晩は、吹雪でした。
The lamps under the wayside crosses were blown out;	十字路のそばのランプの明かりは、風で吹き消されてしまいました。
the roads were sheets of ice;	道は、まるで氷の板のようでした。
the impenetrable darkness hid every trace of habitations;	見通しのきかない暗闇が、家々のこん跡を隠しました。
there was no living thing abroad.	外には、生き物はいませんでした。
All the cattle were housed, and in all the huts and homesteads men and women rejoiced and feasted.	牛はみんな牛小屋に入れられ、家々では、男も女もごちそうを楽しんでいました。
There was only Patrasche out in the cruel cold	パトラッシュだけが容赦のない寒さの中にいました。
--old and famished and full of pain,	年寄りで、飢えていて、体中痛みだらけでした。
but with the strength and the patience of a great love to sustain him in his search.	でも、ものすごい愛の強さと忍耐強さがパトラッシュの捜索を支えました。
The trail of Nello's steps, faint and obscure as it was under the new snow, went straightly along the accustomed tracks into Antwerp.	ネロの足跡のこん跡は、新しく積もった雪の下にあって、かすかであいまいでしたが、それは、通い慣れたアントワープへの通り道に向かっていました。
It was past midnight when Patrasche traced it over the boundaries of the town and into the narrow, tortuous, gloomy streets.	パトラッシュがアントワープの町境を超え、町の狭い、曲がりくねった、暗い通りへと追跡を続けたのは、もう真夜中過ぎでした。
It was all quite dark in the town,	町はまったく闇にとざされていました。
save where some light gleamed ruddily through the crevices of house shutters, or some group went homeward with lanterns chanting drinking-songs.	光といえば、ところどころ、家のnよろい戸のすき間から漏れてくる赤みがかった光か、酔っぱらって歌を歌いながら家路を急ぐ人たちが手にもつランタンの光しかありませんでした。
The streets were all white with ice;	通りは、氷が張って真っ白でした。
the high walls and roofs loomed black against them.	高い壁と屋根は、そのそばに黒々とそびえていました。
There was scarce a sound save the riot of the winds down the passages as they tossed the creaking signs and shook the tall lamp-irons.	吹きすさぶ暴風が通りを吹き抜け、店の看板をキーキーと揺さぶるか、高い鋼鉄製のランプを揺らす音以外は、ほとんど音もしませんでした。
So many passers-by had trodden through and through the snow, so many diverse paths had crossed and recrossed each other, that the dog had a hard task to retain any hold on the track he followed.	とてもたくさんの通行人が雪の上を通りましたし、たくさんの小道が複雑に入り組んで交差していましたので、パトラッシュが追跡しているネロの足跡を見失わないようにするのは、大変な骨折りの仕事でした。
though the cold pierced him to the bone,	寒さは骨身にこたえました。
and the jagged ice cut his feet,	ギザギザの氷は彼の足を切りました。
and the hunger in his body gnawed like a rat's teeth.	そして、体の中の飢えはネズミが身をかじるようにパトラッシュを責めさいなみました。
He kept on his way,--a poor gaunt, shivering thing,	パトラッシュは、今ややせ細った、ぶるぶるふるえているあわれな犬に過ぎませんでしたが、決して追跡をやめようとはしませんでした。
--and by long patience traced the steps he loved into the very heart of the burg and up to the steps of the great cathedral.	そして、愛するネロの足跡を辛抱強く追いかけ、とうとう大きい大聖堂の石段のところまでやってきました。
"He is gone to the things that he loved,"	「ネロは、大好きだったあれのところにいったんだ」
thought Patrasche;	と、パトラッシュは思いました。
he could not understand, but he was full of sorrow and of pity for the art passion	パトラッシュには芸術は理解できませんでしたが、ネロの芸術に対する熱情はとても尊いものだと感じていました。
that to him was so incomprehensible and yet so sacred.	ネロの熱情に対して、パトラッシュは悲しみと哀れみとでいっぱいでした。
The portals of the cathedral were unclosed after the midnight mass.	大聖堂の入口は、真夜中のミサの後も、閉められていませんでした。
Some heedlessness in the custodians,	門番が不注意で、扉のうちの一つの鍵をかけることを忘れていたのです。
too eager to go home and feast or sleep, or too drowsy to know whether they turned the keys aright, had left one of the doors unlocked.	おそらく、家に帰ってごちそうを食べるか、早く眠るかしようとしてあせったか、ねぼけるかして、鍵を閉めたかどうか、ちゃんと確認しなかったのでしょう。
By that accident the footfalls Patrasche sought had passed through into the building,	こんな手落ちがあったために、パトラッシュが探していた足跡は、建物の中へと続いていました。
leaving the white marks of snow upon the dark stone floor.	そして、黒みがかった石の床の上に、雪の白いしるしを残していました。
By that slender white thread, frozen as it fell, he was guided through the intense silence, through the immensity of the vaulted space	そのかすかな白いしるしは、床に落ちるや否や凍ってしまいましたが、パトラッシュはしーんとしずまり返った丸天井の広大な空間の中を、そのしるしをたどっていきました。
--guided straight to the gates of the chancel, and, stretched there upon the stones, he found Nello.	そして、まっすぐ教会の内陣の入り口まで来ると、石の床の上に倒れているネロを発見しました。
He crept up, and touched the face of the boy.	パトラッシュは忍び寄り、少年の顔を触りました。
"Didst thou dream that I should be faithless and forsake thee?	「ぼくがあなたに忠実でなく、あなたを見捨てるとでも、思ったんですか？
I--a dog?"	ぼくが犬だからって？」
said that mute caress.	パトラッシュは人間の言葉は話せませんでしたが、黙ってさわることでこうネロに語りかけたのです。
The lad raised himself with a low cry and clasped him close.	少年は低く叫びながら起きあがり、パトラッシュを抱きしめました。
"Let us lie down and die together,"	「一緒に死のう」
he murmured.	と、ネロはつぶやきました。
"Men have no need of us,	「みんな、ぼくたちに用はないんだ。
and we are all alone."	ぼくたち、二人っきりなんだよ。」
In answer, Patrasche crept closer yet, and laid his head upon the young boy's breast.	その答えに、パトラッシュはもっとネロのそばに寄り、頭を若い少年の胸の上にのせました。
The great tears stood in his brown, sad eyes;	大粒の涙が、パトラッシュの茶色の、悲しい目に浮かびました。
not for himself	自分自身のためではありませんでした。
--for himself he was happy.	なぜなら、パトラッシュは幸せだったのですから。
They lay close together in the piercing cold.	彼らは、刺し通すような寒さの中で、一緒にぴったり寄り添って横たわっていました。
The blasts that blew over the Flemish dikes from the northern seas were like waves of ice,	北の海からフランダース地方の堤防を吹き抜けてきた激しい風は、まるで氷の波のようでした。
which froze every living thing they touched.	そして、それは触れた生き物すべてを凍らせました。
The interior of the immense vault of stone in which they were was even more bitterly chill than the snow-covered plains without.	彼らがいた巨大な石造りの丸天井の建物の内部は、雪に覆われた外の平野より、もっとひどく冷たかったのです。
Now and then a bat moved in the shadows;	時々、コウモリが闇で動きました。
now and then a gleam of light came on the ranks of carven figures.	時々、かすかな光が、彫像が列になっているところに差し込みました。
Under the Rubens they lay together quite still, and soothed almost into a dreaming slumber by the numbing narcotic of the cold.	ルーベンスの絵の下で彼らは一緒に静かに横たわり、寒さで感覚がまったく麻痺して、ほとんど夢見心地になりました。
Together they dreamed of the old glad days	一緒になって、彼らは昔の楽しかった日のことを夢見ました。
when they had chased each other through the flowering grasses of the summer meadows, or sat hidden in the tall bulrushes by the water's side, watching the boats go seaward in the sun.	夏の草原の中、花の咲いている草の間をぬって追いかけっこしたり、晴れた日に高いガマの木陰の水際に座って、船が海の方へ行くのを見た日のことを。
Suddenly through the darkness a great white radiance streamed through the vastness of the aisles;	突然、暗闇の中から、大きな白い光が通路いっぱいに流れ出しました。
the moon, that was at her height, had broken through the clouds;	雲の間から月が輝きました。
the snow had ceased to fall;	雪は、やみました。
the light reflected from the snow without was clear as the light of dawn.	外の雪から反射される光は、夜明けの光のように明るく輝きました。
It fell through the arches full upon the two pictures above,	光はアーチを伝って二つの絵の上を照らしました。
nfrom which the boy on his entrance had flung back the veil:	ネロはその絵をおおっていた覆い布をさっと取りました。
the "Elevation" and the "Descent of the Cross" were for one instant visible.	その瞬間、「キリスト昇架」と「キリスト降架」が見えました。
Nello rose to his feet and stretched his arms to them;	ネロは立ち上がって、腕を絵の方に伸ばしました。
the tears of a passionate ecstasy glistened on the paleness of his face.	熱烈な歓喜の涙が、彼の血の気のない顔に輝きました。
"I have seen them at last!"	「ぼくは、とうとう見ることができた！」
he cried aloud.	ネロは声を出して泣きました。
"O God, it is enough!"	「神さま、もう十分です！」
His limbs failed under him, and he sank upon his knees, still gazing upward at the majesty that he adored.	足で支え切れなくなって、ひざまづきましたが、ネロはなおあこがれていたキリスト像を見上げ続けていました。
For a few brief moments the light illumined the divine visions that had been denied to him so long --light clear and sweet and strong as though it streamed from the throne of Heaven.	ほんのしばらくの間、光がーーまるで天国の玉座から流れ出してきたかのように、明るく、甘く、強い光がーーあんなにも長い間ネロが見ることができなかった神聖な光景を照らしだしました。
Then suddenly it passed away;	突然、光は消えてしまいました。
once more a great darkness covered the face of Christ.	再び、暗闇がキリストの顔を覆いました。
The arms of the boy drew close again the body of the dog.	再び少年は両腕で犬の体をだきしめました。
"We shall see His face--/there/,"	「ぼくたち、もうじきイエスさまに会えるんだよ−あそこで」
he murmured;	とネロはつぶやきました。
"and He will not part us, I think."	「イエスさまは、ぼくたちを離ればなれになさりはしない、と思うんだ。」
On the morrow, by the chancel of the cathedral, the people of Antwerp found them both.	翌朝、教会の大聖堂の聖壇のそばで、アントワープの人々は、二人を見つけました。
They were both dead;	彼らは、どちらも死んでいました。
the cold of the night had frozen into stillness alike the young life and the old.	夜の寒さは、若い命も、年老いた命も等しく、凍え死なせたのでした。
When the Christmas morning broke and the priests came to the temple, they saw them lying thus on the stones together.	クリスマスの朝があけて、司祭たちが教会にやってきた時、ネロとパトラッシュが一緒に石の上に横たわっているのを発見したのです。
