TALES OF TROY: ULYSSES THE SACKER OF CITIES	トロイア物語：都市の略奪者ユリシーズ
Thus they fought and followed while daylight lasted, but when night fell, they led Neoptolemus to his father's hut, where the women washed him in the bath,	こうして日のある間は戦っては追ったが、夜になると、ネオプトレモスを父親の小屋に案内し、そこで女が彼を風呂で洗った。
and then he was taken to feast with Agamemnon and Menelaus and the princes.	それから彼はアガメムノーンやメネラーオスや王侯たちと宴をひらいた。
They all welcomed him, and gave him glorious gifts, swords with silver hilts, and cups of gold and silver,	みな彼を歓迎して、すばらしい贈物、銀の束の剣、金と銀の杯を贈った。
and they were glad,	そしてみな上機嫌だった。
for they had driven the Trojans from their wall, and hoped that to-morrow they would slay Eurypylus, and take Troy town.	というのもトロイア軍を防壁から追い払い、明日にもエウリュピュロスを殺し、トロイアの町を陥落させる希望がでてきたからだ。
But their hope was not to be fulfilled,	しかしその希望は実現しなかった。
for though next day Eurypylus met Neoptolemus in the battle, and was slain by him, when the Greeks chased the Trojans into their city so great a storm of lightning and thunder and rain fell upon them that they retreated again to their camp.	というのは、翌日エウリュピュロスは戦場でネオプトレモスに立ち向かい、殺されたが、ギリシア軍がトロイア軍を追撃してその町へ入ろうとしたとき、稲光と雷鳴と雨の大嵐が襲いかかり、ギリシア軍はまた野営地へと退却したのだ。
They believed that Zeus, the chief of the Gods, was angry with them,	ギリシア軍は主神ゼウスが彼らを怒り給うたのだと信じた。
and the days went by, and Troy still stood unconquered.	そして日々は過ぎ、トロイアは今だ征服されぬまま建っていた。
THE SLAYING OF PARIS	パリスの殺害
When the Greeks were disheartened, as they often were, they consulted Calchas the prophet.	ギリシア軍は落胆して、いつもの習いで予言者カルカースに相談した。
He usually found that they must do something, or send for somebody, and in doing so they diverted their minds from their many misfortunes.	彼はいつもは、かくかくの事をしなければならないとか、だれそれを使いに出さなければならないとかいったことを見つけだし、そうすることで多くの不運から気を晴らせるのだった。
Now, as the Trojans were fighting more bravely than before, under Deiphobus, a brother of Hector, the Greeks went to Calchas for advice,	さて、ヘクトールの弟デーイポボスの指揮下にトロイア軍が以前より一層勇敢に戦うようになったとき、ギリシア軍はカルカースに助言を求めた。
and he told them that they must send Ulysses and Diomede to bring Philoctetes the bowman from the isle of Lemnos.	すると彼はユリシーズとディオメーデースを迎えにやってレームノス島から弓弾きのピロクテーテースを連れて来るよう命じた。
This was an unhappy deserted island, in which the married women, some years before, had murdered all their husbands, out of jealousy, in a single night.	この島は不幸なさびれた島で、ここで数年前既婚の女達が嫉妬から一夜のうちに夫全員を殺害したのだ。
The Greeks had landed in Lemnos, on their way to Troy, and there Philoctetes had shot an arrow at a great water dragon which lived in a well within a cave in the lonely hills.	ギリシア軍は、トロイアへ向かう途上で、レームノス島に上陸し、そこでピロクテーテースは寂しい山の洞窟の中の井戸に住む大きな水竜を矢で射た。
But when he entered the cave the dragon bit him, and, though he killed it at last, its poisonous teeth wounded his foot.	しかし洞窟に入った時に竜に噛みつかれ、ついには竜を殺したものの、竜の毒牙で足に負傷したのだ。
The wound never healed, but dripped with venom, and Philoctetes, in terrible pain, kept all the camp awake at night by his cries.	傷はけっして癒えることなく、毒液がしたたり落ち、ピロクテーテースは激しい痛みで叫び、野営は一晩中眠れなかった。
The Greeks were sorry for him, but he was not a pleasant companion, shrieking as he did, and exuding poison wherever he came.	ギリシア軍は彼を気の毒に思ったが、彼は何をやっても苦痛で叫び、行くところ毒をにじませ、愉快な仲間ではなかった。
So they left him on the lonely island, and did not know whether he was alive or dead.	そこで彼を孤島に置き去りにし、生きてるのか死んだのかも分からなかった。
Calchas ought to have told the Greeks not to desert Philoctetes at the time,	カルカースはこの時にギリシア軍にピロクテーテースを見捨てるなと告げなければならなかった。
if he was so important that Troy, as the prophet now said, could not be taken without him.	予言者が今言うところでは、ピロクテーテースがいなければトロイアは陥落しないというほどに彼は重要なのだ。
But now, as he must give some advice, Calchas said that Philoctetes must be brought back, so Ulysses and Diomede went to bring him.	さて今、助言を与えなければならないときに、カルカースはピロクテーテースを連れ戻さなければならないといったので、ユリシーズとディオメーデースは彼を連れ戻しに出かけた。
They sailed to Lemnos, a melancholy place they found it, with no smoke rising from the ruinous houses along the shore.	二人はレームノス島に船出しが、そこは海岸沿いの荒れ果てた家々から煙一つたたない陰鬱な場所だった。
As they were landing they learned that Philoctetes was not dead,	上陸すると、ピロクテーテースは死んでいないことがわかった。
for his dismal old cries of pain, ototototoi, ai, ai; pheu, pheu; ototototoi, came echoing from a cave on the beach.	というのは以前とおなじその惨めな苦痛の声がいたたた、あぁ、あぁ、ひぃ、ひぃ、いたたたと浜辺の洞窟から谺していたからだ。
To this cave the princes went, and found a terrible-looking man, with long, dirty, dry hair and beard;	この洞窟へと二人の王が行ってみると、長くて汚れた乾いた髪と鬚をはやした恐ろしい恰好の男がいた。
he was worn to a skeleton, with hollow eyes, and lay moaning in a mass of the feathers of sea birds.	やせ細った体に服を着て、うつろな目をして、海鳥の羽毛のかたまりに呻いて横たわっていた。
His great bow and his arrows lay ready to his hand:	その大弓と矢は手元に置かれていた。
with these he used to shoot the sea birds, which were all that he had to eat, and their feathers littered all the floor of his cave,	この弓矢で海鳥を射て、射た鳥は全て食べ、その羽毛は洞窟の床じゅうに散らかした。
and they were none the better for the poison that dripped from his wounded foot.	傷を負った足から浸み出る毒はいっこうによくはなかった。
When this horrible creature saw Ulysses and Diomede coming near, he seized his bow and fitted a poisonous arrow to the string,	この恐ろしげな生き物はユリシーズとディオメーデースが近寄って来るのをみると、弓を取り、弦に毒矢をつがえた。
for he hated the Greeks, because they had left him in the desert isle.	というのも、ギリシア人は荒れ果てた島に自分を取り残したので、憎んでいたのだ。
But the princes held up their hands in sign of peace, and cried out that they had come to do him kindness, so he laid down his bow,	しかし二人の王が平和のしるしに手をあげて、彼に親切にしようとやって来たと叫んだので、弓を置いた。
and they came in and sat on the rocks, and promised that his wound should be healed, for the Greeks were very much ashamed of having deserted him.	二人は入って来ると、岩に腰かけ、傷は治す、というのもギリシア人は彼を置き去りにしたことをとても恥じているのだからと約束した。
It was difficult to resist Ulysses when he wished to persuade any one,	ユリシーズが誰かを説得するとき、それに抗うのは難しかった。
and at last Philoctetes consented to sail with them to Troy.	ついにピロクテーテースは二人と一緒にトロイアへ船出することに同意した。
The oarsmen carried him down to the ship on a litter, and there his dreadful wound was washed with warm water, and oil was poured into it, and it was bound up with soft linen,	漕ぎ手たちが彼を担架で船に運び、恐ろしい傷を湯で洗い、油をすりこみ、柔らかい亜麻布で覆った。
so that his pain grew less fierce,	それで痛みは少しおさまった。
and they gave him a good supper and wine enough,	それからおいしい夕食と十分な葡萄酒を与えた。
which he had not tasted for many years.	それは何年も味わったことがないものだった。
Next morning they sailed, and had a fair west wind, so that they soon landed among the Greeks and carried Philoctetes on shore.	翌朝、船出したが、好都合の西風に恵まれ、たちまちギリシア軍のところへ上陸し、ピロクテーテースを岸に運びおろした。
Here Podaleirius, the brother of Machaon, being a physician, did all that could be done to heal the wound,	そこにはマカーオーンの兄弟で医師のポダレイリオスが、傷を治すためにあらゆる手を尽くした。
and the pain left Philoctetes.	それでピロクテーテースの痛みは消えた。
He was taken to the hut of Agamemnon,	ピロクテーテースはアガメムノーンの小屋に連れて行かれた。
who welcomed him, and said that the Greeks repented of their cruelty.	アガメムノーンは彼を歓迎し、ギリシア軍は自分たちの無慈悲な行いを悔いていると言った。
They gave him seven female slaves to take care of him, and twenty swift horses, and twelve great vessels of bronze, and told him that he was always to live with the greatest chiefs and feed at their table.	彼には身の回りの世話をする七人の女奴隷と十二頭の駿馬、十二の青銅の大瓶が贈られ、いつも大将たちと生活し、同じテーブルで食事するように言われた。
So he was bathed, and his hair was cut and combed and anointed with oil,	それから彼は湯浴みし、髪を切って、梳り、油をすりこんだ。
and soon he was eager and ready to fight, and to use his great bow and poisoned arrows on the Trojans.	するとすぐに気力が満ち、いつでも戦い、トロイア軍に大弓と毒矢を使えるようになった。
The use of poisoned arrow-tips was thought unfair, but Philoctetes had no scruples.	毒をつけた鏃を使うというのは不公正な考えだが、ピロクテーテースにはなんのためらいもなかった。
Now in the next battle Paris was shooting down the Greeks with his arrows,	さて、次の日の戦いでパリスは矢でギリシア兵を射殺していた。
when Philoctetes saw him, and cried:	そのときピロクテーテースはパリスを見て叫んだ。
"Dog,	「犬め。
you are proud of your archery and of the arrow that slew the great Achilles.	お前は偉大なアキレウスを殺して自分の弓の技と矢が自慢であろう。
But, behold,	だが見るがよい。
I am a better bowman than you, by far,	私のほうがお前よりはるかに優れた弓弾きだ。
and the bow in my hands was borne by the strong man Heracles!"	それに我が手の弓は強き男ヘーラクレースのつくりしものよ。」
So he cried and drew the bowstring to his breast and the poisoned arrowhead to the bow,	そこで彼は叫び、胸まで弦をひき、毒矢をつがえた。
and the bowstring rang, and the arrow flew, and did but graze the hand of Paris.	弦が鳴り響き矢は飛んだが、パリスの腕をかすめただけだった。
Then the bitter pain of the poison came upon him, and the Trojans carried him into their city,	すると毒の激しい痛みがパリスを襲い、トロイア兵はパリスを町に運び込んだ。
where the physicians tended him all night.	そこで医師が一晩中世話をした。
But he never slept, and lay tossing in agony till dawn,	しかしパリスはまったく眠れず、明け方まで苦痛でのたうった。
when he said:	明け方彼は言った。
"There is but one hope.	「唯一つ望みがある。
Take me to OEnone, the nymph of Mount Ida!"	イーデー山のニンフ、オイノーネーのもとへ連れて行ってくれ。」
"Then his friends laid Paris on a litter, and bore him up the steep path to Mount Ida.	そこで友人たちはパリスを担架で担ぎ、イーデー山の険しい道を運んで行った。
Often had he climbed it swiftly, when he was young, and went to see the nymph who loved him;	若い頃パリスは素早くこの道を登り、彼を愛したニンフに会いに行ったものだ。
but for many a day he had not trod the path where he was now carried in great pain and fear,	だが長い間踏みしめたことがなかったこの道を、今激しい痛みと恐怖にさいなまれながら運ばれていったのだ。
for the poison turned his blood to fire.	なぜなら毒がその血を煮えたぎらせていたのだから。
Little hope he had,	パリスほとんど望みをもっていなかった。
for he knew how cruelly he had deserted OEnone,	というのも、どんなに無慈悲にオイノーネーを見捨てたか分かっていたから。
and he saw that all the birds which were disturbed in the wood flew away to the left hand, an omen of evil.	それに森で平穏を乱された鳥たちがみな左のほうへと飛び去るのを見たが、これは悪い前兆だった。
At last the bearers reached the cave where the nymph OEnone lived,	ついに、担ぎ手たちはニンフのオイノーネーが住む洞窟に着いた。
and they smelled the sweet fragrance of the cedar fire that burned on the floor of the cave, and they heard the nymph singing a melancholy song.	そして洞窟の床で焚く杉の焚火の甘い匂をかぎ、ニンフが陰鬱な歌を歌っているのを聞いた。
Then Paris called to her in the voice which she had once loved to hear,	そこでパリスはかって彼女が聞くのが好きだった声でオイノーネーに呼びかけた。
and she grew very pale, and rose up,	すると彼女は蒼白になり、立ち上がって、
saying to herself,	「私が祈った日が来た。
"The day has come for which I have prayed.	パリスが傷を受けて痛み、私に傷を癒してもらいに来た。」
He is sore hurt, and has come to bid me heal his wound."	と一人ごちした。
So she came and stood in the doorway of the dark cave, white against the darkness,	そこで彼女は洞窟の入口にやって来てたたずみ、暗闇に白くうかびあがった。
and the bearers laid Paris on the litter at the feet of OEnone,	担ぎ手たちはオイノーネーの足元に、担架にのせたパリスを横たえた。
and he stretched forth his hands to touch her knees, as was the manner of suppliants.	パリスは嘆願するように手をのばし、彼女の脛に手を触れようとした。
But she drew back and gathered her robe about her, that he might not touch it with his hands.	しかし彼女は脚を引っ込め、体のまわりにローブをかきあわせ、手が触れぬようにしたのだ。
Then he said:	そこでパリスは言った。
"Lady, despise me not,	「私を蔑すみたもうな。
and hate me not,	憎みたもうな。
for my pain is more than I can bear.	我が痛みはこれまでになくひどいのだから。
Truly it was by no will of mine that I left you lonely here,	そなたをひとりここに置き去りにしたのは、まことは我が意志ではない。
for the Fates that no man may escape led me to Helen.	というのも誰も逃れようのない運命の女神が私をヘレネーのもとに導いたのだから。
Would that I had died in your arms before I saw her face!	ヘレネーの顔を見る前に、そなたの腕の中で死ねばよかった。
But now I beseech you in the name of the Gods,	だが今私は神の名にかけて懇願する。
and for the memory of our love, that you will have pity on me and heal my hurt,	私たちの愛の思い出のために、私を哀れみ、我が傷を癒したまえ。
and not refuse your grace and let me die here at your feet."	そなたの慈悲を与えずに私をそなたの足元で死なせたもうな。」
Then OEnone answered scornfully:	そこでオイノーネーはさげすんで答えた。
"Why have you come here to me?	「そなたはなぜ我がもとへ来られたのか。
Surely for years you have not come this way,	確かにそなたはもう何年もこの道を来なかった。
where the path was once worn with your feet.	かつてはそなたの足で細道を掘りうがったものを。
But long ago you left me lonely and lamenting, for the love of Helen of the fair hands.	そなたが美しき手のヘレネーへの愛ゆえに、私を一人寂しく嘆き悲しむがままに置き去りにしたのは、はるか昔。
Surely she is much more beautiful than the love of your youth, and far more able to help you,	確かにヘレネーはそなたの若かりし頃の恋人よりはるかに美しいし、役にもたったろう。
for men say that she can never know old age and death.	なぜなら彼女は老いも死も知らぬというではないか。
Go home to Helen and let her take away your pain."	ヘレネーのもとに戻り、彼女にそなたの痛みを除いてもらいなされ。」
Thus OEnone spoke, and went within the cave,	このようにオイノーネーは言い、洞窟にひきこもった。
where she threw herself down among the ashes of the hearth and sobbed for anger and sorrow.	洞窟で彼女はヒースの灰に身を投げ出し、怒りと悲しみでむせび泣いた。
In a little while she rose and went to the door of the cave, thinking that Paris had not been borne away back to Troy,	しばらくして、彼女はまだパリスはトロイアへ連れ帰られてはいないと思って、立ち上がり洞窟の入口へ行った。
but she found him not;	しかしパリスはいなかった。
for his bearers had carried him by another path, till he died beneath the boughs of the oak trees.	というのは、担ぎ手たちは別の道を通って運び、樫の林の枝のしたでパリスが死んだのだ。
Then his bearers carried him swiftly down to Troy,	それから担ぎ手は急いでパリスをトロイアへと運んだ。
where his mother bewailed him, and Helen sang over him as she had sung over Hector, remembering many things, and fearing to think of what her own end might be.	そこでは母親が悲嘆にくれ、ヘレネーは、多くのことを思い出し、自分の最期がどうなるかという思いに恐怖しながら、ヘクトールに歌ったと同じように、パリスに哀歌を歌った。
But the Trojans hastily built a great pile of dry wood, and thereon laid the body of Paris and set fire to it,	一方、トロイア人は急いで乾いた薪の大きな山をつくり、その上にパリスの遺体を横たえて、火をつけた。
and the flame went up through the darkness,	炎は暗闇に燃え上がった。
for now night had fallen.	というのはもう夜となっていたのだ。
But OEnone was roaming in the dark woods, crying and calling after Paris,	一方、オイノーネーは叫びパリスに呼びかけながら、暗い森を彷徨った。
like a lioness whose cubs the hunters have carried away.	さながら子供を狩人に連れ去られた雌獅子のごとくに。
The moon rose to give her light,	月が昇り、彼女に光を投げた。
and the flame of the funeral fire shone against the sky, and then OEnone knew that Paris had died-- beautiful Paris--and that the Trojans were burning his body on the plain at the foot of Mount Ida.	そして葬儀の火の炎が空に照り映え、オイノーネーはパリス--美しいパリス--が死に、トロイア人がイーデー山の麓の平原でその遺体を焼いていることを知った。
Then she cried that now Paris was all her own, and that Helen had no more hold on him:	そのとき彼女は今やパリスは全て我がものとなった、ヘレネーはもはやパリスを抱きしめないと叫んだ。
"And though when he was living he left me, in death we shall not be divided,"	「そしてパリスは生きているときには私を置き去りにしたとはいえ、死においては我らは引き裂かれはせぬだろう。」
she said, and she sped down the hill, and through the thickets where the wood nymphs were wailing for Paris, and she reached the plain,	そう言うと、山を駆け下り、森のニンフたちがパリスを嘆き悲しんでいる茂みを抜けて、平原に着いた。
and, covering her head with her veil like a bride, she rushed through the throng of Trojans.	そして顔を花嫁のようにヴェールで覆って、トロイア人の群衆の中を駆け抜けた。
She leaped upon the burning pile of wood, she clasped the body of Paris in her arms,	オイノーネーは燃える薪の山に跳び上り、パリスの遺体をその腕で抱きしめた。
and the flame of fire consumed the bridegroom and the bride, and their ashes mingled.	炎が花婿と花嫁を燃やし尽くし、二人の遺灰は混ざりあった。
No man could divide them any more, and the ashes were placed in a golden cup, within a chamber of stone, and the earth was mounded above them.	もはや誰も二人を別けることができず、遺灰は黄金の杯にいれて、石室に納め、その上に土を盛った。
On that grave the wood nymphs planted two rose trees, and their branches met and plaited together.	墓のうえに森のニンフたちが二本の薔薇の木を植えると、その枝は互いにもつれあった。
This was the end of Paris and OEnone.	これがパリスとオイノーネーの最期であった。
HOW ULYSSES INVENTED THE DEVICE OF THE HORSE OF TREE	どうやってユリシーズは木馬の装置を発明したか
After Paris died, Helen was not given back to Menelaus.	パリスが死んだあと、ヘレネーはメネラーオスに戻されはしなかった。
We are often told that only fear of the anger of Paris had prevented the Trojans from surrendering Helen and making peace.	パリスの怒りを恐れるばかりに、ヘレネーを返還して和平を結ぶことができなかった聞かされて来た。
Now Paris could not terrify them, yet for all that the men of the town would not part with Helen, whether because she was so beautiful, or because they thought it dishonourable to yield her to the Greeks, who might put her to a cruel death.	今やパリスが恐がらせることもなくなったにもかかわらず、ヘレネーがあまりに美しいためか、それとも彼女を残酷な死刑に処すかも知れないギリシア軍に引き渡すのが不面目と思ったためか、町の人々はヘレネーを手放そうとはしなかった。
So Helen was taken by Deiphobus, the brother of Paris, to live in his own house,	そこでヘレネーはパリスの兄デーイポボスが引き取り、自分の家に住まわせた。
and Deiphobus was at this time the best warrior and the chief captain of the men of Troy.	デーイポボスはこの頃トロイアのもっとも優れた戦士で総大将であった。
Meanwhile, the Greeks made an assault against the Trojan walls and fought long and hardily;	一方、ギリシア軍はトロイアの城壁に攻撃をしかけ、長く大胆に戦った。
but, being safe behind the battlements, and shooting through loopholes, the Trojans drove them back with loss of many of their men.	しかし胸壁の後ろは安全で、小穴から射て、トロイア軍は何人もの損害を与えて撃退した。
It was in vain that Philoctetes shot his poisoned arrows, they fell back from the stone walls, or stuck in the palisades of wood above the walls,	ピロクテーテースが毒矢を射かけたが、毒矢は石壁にはじかれ、あるいは城壁の上の木の矢来にあたり、徒労におわった。
and the Greeks who tried to climb over were speared, or crushed with heavy stones.	城壁を登ろうとしたギリシア兵は重い石で追い散らされ、あるいは潰された。
When night fell, they retreated to the ships and held a council,	夜になると、ギリシア軍は船のところに退却し、会議を開いた。
and, as usual, they asked the advice of the prophet Calchas.	そしていつものように予言者カルカースに助言を求めた。
It was the business of Calchas to go about looking at birds, and taking omens from what he saw them doing,	鳥を眺めて、何をするか見たことから前兆をとらえるのがカルカースの仕事だった。
a way of prophesying which the Romans also used, and some savages do the same to this day.	これはローマ人も使った予言のやり方で、今日でも未開人のなかには同じ方法を使っているものもいる。
Calchas said that yesterday he had seen a hawk pursuing a dove,	カルカースは昨日鳩を追う鷹を見たと言った。
which hid herself in a hole in a rocky cliff.	鳩は岩だらけの崖の穴に隠れた。
For a long while the hawk tried to find the hole, and follow the dove into it, but he could not reach her.	長い間かかって鷹は穴を見つけ、鳩を追いかけようとしたが、鳩にはとどかなかった。
So he flew away for a short distance and hid himself;	それで鷹は少し離れたところに飛び去り、隠れた。
then the dove fluttered out into the sunlight,	それから鳩が日の光の中で羽ばたいた。
and the hawk swooped on her and killed her.	すると鷹が襲いかかり、鳩を殺したのだ。
The Greeks, said Calchas, ought to learn a lesson from the hawk, and take Troy by cunning, as by force they could do nothing.	ギリシア軍は鷹の教訓を学び、狡猾な手でトロイアを陥さなければならない、力づくでは何もなしえなかったのだからと、カルカースは言った。
Then Ulysses stood up and described a trick which it is not easy to understand.	そこでユリシーズが立ち上がり、理解しにくい計略を述べた。
The Greeks, he said, ought to make an enormous hollow horse of wood, and place the bravest men in the horse.	彼が言うには、ギリシア軍は大きな中が虚ろな木の馬を造り、その馬の中に勇敢な兵を容れなければならない。
Then all the rest of the Greeks should embark in their ships and sail to the Isle of Tenedos, and lie hidden behind the island.	それから残りのギリシア軍は全員船に乗り、テネドス島へ船出し、島影に隠れなければならない。
The Trojans would then come out of the city, like the dove out of her hole in the rock, and would wander about the Greek camp, and wonder why the great horse of tree had been made, and why it had been left behind.	岩の穴から出て来た鳩のように、トロイア軍は町から出て来て、ギリシア軍の野営地のあたりをうろつき、大きな木馬が造られたのはなぜか、それが残されたのはなぜかと訝しむだろう。
Lest they should set fire to the horse, when they would soon have found out the warriors hidden in it, a cunning Greek, whom the Trojans did not know by sight, should be left in the camp or near it.	木馬に火をつけられると、そこに隠れている戦士たちがすぐに見付かってしまうので、そうならないよう、トロイア軍に 顔を知られていない狡猾なギリシア兵を一人野営地かその付近に残しておかなくてはならない。
He would tell the Trojans that the Greeks had given up all hope and gone home, and he was to say that they feared the Goddess Pallas was angry with them, because they had stolen her image that fell from heaven, and was called the Luck of Troy.	その男がトロイア軍に、ギリシア軍は希望を失い故国へ戻ったと告げ、ギリシア軍は空から降って来た女神パラスの像、トロイアの幸運の宝とよばれたものを盗んだので、女神パラスの怒りに触れるのを恐れていると言うのだ。
To soothe Pallas and prevent her from sending great storms against the ships, the Trojans (so the man was to say) had built this wooden horse as an offering to the Goddess.	パラスをなだめ、船に大嵐を見舞われないように、トロイア人は(男はこう言わなくてならない)女神への捧げ物にこの木馬をつくったのだ。
The Trojans, believing this story, would drag the horse into Troy,	トロイア軍はこの話を信じ、木馬を町へと引き入れるだろう。
and, in the night, the princes would come out, set fire to the city, and open the gates to the army, which would return from Tenedos as soon as darkness came on.	そして夜、王侯たちは木馬を出て、町に火を放ち、闇が訪れるとすぐにテネドス島から戻った軍隊を入れるため城門を開くのだ。
The prophet was much pleased with the plan of Ulysses, and, as two birds happened to fly away on the right hand, he declared that the stratagem would certainly be lucky.	予言者はユリシーズの計画がとても気に入り、二羽の鳥が右の方へ飛び去ったので、この軍略は明らかに吉であると宣した。
Neoptolemus, on the other hand, voted for taking Troy, without any trick, by sheer hard fighting.	一方ネオプトレモスは、計略によらず、全くの力押しでトロイアを陥すことを提案した。
Ulysses replied that if Achilles could not do that, it could not be done at all, and that Epeius, a famous carpenter, had better set about making the horse at once.	ユリシーズは、アキレウスにできなかったことは、誰にもできない、それに名高い大工のエペイオスはすぐにも木馬造りにとりかかった方がよいと返答した。
Next day half the army, with axes in their hands, were sent to cut down trees on Mount Ida,	次の日、軍の半数が斧を手に、イーデー山の木を切りに派遣された。
and thousands of planks were cut from the trees by Epeius and his workmen, and in three days he had finished the horse.	そしてその木からエペイオスと職人たちが何千枚もの厚板を切りだし、三日で木馬を完成した。
Ulysses then asked the best of the Greeks to come forward and go inside the machine;	そこでユリシーズはギリシア軍の優秀な者たちに志願して仕掛けに乗り込むよう求めた。
while one, whom the Greeks did not know by sight, should volunteer to stay behind in the camp and deceive the Trojans.	また一方、顔を知られていないギリシア兵が野営地に残りトロイア軍を欺くことを買ってでなければならなかった。
Then a young man called Sinon stood up and said that he would risk himself and take the chance that the Trojans might disbelieve him, and burn him alive.	するとシノーンという若者が立ち上がり、我が身を賭して、トロイア人が彼を信じず、生きながら焼き殺すかもしれない危険を冒そうと言った。
Certainly, none of the Greeks did anything more courageous, yet Sinon had not been considered brave.	シノーンはこれまで勇者とは思われていなかったが、確かにギリシア軍の誰もこれ以上に勇気ある行いをした者はなかった。
Had he fought in the front ranks, the Trojans would have known him;	シノーンは前面の隊で戦ってきたので、トロイア軍は彼を知っていたはずだ。
but there were many brave fighters who would not have dared to do what Sinon undertook.	しかし多くの勇敢な戦士にシノーンが引き受けたことを敢えてしようとする者はいなかった。
Then old Nestor was the first that volunteered to go into the horse;	それから老ネストールが最初に木馬に乗り込もうと名乗り出た。
but Neoptolemus said that, brave as he was, he was too old, and that he must depart with the army to Tenedos.	しかしネオプトレモスが、ネストールは勇敢だが、あまりに老いており、軍とともにテネドスへ出発すべきだと言った。
Neoptolemus himself would go into the horse,	ネオプトレモス自身は木馬に乗り込むつもりだった。
for he would rather die than turn his back on Troy.	というのは、トロイアに背を向けるくらいなら死んだ方がましだったのだ。
So Neoptolemus armed himself and climbed into the horse,	それでネオプトレモスは武装して木馬に乗り込んだ。
as did Menelaus, Ulysses, Diomede, Thrasymedes (Nestor's son), Idomeneus, Philoctetes, Meriones, and all the best men except Agamemnon, while Epeius himself entered last of all.	メネラーオス、ユリシーズ、ディオメーデース、トラシュメーデース(ネストールの息子)、イードメネウス、ピロクテーテース、メーリオーン、そしてアガメムノーン以外の優れた戦士たち全員が乗り込み、一番最後にエペイオス自身が入った。
Agamemnon was not allowed by the other Greeks to share their adventure, as he was to command the army when they returned from Tenedos.	アガメムノーンはテネドスから戻る軍を指揮しなければならないので、他のギリシア兵が冒険を共にするのを許さなかった。
They meanwhile launched their ships and sailed away.	その一方で他の全員は船を進水し船出して行った。
But first Menelaus had led Ulysses apart, and told him that if they took Troy (and now they must either take it or die at the hands of the Trojans), he would owe to Ulysses the glory.	さて、まずメネラーオスはユリシーズを傍らに寄せ、もしトロイアを手に入れたなら(今やトロイアを手に入れるかトロイア人の手にかかって死ぬかどちらかしかないないのだが)その誉れはユリシーズのおかげだと言った。
When they came back to Greece, he wished to give Ulysses one of his own cities,	ギリシアに戻ったら、自分の町の一つをユリシーズに与えよう。
that they might always be near each other.	そうすればお互いいつも近くに居れるだろう。
Ulysses smiled and shook his head;	ユリシーズは微笑んで頭を振った。
he could not leave Ithaca, his own rough island kingdom.	彼は自分の起伏の激しい島の王国イタケーを離れることができなかった。
"But if we both live through the night that is coming,"	「やがてくる夜を我ら二人とも生き延びれば」
he said,	とユリシーズは言った。
"I may ask you for one gift,	「贈物を一つねだりましょう。
and giving it will make you none the poorer."	それをくだされたからといって、貴殿が貧しくなることはないでしょう。」
Then Menelaus swore by the splendour of Zeus that Ulysses could ask him for no gift that he would not gladly give;	そこでメネラーオスはゼウスの光輝にかけて、ユリシーズはメネラーオスが喜んで与えるものしか贈物を求めなくてよいと誓った。
so they embraced, and both armed themselves and went up into the horse.	それで二人は抱擁し、どちらも武装して木馬に乗り込んだ。
With them were all the chiefs except Nestor, whom they would not allow to come, and Agamemnon, who, as chief general, had to command the army.	彼らとともに、行くのを許されなかったネストールと総大将として軍を率いるアガメムノーンを除く大将全員が乗り込んだのだ。
They swathed themselves and their arms in soft silks, that they might not ring and clash, when the Trojans, if they were so foolish, dragged the horse up into their town,	彼らはトロイア軍が、もしそれほど愚かで、木馬を町に引き入れたとき、物音を立てぬように自身と武器とを柔らかい絹でくるだ。
and there they sat in the dark waiting.	そうして暗闇の中に座って待った。
Meanwhile, the army burned their huts and launched their ships, and with oars and sails made their way to the back of the isle of Tenedos.	一方軍隊は小屋を焼き払い、船を進水し、櫂と帆でテネドス島の背後へと進んだのだ。
THE END OF TROY AND THE SAVING OF HELEN	トロイアの最後とヘレネーの救出
From the walls the Trojans saw the black smoke go up thick into the sky, and the whole fleet of the Greeks sailing out to sea.	トロイア人は城壁から、空高く黒い煙が濃く立ち登り、ギリシア軍の全ての船が海へと船出するのを見た。
Never were men so glad, and they armed themselves for fear of an ambush, and went cautiously, sending forth scouts in front of them, down to the seashore.	誰も決して喜んでおらず、待ち伏を恐れて武装し、自分たちの前に斥候を送りながら、用心深く海岸へと下った。
Here they found the huts burned down and the camp deserted,	そこで彼らが見たのは焼け落ちた小屋と放棄された野営地だった。
and some of the scouts also caught Sinon, who had hid himself in a place where he was likely to be found.	何人かの斥候が、見つけて欲しい場所に隠れていたシノーンを捉えてきた。
They rushed on him with fierce cries, and bound his hands with a rope, and kicked and dragged him along to the place where Priam and the princes were wondering at the great horse of tree.	彼らは猛々しく叫びながらシノーンのところへ殺到し、手を綱で縛りあげ、けり倒し、プリアモスと王子たちが巨大な木馬を訝しんでいる所へとひきずってきた。
Sinon looked round upon them, while some were saying that he ought to be tortured with fire to make him tell all the truth about the horse.	シノーンは彼らを見回したが、ある者は木馬についてあらいざらい真実を吐かせるためにシノーンを火責めの拷問にかけなくてはと言っていた。
The chiefs in the horse must have trembled for fear lest torture should wring the truth out of Sinon,	木馬の中の大将たちは、拷問でシノーンから真実を聞き出すのではないかという恐怖で身ぶるいしたにちがない。
