The Great Gatsby	グレイト・ギャツビー
he might think anything.	とにかく、何か思うところくらいはあるのではないだろうか。
I looked at the house;	ぼくは家の様子を窺った。
there were two or three bright windows down-stairs and the pink glow from Daisy’s room on the second floor.	1階の窓のうち、2、3は明々と照明が灯され、2階のデイジーの部屋からはピンク色の灯りが漏れ出していた。
“You wait here,”	「ここで待っててください。
“I’ll see if there’s any sign of a commotion.”	騒ぎの気配があるかどうか、ぼくが見てきますから」
I walked back along the border of the lawn, traversed the gravel softly, and tiptoed up the veranda steps.	ぼくは芝生の端に沿って歩いてもどり、砂利道を忍び足で横切り、つま先だってベランダのステップを昇った。
The drawing-room curtains were open, and I saw that the room was empty.	応接室のカーテンが開かれていてので覗きこんでみたが、そこには誰もいなかった。
Crossing the porch where we had dined that June night three months before, I came to a small rectangle of light	3ヶ月前のあの夕べに食事を囲んだポーチを通りぬけ、小さく、四角形の光が漏れ出しているところに出る。
which I guessed was the pantry window.	おそらく、食堂だろう。
The blind was drawn, but I found a rift at the sill.	ブラインドが下ろされていたけれど、窓敷居のところに隙間があった。
Daisy and Tom were sitting opposite each other at the kitchen table,	デイジーとトムはキッチンのテーブルに向かい合って座っていた。
with a plate of cold fried chicken between them, and two bottles of ale.	冷めたフライド・チキンの皿とエールの瓶が2本、2人の間に置かれている。
He was talking intently across the table at her, and in his earnestness his hand had fallen upon and covered her own.	熱っぽく語りかけるトムの、熱意がこもった手は、デイジーの手を上から包みこんでいた。
Once in a while she looked up at him and nodded in agreement.	ときどき、デイジーはトムを見上げ、うなずいては同意を示した。
They weren’t happy,	かれらは幸せではなかった。
and neither of them had touched the chicken or the ale――	チキンにもエールにも手がつけられていなかった――
and yet they weren’t unhappy either.	といって、不幸せでもなかった。
There was an unmistakable air of natural intimacy about the picture, and anybody would have said that they were conspiring together.	その光景には、勘違いのない雰囲気、自然発生的な親密さがただよっていて、だれが見ても、2人は気脈を通じていると評したことだろう。
As I tiptoed from the porch I heard my taxi feeling its way along the dark road toward the house.	つま先だってポーチを抜け出すぼくの耳に、屋敷への暗い道を探るようにして走る、ぼくのために呼ばれたタクシーの走行音が届いた。
Gatsby was waiting where I had left him in the drive.	ギャツビーは、私道の、ぼくと別れたところで待っていた。
“Is it all quiet up there?”	「騒ぎなど起きていませんでしたか？」
he asked anxiously.	かれは心配そうに尋ねてきた。
“Yes, it’s all quiet.”	「ええ、静かなものですよ」
I hesitated.	とぼくは言った。
“You’d better come home	「一緒に乗って行きませんか。
and get some sleep.”	おやすみになったほうがいい」
He shook his head.	かれは首を横に振った。
“I want to wait here till Daisy goes to bed.	「私はデイジーがベッドに入るまで待っていたい。
Good night, old sport.”	おやすみなさい、親友」
He put his hands in his coat pockets and turned back eagerly to his scrutiny of the house,	かれは上着のポケットに手を突っこんでくるりと振りかえり、問題の家のようすを熱心にうかがった。
as though my presence marred the sacredness of the vigil.	まるでぼくの存在が不寝番の神聖さを損なうものだと言わんばかりに。
So I walked away	だからぼくは歩きだした。
and left him standing there in the moonlight――watching over nothing.	月明かりの下に立つかれを――なにも起きようはずのない家を見守るかれをその場に残して。
Chapter 8	第8章
I couldn’t sleep all night;	ぼくは一晩中眠れずにいた。
a fog-horn was groaning incessantly on the Sound, and I tossed half-sick between grotesque reality and savage, frightening dreams.	海峡からは霧笛がひっきりなしに聞こえてきて、ぼくは、グロテスクな現実と粗暴でおぞましい夢との間で、寝返りをうちつづけた。
Toward dawn I heard a taxi go up Gatsby’s drive, and immediately I jumped out of bed and began to dress――	夜も明けきらないころ、ギャツビー邸の私道に入りこむタクシーの走行音を耳にしたぼくは、ベットから跳ね起き、身支度を整えはじめた――
I felt that I had something to tell him, something to warn him about, and morning would be too late.	なにか、かれに伝えるべきことが、かれに警告すべきことがあって、しかも、朝を待てば手遅れになるというような気がしていた。
Crossing his lawn, I saw that his front door was still open	芝生を横切って行ってみると、玄関のドアが開けっぱなしになっている。
and he was leaning against a table in the hall, heavy with dejection or sleep.	ギャツビーは、大広間のテーブルにもたれかかって、落胆のためか眠気のためか、ひどく気重なようすでいた。
“Nothing happened,”	「何も起きませんでしたよ」
he said wanly.	と、かれは弱々しく言った。
“I waited,	「私はあのまま待っていました。
and about four o’clock she came to the window and stood there for a minute and then turned out the light.”	4時ごろ、あのひとは窓のところに来てしばらくそこに立っていたかと思うと、明かりを消してしまいました」
His house had never seemed so enormous to me as it did that night when we hunted through the great rooms for cigarettes.	この夜、葉巻を探して家中をさまよったときほどにかれの家をだだっ広く感じたことはなかった。
We pushed aside curtains that were like pavilions, and felt over innumerable feet of dark wall for electric light switches――	天幕みたいなカーテンを2人で開け広げ、電灯のスイッチを求めて、暗中の壁を何メートルも何メートルも手探りしていった――
once I tumbled with a sort of splash upon the keys of a ghostly piano.	一度など、つまずいた拍子に、亡霊じみたピアノの鍵打音みたいな音を立ててしまったくらいだ。
There was an inexplicable amount of dust everywhere, and the rooms were musty, as though they hadn’t been aired for many days.	どこもかしかも、説明に耐えないほどの量の埃が散り積もっていて、もう何日も空気を入れ替えていないのだろうか、かびくさい匂いがした。
I found the humidor on an unfamiliar table,	見なれないテーブルの上に葉巻入れが見えた。
with two stale, dry cigarettes inside.	中には、古びて乾いた葉巻が2本、収められていた。
Throwing open the French windows of the drawing-room, we sat smoking out into the darkness.	ぼくらは応接室の窓を開け放って暗い部屋の中で一服しはじめた。
“You ought to go away,”	「ここを離れるべきですよ」
I said.	とぼくは言った。
“It’s pretty certain they’ll trace your car.”	「連中はあなたの車を突き止めてしまうに決まってます」
“Go away NOW, old sport?”	「今すぐに行けと言うのですか、親友？」
“Go to Atlantic City for a week,	「1週間ほど、アトランティック・シティにでもお行きなさい。
or up to Montreal.”	それかモントリオールに」
He wouldn’t consider it.	かれはぼくの提案を一顧だにしなかった。
He couldn’t possibly leave Daisy until he knew what she was going to do.	デイジーがこれからどうするつもりなのか知るまでは、デイジーを置いていくわけにはいかないというのだ。
He was clutching at some last hope and I couldn’t bear to shake him free.	かれは、最後の希望とでもいうべきものにすがりついている状態にあって、ぼくとしても、そこからかれを引き離すのは忍びなかった。
It was this night that he told me the strange story of his youth with Dan Cody――	ぼくが、ダン・コーディーと過ごしたかれの青春時代の奇妙な物語を聞かされたのは、この夜のことだ――
told it to me because “Jay Gatsby.” had broken up like glass against Tom’s hard malice, and the long secret extravaganza was played out.	かれが話したわけは、「ジェイ・ギャツビー」がトムの剣呑な悪意にぶつかってガラスのように砕けてしまったからで、長らく秘密にしてきた狂騒劇に幕が降ろされたからでもある。
I think that he would have acknowledged anything now, without reserve, but he wanted to talk about Daisy.	いま思えば、あのときのかれならばなににでもまったく保留をつけずに話してくれたのだろうけど、それでもやはりかれが話したかったのはデイジーのことだった。
She was the first “nice” girl he had ever known.	かれにとって、デイジーははじめて見知った「洗練された」少女だった。
In various unrevealed capacities he had come in contact with such people, but always with indiscernible barbed wire between.	具体的には不明ながら、さまざまな資格でそういった人々と接触してきたギャツビーだったのだけど、かれらはいつもギャツビーとの間に有棘鉄線を築いて対応していた。
He found her excitingly desirable.	かれにとって、デイジーは心騒がせるほどに好ましかった。
He went to her house,	かれはデイジーの家を訪ねた。
at first with other officers from Camp Taylor,	最初は、キャンプ・テイラーの将校たちと一緒に。
then alone.	それからひとりで。
It amazed him――	かれは驚嘆した――
he had never been in such a beautiful house before.	あれほどまでに美しい屋敷を見たことがなかったのだ。
but what gave it an air of breathless intensity, was that Daisy lived there――	でも、そこに固唾をのませるほどに熱中させるような雰囲気があったのは、デイジーがそこに暮らしていたためだった――
it was as casual a thing to her as his tent out at camp was to him.	かれにとってのキャンプのテントと同じく、デイジーはその屋敷に何気なく暮らしていた。
There was a ripe mystery about it,	そこには円熟した神秘があった。
a hint of bedrooms up-stairs more beautiful and cool than other bedrooms,	階上の寝室はほかのどんな寝室よりも美しく涼やか。
of gay and radiant activities taking place through its corridors,	廊下でまきおこる陽気で華やかな動き。
and of romances that were not musty and laid away already in lavender but fresh and breathing and redolent of this year’s shining motor-cars and of dances whose flowers were scarcely withered.	恋、といってもとうにラベンダーの中に寝かされているようなかび臭い恋などではなく、今年の輝くばかりの自動車や、まだその花々のしおれるには至っていない舞踏会のような、生き生きとして香しい恋。
It excited him, too, that many men had already loved Daisy――	多くの人々がデイジーに恋をしたと言うこともまた、かれを興奮させた――
it increased her value in his eyes.	かれの目にはそのことがデイジーの価値をさらに高めるように思えたのだ。
He felt their presence all about the house,	かれらの存在は家中に感じられた。
pervading the air with the shades and echoes of still vibrant emotions.	いまだ華やかさを失わない感情の影と残響とともに。
But he knew that he was in Daisy’s house by a colossal accident.	けれどかれは、自分がデイジーの屋敷の中にいるのは途方もない偶然のおかげだということを熟知していた。
However glorious might be his future as Jay Gatsby, he was at present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders.	ジェイ・ギャツビーとしての未来にどれほどの栄光が約束されていたとしても、金も経歴もない一青年であり、軍服という隠れ蓑がいつ肩から滑り落ちるか分かったものではなかった。
So he made the most of his time.	だからかれはそのきっかけを最大限に利用した。
He took what he could get, ravenously and unscrupulously――	得られるものはなんでも、貪婪に、無節操に奪った――
eventually he took Daisy one still October night,	そして最終的には、10月のある静かな夜、デイジーをも奪ったのだ。
took her because he had no real right to touch her hand.	デイジーを奪ったそのわけは、彼女の手に触れる正当な権利を持たなかったから。
He might have despised himself,	かれが自分を軽蔑したとしてもおかしくはない。
for he had certainly taken her under false pretenses.	うわべを偽ってデイジーを奪ったと言われれば確かにそうなのだ。
I don’t mean that he had traded on his phantom millions,	といってもありもしない財産を騙ったというわけではないのだろう。
but he had deliberately given Daisy a sense of security;	ただデイジーにある種の安心感を与えるための作為があったのは間違いない。
he let her believe that he was a person from much the same stratum as herself――	かれは自分がデイジーと同じ階層の出であると信じこませ――
that he was fully able to take care of her.	自分がデイジーの面倒を完璧に見てやれる男だということを信じこませたのだ。
As a matter of fact, he had no such facilities――	事実はといえば、かれにそんな能のあるはずはない――
he had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.	裕福な家系という後ろ盾があるわけでもなく、官僚的な政府の気まぐれで世界のどこに飛ばされるかわかったものではない身だった。
But he didn’t despise himself and it didn’t turn out as he had imagined.	けれども、かれは自分を軽蔑しなかったし、また、事態もかれの想像どおりには進行しなかった。
He had intended, probably, to take what he could and go――	かれの意図としては、おそらく、手にできるだけのものを奪った上で去るつもりだったのだろう――
but now he found that he had committed himself to the following of a grail.	が、いつのまにか、かれは自分があの聖杯探求の誓いを立てているのに気がついた。
He knew that Daisy was extraordinary, but he didn’t realize just how extraordinary a “nice” girl could be.	かれはデイジーの奇矯さは知っていたけれど、「洗練された」娘がどれほど奇矯になれるものなのかについては気づきもしなかった。
She vanished into her rich house, into her rich, full life,	デイジーは、その豊かな屋敷の中へ、豊かで充実した生活の中へと消え去った。
leaving Gatsby――	ギャツビーは取り残された――
nothing.	なにひとつ残されないままに。
He felt married to her, that was all.	ただ、デイジーと結婚したという気分、それですべてだった。
When they met again, two days later,	2日後、2人は再会した。
it was Gatsby who was breathless, who was, somehow, betrayed.	息を切らしていたのはギャツビーのほうで、なんとなく、裏切られたような感じがした。
Her porch was bright with the bought luxury of star-shine;	屋敷のポーチでは金のかかっている贅沢品が綺羅星のように輝いていた。
the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth.	デイジーがギャツビーに体を向け、ギャツビーがデイジーの愛らしくも不思議な唇に口づけすると、籐椅子が軽やかに軋んだ。
She had caught a cold, and it made her voice huskier and more charming than ever,	デイジーは風邪を引いていて、そのため、彼女の声はそれまでなかったほどにかすれた魅力的な声になっていた。
and Gatsby was overwhelmingly aware	そしてギャツビーは圧倒されるような想いで認識した。
of the youth and mystery that wealth imprisons and preserves,	富が若さと神秘性を繋ぎとめ、護りつづけるということを。
of the freshness of many clothes,	衣服の数と新鮮さが比例するということを。
and of Daisy, gleaming like silver, safe and proud above the hot struggles of the poor.	そしてデイジーが、銀のように輝きながら、貧乏人の悪戦苦闘を見下ろす形で、安全に、誇り高く生きているということを。
“I can’t describe to you how surprised I was to find out I loved her, old sport.	「デイジーへの愛情を自覚した時にどんなに驚いたことか、説明できないくらいですよ、親友。
I even hoped for a while that she’d throw me over, but she didn’t,	しばらくの間は、デイジーが私を捨ててくれるのを期待してさえいましたが、そうはなりませんでした。
because she was in love with me too.	デイジーもまた私のことを愛していたのですから。
She thought I knew a lot because I knew different things from her. . . .	私はデイジーが知らないようなことを知っておりましたもので、デイジーは私のことを大変な物知りだと思ったのです……
Well, there I was, ‘way off my ambitions, getting deeper in love every minute,	さて、それから私は、己の野望を捨て、ただただ愛を深めていきました。
and all of a sudden I didn’t care.	そしてふと気が付くと、もうどうでもよくなっていたのです。
What was the use of doing great things if I could have a better time telling her what I was going to do?”	これから何をするつもりかをデイジーに語るだけで心地よい時間を過ごせるのです。
On the last afternoon before he went abroad, he sat with Daisy in his arms for a long, silent time.	海外に赴く前の日の午後、かれはデイジーをその腕に抱いて、長いこと一言もなく座っていた。
It was a cold fall day,	肌寒い秋の1日。
with fire in the room and her cheeks flushed.	暖炉の火がデイジーの頬を紅く照らした。
Now and then she moved and he changed his arm a little,	ときどきデイジーが身じろぎすると、ギャツビーもまたほんのすこし腕加減を変えた。
and once he kissed her dark shining hair.	一度などは鈍く輝く彼女の髪に口づけしたりもした。
The afternoon had made them tranquil for a while,	2人はしばらくの間平穏に包まれていた。
as if to give them a deep memory for the long parting the next day promised.	その午後に、長い別れを翌日に控えた2人のために深い思い出を作ってやろうという意思でもあったのだろうか。
They had never been closer in their month of love, nor communicated more profoundly one with another,	それは、愛に満ちた1ヶ月中、2人がもっとも近しく、もっとも深く心を通わせた時間だった。
than when she brushed silent lips against his coat’s shoulder or when he touched the end of her fingers, gently, as though she were asleep.	たとえば、彼女が物言わぬ唇をかれの肩に押し当てたときよりも、かれが、眠っている相手にするように、そっと彼女の指先に触れたときよりも。
He did extraordinarily well in the war.	かれは戦争では異常なほどうまく立ちまわった。
He was a captain before he went to the front, and following the Argonne battles he got his majority and the command of the divisional machine-guns.	前線に赴く前は大尉だったのが、アルゴンヌの戦いを経て少佐に任官され、機関銃部隊の指揮をとった。
After the Armistice he tried frantically to get home, but some complication or misunderstanding sent him to Oxford instead.	休戦後、かれはしゃにむに帰国を希望したものの、何かの手違いか勘違いかでオックスフォードにやられることになった。
He was worried now――	かれは不安になった――
there was a quality of nervous despair in Daisy’s letters.	デイジーからの手紙には絶望的な調子がみられるようになった。
She didn’t see why he couldn’t come.	デイジーはなぜギャツビーが帰ってこないのかがわからなかった。
She was feeling the pressure of the world outside, and she wanted to see him and feel his presence beside her and be reassured that she was doing the right thing after all.	周囲からのプレッシャーを感じては、ギャツビーを見、ギャツビーの存在を感じ、結局のところ自分が正しいことをやっているのだと安心させてもらいたかった。
For Daisy was young and her artificial world was redolent of orchids and pleasant, cheerful snobbery and orchestras which set the rhythm of the year, summing up the sadness and suggestiveness of life in new tunes.	というのは、デイジーも若かったし、彼女の人工的な世界は蘭の香り立つ世界で、心地よくて陽気な気取りが溢れ、オーケストラはその年の流行曲を奏でては日々の悲しさや期待を真新しい響きで要約してみせるような、そんな世界だったからだ。
All night the saxophones wailed the hopeless comment of the BEALE STREET BLUES. while a hundred pairs of golden and silver slippers shuffled the shining dust.	夜な夜なサキソフォンが「ビール・ストリート・ブルース」のよるべない調べをすすり泣く一方で、数百組にもなる金銀のスリッパがきらめく粉をかき乱す。
At the gray tea hour there were always rooms that throbbed incessantly with this low, sweet fever, while fresh faces drifted here and there like rose petals blown by the sad horns around the floor.	薄暗いお茶の時間になると、この弱々しくも甘美な情熱にひっきりなしに脈動する部屋が常にあり、また、フロアに響き渡る悲しいホルンに吹かれては舞うバラの花びらのような、新鮮な顔があちらこちらをただよっていた。
Through this twilight universe Daisy began to move again with the season;	この黄昏の世界を、社交シーズンがくるとともにデイジーはふたたび動き出した。
suddenly she was again keeping half a dozen dates a day with half a dozen men, and drowsing asleep at dawn with the beads and chiffon of an evening dress tangled among dying orchids on the floor beside her bed.	とつぜん、いまふたたび1日に6人の男と6つのデートの約束をするようになり、夜明けには、消えゆく香りの染みついたイブニングドレスをベッドそばの床に放り、そのドレスを飾るビーズやシフォンと一緒に、浅い眠りについた。
And all the time something within her was crying for a decision.	彼女の内にあるなにかが、決断を求めて泣き叫んでいた。
She wanted her life shaped now, immediately――	自分の生活を、いますぐに、形作りたかった――
and the decision must be made by some force――	その決断は、なにかの力による必要があった――
of love, of money, of unquestionable practicality――	愛の力、金の力、反問を許さない現実の力――
that was close at hand.	それも手近なものによって。
That force took shape in the middle of spring with the arrival of Tom Buchanan.	その力は春の中ごろにトム・ブキャナンの到来という形をとった。
There was a wholesome bulkiness about his person and his position, and Daisy was flattered.	かれ個人にもかれの身分にも健全な質感があって、デイジーは浮ついてしまった。
Doubtless there was a certain struggle and a certain relief.	そこに、ある種の苦悩とある種の安堵があったのは疑いない。
The letter reached Gatsby while he was still at Oxford.	手紙は、まだオックスフォードにいたギャツビーの元に届けられた。
It was dawn now on Long Island	ロング・アイランドの夜が明けていた。
and we went about opening the rest of the windows down-stairs, filling the house with gray-turning, gold-turning light.	ぼくらは1階に降り、残りの窓をすぺて開き、灰色から金色へと変化していく光を室内に取り入れた。
The shadow of a tree fell abruptly across the dew and ghostly birds began to sing among the blue leaves.	露を唐突に木々の影が横切り、青々しい葉群の中から亡霊じみた鳥たちの歌声が聞こえはじめる。
There was a slow, pleasant movement in the air, scarcely a wind, promising a cool, lovely day.	空気の流れはゆったりと快適で、風もほとんどなく、涼しくて過ごしやすい一日になりそうだった。
“I don’t think she ever loved him.”	「デイジーはあの方を愛したことなどないと思います」
Gatsby turned around from a window and looked at me challengingly.	と窓から振りかえったギャツビーは、挑みかかるようにぼくを見つめた。
“You must remember, old sport, she was very excited this afternoon.	「覚えておられますよね、親友、あの午後、デイジーがひどく興奮していたことを。
He told her those things in a way that frightened her――	あの方がああいう伝え方をしたせいでデイジーは怖くなってしまったのです――
that made it look as if I was some kind of cheap sharper.	あれでは、まるで私が安っぽい詐欺師みたいに聞こえてしまう。
And the result was she hardly knew what she was saying.”	その結果、デイジーは自分が何を言っているのかすら分からなくなってしまった」
He sat down gloomily.	かれは憂鬱そうに腰を下ろした。
“Of course she might have loved him just for a minute,	「勿論、デイジーもあの方のことを少しくらいの間は愛していたのかもしれません。
when they were first married――	結婚した時くらいは――
and loved me more even then, do you see?”	それでも、その時にしても私のことをもっと愛していたのです、そうでしょう？」
Suddenly he came out with a curious remark.	ここでふとかれは突飛な発言をした。
“In any case,”	「いずれにしても」
he said,	とかれは言う。
“it was just personal.”	「個人的なことにすぎません」
What could you make of that, except to suspect some intensity in his conception of the affair that couldn’t be measured?	かれはこの事態について激しい意思とでもいうべきものを胸に秘めている、それ以外にこの発言の意味の汲み取りかたがあったものだろうか？
He came back from France when Tom and Daisy were still on their wedding trip,	かれがフランスからもどってきたとき、トムとデイジーはまだ新婚旅行の途上にあった。
and made a miserable but irresistible journey to Louisville on the last of his army pay.	かれは軍人としての俸給の残りをはたき、みじめになるのは承知の上でルイビル行きの旅にでた。
He stayed there a week, walking the streets where their footsteps had clicked together through the November night and revisiting the out-of-the-way places to which they had driven in her white car.	そこに数週間滞在して、あの11月の夜に2人で足音を響かせた通りを歩いては、デイジーの車でやってきた思い出の場所を再訪したりした。
Just as Daisy’s house had always seemed to him more mysterious and gay than other houses, so his idea of the city itself, even though she was gone from it, was pervaded with a melancholy beauty.	ただデイジーの屋敷だけが、いつも、他の家々よりも神秘的に快活に見えたのとちょうど同じように、デイジーが出た後であってさえも、街自体にメランコリーな美しさが染みわたっているように思えた。
He left feeling that if he had searched harder, he might have found her――	もっと一生懸命に探せばデイジーを見つけられるのではないかと感じながら、かれは去った――
that he was leaving her behind.	つまり、デイジーに置き捨てていくように感じながら。
The day-coach――	普通客車は――
he was penniless now――	かれは文無しになっていた――
was hot.	暑かった。
He went out to the open vestibule and sat down on a folding-chair,	オープンデッキにでて折りたたみ椅子に腰かけた。
and the station slid away and the backs of unfamiliar buildings moved by.	駅舎と見なれないビルの後背が流れていった。
Then out into the spring fields,	やがて列車は、春の野原にでた。
where a yellow trolley raced them for a minute with people in it who might once have seen the pale magic of her face along the casual street.	路面電車が1便、しばらく平行して走っていた。
The track curved and now it was going away from the sun,	線路はカーブして太陽から遠ざかっていく。
which as it sank lower, seemed to spread itself in benediction over the vanishing city where she had drawn her breath.	その太陽はといえば、沈むにつれ、かつては彼女が息を紡いでいた、かすれゆく街の上に恩恵を施しているようにも思えた。
He stretched out his hand desperately as if to snatch only a wisp of air, to save a fragment of the spot that she had made lovely for him.	彼女がかれのために愛らしくしてくれた場所の断片をしまっておこうとしたかれは、そこの空気のかけらをつかみとろうとするかのように、必死に手を伸ばした。
But it was all going by too fast now for his blurred eyes	けれども、街全体がかれの潤んだ目にとってあまりにも速く過ぎ去ってしまった。
and he knew that he had lost that part of it, the freshest and the best, forever.	そのときかれは、そこに息づいていた、もっとも溌剌としていてもっともすばらしい部分を、永遠に失ってしまったのだと思い知らされたのだ。
It was nine o’clock when we finished breakfast and went out on the porch.	ぼくらが朝食を終えてポーチに出たのは9時のことだった。
The night had made a sharp difference in the weather and there was an autumn flavor in the air.	一晩で気候はすっかり変わってしまい、空気にも秋の香りが感じられた。
The gardener, the last one of Gatsby’s former servants, came to the foot of the steps.	以前からギャツビーが雇っていた使用人の中では最後のひとりになっていた庭師が、ステップの前までやってきた。
“I’m going to drain the pool to-day, Mr. Gatsby.	「今日はプールの水を抜いてしまおうと思っております、ミスター・ギャツビー。
Leaves’ll start falling pretty soon, and then there’s always trouble with the pipes.”	もうすぐ落ち葉が散りはじめますし、そうなりますとパイプが詰まってしまいますもので」
“Don’t do it to-day,”	「今日はよしておいてくれ」
Gatsby answered.	とギャツビーは答えた。
He turned to me apologetically.	それから、詫びるようにぼくのほうに向き直った。
“You know, old sport,	「お分かりでしょう、親友？
I’ve never used that pool all summer?”	私はこの夏というものずっとあのプールを使わなかったものですから」
I looked at my watch and stood up.	ぼくは自分の時計を確認し、立ちあがった。
“Twelve minutes to my train.”	「列車まであと12分」
I didn’t want to go to the city.	ぼくはニューヨークに出たくなかった。
I wasn’t worth a decent stroke of work, but it was more than that――	仕事に立ち向かう気力がまったく残っていなかったというのもあるけれど、それだけではなかった――
I didn’t want to leave Gatsby.	ぼくはギャツビーを置いていきたくなかった。
I missed that train, and then another, before I could get myself away.	乗るつもりだった列車を見送り、その次の列車もパスし、それからようやくぼくはこの場から自分を引き離すことができた。
“I’ll call you up,”	「電話しますね」
I said finally.	ぼくはとうとう言った。
“Do, old sport.”	「どうぞ、親友」
“I’ll call you about noon.”	「お昼ごろ、電話しますね」
We walked slowly down the steps.	ぼくらはゆっくりとステップを降りていった。
“I suppose Daisy’ll call too.”	「デイジーも電話してくると思います」
He looked at me anxiously,	かれはぼくを不安そうに見つめた。
as if he hoped I’d corroborate this.	そうなるようにぼくにも協力してほしいとでも言いたかったのだろうか。
“I suppose so.”	「ぼくもそう思います」
“Well, good-by.”	「では、さようなら」
We shook hands and I started away.	かれと握手を交わして、ぼくは歩きはじめた。
Just before I reached the hedge I remembered something and turned around.	生垣の寸前でぼくは忘れていたことを思いだし、くるりとふりかえった。
“They’re a rotten crowd,”	「あいつらはみんな腐ってる」
I shouted across the lawn.	とぼくは芝生ごしに叫んだ。
“You’re worth the whole damn bunch put together.”	「きみにはあの連中をみんな足し合わせたくらい価値がある」
I’ve always been glad I said that.	ぼくはこれを言ったことを思い出すたびに嬉しくなる。
It was the only compliment I ever gave him, because I disapproved of him from beginning to end.	ぼくは最初から最後までかれのことを認めなかったから、かれを誉めてやったのはこのときだけになってしまった。
First he nodded politely,	最初、かれは礼儀正しくうなずいた。
and then his face broke into that radiant and understanding smile,	それからあの理解を思わせる晴れやかなほほえみを満面に浮かべた。
as if we’d been in ecstatic cahoots on that fact all the time.	その顔さえあればぼくらはずっと天にも昇る心地でたばかっていけるのだと思った。
His gorgeous pink rag of a suit made a bright spot of color against the white steps,	かれの華美なピンク色のスーツが白いステップに異彩を放っていた。
and I thought of the night when I first came to his ancestral home, three months before.	かれの歴史ある土地に、ぼくがはじめて足を踏み入れた夜、あの3ヶ月前の夜を想った。
The lawn and drive had been crowded with the faces of those who guessed at his corruption――	芝生も私道も、ギャツビーの堕落をいい加減に推しはかる人々の顔で埋めつくされていた――
and he had stood on those steps, concealing his incorruptible dream, as he waved them good-by.	ギャツビーはやはりステップに立ち、堕ちるはずない夢を胸に、かれらに向かってさようならと手を振っていた。
I thanked him for his hospitality.	ぼくはかれの手厚いもてなしに感謝した。
We were always thanking him for that――	ぼくらはいつもかれの手厚いもてなしに感謝していた――
I and the others.	ぼくだってそう、だれだってそうだった。
“Good-by,”	「さようなら」
I called.	ぼくは呼びかけた。
“I enjoyed breakfast, Gatsby.”	「楽しい朝食だったよ、ギャツビー」
Up in the city, I tried for a while to list the quotations on an interminable amount of stock, then I fell asleep in my swivel-chair.	街に出て、果てしなく続く株の出来高をまとめたリストを作っていると、いつのまにか自席の回転椅子に座ったまま眠りに落ちていた。
Just before noon the phone woke me, and I started up with sweat breaking out on my forehead.	昼前、電話の呼出音に目を覚ましたぼくは、飛びあがって額の汗をぬぐった。
It was Jordan Baker;	ジョーダン・ベイカーからだった。
she often called me up at this hour because the uncertainty of her own movements between hotels and clubs and private houses made her hard to find in any other way.	ジョーダンはこの時間に電話してくることが多かったが、それはホテルやクラブや知人の家々を渡り歩く彼女にとって、それ以外の時間を見繕うのが困難だったからだ。
Usually her voice came over the wire as something fresh and cool, as if a divot from a green golf-links had come sailing in at the office window, but this morning it seemed harsh and dry.	ふだん、受話器から聞こえてくるジョーダンの声は溌剌として涼やかで、緑豊かなゴルフコースからクラブのひとふりに跳ね飛ばされた芝生が会社の窓から飛びこんでくるみたいだったけれども、その日はとげとげしく乾いた調子だった。
Probably it had been tactful to leave Daisy’s house, but the act annoyed me,	おそらく、デイジーの家を出るという処置は機転の利いたものだったのだろうが、ぼくはその行為を不快に感じた。
and her next remark made me rigid.	そして次のジョーダンの発言を聞いて、頑なになってしまった。
“You weren’t so nice to me last night.”	「昨日はちょっとひどかったんじゃない」
“How could it have mattered then?”	「あの状態でそんな余裕があると思う？」
“However――	「だけどさ――
I want to see you.”	わたし、あなたに会いたい」
“I want to see you, too.”	「ぼくだって会いたい」
“Suppose I don’t go to Southampton, and come into town this afternoon?”	「サザンプトン行きはとりやめて、午後はニューヨークに出てきてもいいんだけど」
“No――	「いや、
I don’t think this afternoon.”	今日の午後はちょっと――」
“Very well.”	「わかりました」
“It’s impossible this afternoon.	「今日の午後は無理なんだ。
Various――――”	いろいろと――」
We talked like that for a while, and then abruptly we weren’t talking any longer.	ぼくらはこんな調子でしばらく話しつづけ、ふと気がつくと、どちらも何も話さなくなっていた。
I don’t know which of us hung up with a sharp click, but I know I didn’t care.	がちゃんと受話器を置いたのはどちらだったのか分からないけど、ぼくがもはやどうでもいいという気分でいたのは分かっている。
I couldn’t have talked to her across a tea-table that day if I never talked to her again in this world.	その日を境にこの世界でジョーダンと話す機会が永遠に失われるとしても、テーブル越しにお茶を飲みながら話し合うことなどできそうになかった。
I called Gatsby’s house a few minutes later, but the line was busy.	数分後、ぼくはギャツビーに電話してみたけれど、先方は話中だった。
I tried four times;	4回試してみた。
finally an exasperated central told me the wire was being kept open for long distance from Detroit.	結局は、苛立った交換手からデトロイトからの長距離電話がかかってきているのだと言われた。
Taking out my time-table, I drew a small circle around the three-fifty train.	時刻表を取り出し、3時50分の列車に小さく丸をつけた。
Then I leaned back in my chair and tried to think.	それからぼくは椅子にもたれかかって考えようとした。
It was just noon.	それがちょうど正午。
