The Time Machine	タイムマシン
Like the cattle, they knew of no enemies and provided against no needs.	ウシのように、敵も知らず、どんなニーズにも応える努力はいりません。
And their end was the same.	そしてかれらの末路も、ウシたちと同じなのです。
`I grieved to think how brief the dream of the human intellect had been.	人類の知性の夢がいかにはかないものかを思って悲嘆にくれました。
It had committed suicide.	知性は自殺したのです。
It had set itself steadfastly towards comfort and ease, a balanced society with security and permanency as its watchword, it had attained its hopes	それは着実に快適さと安楽さを目指して進み、安全と永続性を合い言葉にしたバランスのとれた社会を目指し、そして望みを実現し
--to come to this at last.	――挙げ句の果てがこれです。
Once, life and property must have reached almost absolute safety.	かつて、生命と財産はたぶんほとんど絶対的な安全に到達しました。
The rich had been assured of his wealth and comfort, the toiler assured of his life and work.	金持ちは、富と快適さを保証され、労働者は生命と仕事を保証されました。
No doubt in that perfect world there had been no unemployed problem, no social question left unsolved.	この完璧な世界では、失業問題もなく、社会問題で解決されないものはなかったことでしょう。
And a great quiet had followed.	そして大いなる静けさが続きました。
`It is a law of nature we overlook,	人類が見落としたのは自然の法則です。
that intellectual versatility is the compensation for change, danger, and trouble.	知性の柔軟性は、変化と危険とトラブルを補うためのものだということです。
An animal perfectly in harmony with its environment is a perfect mechanism.	環境と完璧に調和した動物は、完璧なメカニズムです。
Nature never appeals to intelligence until habit and instinct are useless.	自然は、習慣と本能が役にたたなくなるまで知性に訴えたりはしません。
There is no intelligence where there is no change and no need of change.	変化も、変化の必要性もないところに知性はありません。
Only those animals partake of intelligence that have to meet a huge variety of needs and dangers.	実に様々なニーズや危険に直面しなくてはならない動物だけが、知性を持つのです。
`So, as I see it, the Upper-world man had drifted towards his feeble prettiness, and the Under-world to mere mechanical industry.	つまりわたしの見立てでは、地上界の人間は繊細なきれいさの方へ向かい、地下世界はただの機械的産業に向かったわけです。
But that perfect state had lacked one thing even for mechanical perfection	でもこの完璧な状態は、機械的な完成の点から見ても、一つ欠けているものがありました
--absolute permanency.	――絶対的な永続性です。
Apparently as time went on, the feeding of the Under-world, however it was effected, had become disjointed.	明らかに時がたつにつれて、地下世界の食糧事情は、どんな形になっているにせよ、断絶してしまったのです。
Mother Necessity, who had been staved off for a few thousand years, came back again, and she began below.	数千年にわたってお呼びがかからなかった必要の母が、復活して、彼女は地下世界から活動を始めました。
The Under-world being in contact with machinery, which, however perfect, still needs some little thought outside habit,	地下世界の存在は機械を扱っていて、それはいかに完璧なものとはいえ、まだ習慣以外にちょっと思考が必要です。
had probably retained perforce rather more initiative, if less of every other human character, than the Upper.	そして地下は、上の世界の人々に比べて、その他あらゆる人間の特性はいざしらず、おそらく必要にかられた行動を指向として維持したはずです。
And when other meat failed them, they turned to what old habit had hitherto forbidden.	そして他の肉が手に入らなくなったとき、かれらは古い習慣がそれまで禁じてきたものに目を向けたのです。
So I say I saw it in my last view of the world of Eight Hundred and Two Thousand Seven Hundred and One.	ですからわたしが、802701年の世界で見たのはそういうことだったと思います。
It may be as wrong an explanation as mortal wit could invent.	もちろん一介の人間の頭が生み出した説明としてこれ以上はないほどまちがっている説明かもしれません。
It is how the thing shaped itself to me, and as that I give it to you.	これはわたしなりの事態のまとめで、そういうものとしてお示ししています。
`After the fatigues, excitements, and terrors of the past days, and in spite of my grief, this seat and the tranquil view and the warm sunlight were very pleasant.	過去数日の疲労と興奮と恐怖、および悲しみにもかかわらず、この座席と静謐な眺めと暖かい日光はとても気持ちのよいものでした。
I was very tired and sleepy, and soon my theorizing passed into dozing.	疲れて眠くて、やがて理論を組み立てるうちにうとうとしてしまいました。
Catching myself at that, I took my own hint, and spreading myself out upon the turf I had a long and refreshing sleep.	そういう自分に気がついて、土盛りの上に横になると、長く快適な眠りに落ちたのです。
`I awoke a little before sunsetting.	日没のちょっと前に目をさましました。
I now felt safe against being caught napping by the Morlocks, and, stretching myself, I came on down the hill towards the White Sphinx.	いまや、昼寝中にモーロックたちに捕まる危険はないと感じ、のびをすると、丘をおりて白いスフィンクスに向かいました。
I had my crowbar in one hand, and the other hand played with the matches in my pocket.	片手には金てこを握り、もう片手はポケットのマッチをもてあそんでいました。
`And now came a most unexpected thing.	そしてこんどは、実に意外なものに出くわしたのです。
As I approached the pedestal of the sphinx I found the bronze valves were open.	スフィンクスの基壇に近づくと、ブロンズのバルブが開いているのを見つけました。
They had slid down into grooves.	溝のなかにすべり下りていたのです。
`At that I stopped short before them, hesitating to enter.	そのちょっと手前で止まり、入ろうか思案しました。
`Within was a small apartment, and on a raised place in the corner of this was the Time Machine.	中には小さな区画があり、そしてその隅の一段上がった場所にはタイムマシンがありました。
I had the small levers in my pocket.	小さなレバーはポケットに入っていました。
So here, after all my elaborate preparations for the siege of the White Sphinx, was a meek surrender.	つまり、白いスフィンクスの戦いに備えて入念な準備をしてきたのに、向こうはあっさり降伏してきたのです。
I threw my iron bar away, almost sorry not to use it.	わたしは鉄棒を投げ捨てましたが、それを使わなかったことがほとんど残念に思えたほどです。
`A sudden thought came into my head as I stooped towards the portal.	突然思いついて、わたしは開口部のほうに身を乗り出しました。
For once, at least, I grasped the mental operations of the Morlocks.	少なくともこの時ばかりは、モーロックの頭の働きが理解できたのです。
Suppressing a strong inclination to laugh, I stepped through the bronze frame and up to the Time Machine.	笑い出したいのをこらえつつ、わたしはブロンズの枠を乗り越えてタイムマシンに歩み寄りました。
I was surprised to find it had been carefully oiled and cleaned.	驚いたことに、入念に油を差してきれいにしてあります。
I have suspected since that the Morlocks had even partially taken it to pieces while trying in their dim way to grasp its purpose.	わたしはそれまで、モーロックたちがマシンの目的を理解しようという愚かな試みの中で、部分的にせよそれを分解してしまったのではないかと思っていたのでした。
`Now as I stood and examined it, finding a pleasure in the mere touch of the contrivance, the thing I had expected happened.	立って調べて、その装置の感触だけでも喜びを感じているうちに期待通りのことが起きました。
The bronze panels suddenly slid up and struck the frame with a clang.	ブロンズのパネルが突然すべるように閉じて、ガチンと音を立てて枠に当たりました。
I was in the dark	わたしは闇の中です
--trapped.	――しかも閉じこめられて。
So the Morlocks thought.	モーロックたちはそう思ったことでしょう。
At that I chuckled gleefully.	そう思ってわたしは喜々として笑いました。
`I could already hear their murmuring laughter as they came towards me.	こちらに向かってくるかれらの、くぐもったような笑いがすでに聞こえていました。
Very calmly I tried to strike the match.	わたしは落ち着いてマッチを擦ろうとしました。
I had only to fix on the levers and depart then like a ghost.	あとはレバーを固定して、それから幽霊のように出発すればいい。
But I had overlooked one little thing.	でも一つだけ見落としていたことがありました。
The matches were of that abominable kind that light only on the box.	このマッチは、箱で擦らないと火がつかない、あのろくでもない種類のものだったのです。
`You may imagine how all my calm vanished.	わたしが平静さをまるっきり失ったのは想像がつくでしょう。
The little brutes were close upon me.	小さな野蛮人どもが近づいていたのです、
One touched me.	一人がわたしに触れました。
I made a sweeping blow in the dark at them with the levers, and began to scramble into the saddle of the machine.	わたしはレバーを、闇の中で思いっきり振り回し、マシンのサドルにあわててよじのぼり出しました。
Then came one hand upon me and then another.	すると手が一本わたしをつかまえ、さらにもう一本がのびてきました。
Then I had simply to fight against their persistent fingers for my levers, and at the same time feel for the studs over which these fitted.	そしてわたしは、とにかくそのしつこい指がレバーを奪おうとするのを払いのけつつ、そのレバーがはまる穴を手探りで探さなくてはなりませんでした。
One, indeed, they almost got away from me.	一本は、実はほとんどなくしそうになったほどです。
As it slipped from my hand, I had to butt in the dark with my head	手から滑り落ちたので、取り戻すのに頭で探し回るはめになりました
--I could hear the Morlock's skull ring	――モーロックのどくろの指輪が聞こえたので。
It was a nearer thing than the fight in the forest, I think, this last scramble.	たぶんこの最後の奮闘は、森の中の戦いよりもきわどいものだったと思います。
`But at last the lever was fitted and pulled over.	でもついにレバーがはまって、引き倒せたのです。
The clinging hands slipped from me.	しがみつく手がわたしから滑り落ちました。
The darkness presently fell from my eyes.	すぐに闇が目の前から消えました。
I found myself in the same grey light and tumult I have already described.	気がつくと、すでに説明した灰色の光と大騒乱の中にいたのです」
`I have already told you of the sickness and confusion that comes with time travelling.	「時間旅行に伴う気分の悪さと混乱についてはすでにお話しました。
And this time I was not seated properly in the saddle, but sideways and in an unstable fashion.	それに今回は、サドルにきちんとすわっておらず、不安定な形で横座りになっていたんです。
For an indefinite time I clung to the machine as it swayed and vibrated, quite unheeding how I went, and when I brought myself to look at the dials again I was amazed to find where I had arrived.	どれほどでしょうか、わたしはマシンが揺れて振動する中しがみつき、そしてやっと再びダイヤルを見られるようになったとき、自分のたどりついたところには驚いてしまいました。
One dial records days, and another thousands of days, another millions of days, and another thousands of millions.	一つのダイヤルは日を、一つは千日、一つは百万日、一つは十億日をあらわします。
Now, instead of reversing the levers, I had pulled them over so as to go forward with them, and when I came to look at these indicators I found that the thousands hand was sweeping round as fast as the seconds hand of a watch	わたしはレバーを逆転させるかわりに、押しやって前に進むようにしたのですが、この目盛りを見ると、千の位の針が時計の秒針並の速度で回転しているのが見えました
--into futurity.	――未来に向かって。
`As I drove on, a peculiar change crept over the appearance of things.	進むにつれて、物事の外見に奇妙な変化が忍び寄りました。
The palpitating greyness grew darker;	脈打つ灰色がどんどん濃くなりました
then--though I was still travelling with prodigious velocity	――わたしは相変わらず恐ろしい速度で進んでいたのに
--the blinking succession of day and night, which was usually indicative of a slower pace, returned, and grew more and more marked.	――昼と夜の点滅は、ふつうは速度が遅くなったことを示すのですが、それが復活して、しかもだんだん明瞭になってきました。
This puzzled me very much at first.	これははじめのうち、かなり困惑させられました。
The alternations of night and day grew slower and slower, and so did the passage of the sun across the sky, until they seemed to stretch through centuries.	昼と夜の交代がますます遅くなり、同時に空を横切る太陽の動きも遅くなって、何世紀もかかるようになりました。
At last a steady twilight brooded over the earth, a twilight only broken now and then when a comet glared across the darkling sky.	最後に地上はずっと夕暮れが続くようになり、それが破られるのは、たまに暮れゆく空に彗星が輝きつつ横切るときだけでした。
The band of light that had indicated the sun had long since disappeared;	太陽を示していた光の帯は、とっくの昔に消えていました。
for the sun had ceased to set	というのも、太陽はもう沈まなくなっていたのです
--it simply rose and fell in the west, and grew ever broader and more red.	――単純にのぼっては西に下り、そしてますます大きく、赤くなっていきました。
All trace of the moon had vanished.	月は影も形もなくなりました。
The circling of the stars, growing slower and slower, had given place to creeping points of light.	星の巡りも、どんどん遅くなって、やがて光の点がにじむだけとなりました。
At last, some time before I stopped, the sun, red and very large, halted motionless upon the horizon, a vast dome glowing with a dull heat, and now and then suffering a momentary extinction.	とうとう、止まるしばらく前に、赤く巨大になっていた太陽は地平線の上で動かずに止まってしまい、鈍い熱を放ちつつ輝く広大なドームとなって、ときどき瞬間的に消えたりするのでした。
At one time it had for a little while glowed more brilliantly again, but it speedily reverted to its sullen red heat.	一度、しばらくの間輝きを増したのですが、すぐにもとの鈍い赤い熱に戻ってしまいました。
I perceived by this slowing down of its rising and setting that the work of the tidal drag was done.	この太陽の昇り下りの停止から、潮汐の抵抗力の仕事が終わったことを理解しました。
The earth had come to rest with one face to the sun,	地球はもはや、太陽に片面だけを向けてじっとしているようになったのです。
even as in our own time the moon faces the earth.	ちょうどわれわれの時代に月が一面だけをこちらに向けているように。
Very cautiously, for I remembered my former headlong fall, I began to reverse my motion.	とても慎重に（というのも、以前に頭から落っこちたのを覚えていたからですが）わたしは動きを元に戻しはじめました。
Slower and slower went the circling hands until the thousands one seemed motionless and the daily one was no longer a mere mist upon its scale.	だんだん回転する針がゆっくりとなり、やがて千の針が動きを止めたように見えて、一日の針が以前のように、目盛り上の霞には見えなくなってきました。
Still slower, until the dim outlines of a desolate beach grew visible.	さらに速度を落とすと、無人の浜辺のぼんやりした輪郭線が見えてきました。
`I stopped very gently and sat upon the Time Machine, looking round.	とてもゆっくりと止めてからタイムマシンにすわり、あたりを見回しました。
The sky was no longer blue.	空はもう青くはありませんでした。
North-eastward it was inky black, and out of the blackness shone brightly and steadily the pale white stars.	北東部は墨のような黒で、その黒さの中に、まばゆく動かずに青白い星が輝いていました。
Overhead it was a deep Indian red and starless, and south-eastward it grew brighter to a glowing scarlet where, cut by the horizon, lay the huge hull of the sun,	頭上は深いインディアンレッドで星はなく、南東部はだんだん明るくなって、まばゆい深紅となり、そこで地平線に分断される形で、太陽の巨大な輪郭がじっとしていました。
red and motionless.	赤く、不動です。
The rocks about me were of a harsh reddish colour, and all the trace of life that I could see at first was the intensely green vegetation that covered every projecting point on their south-eastern face.	あたりの岩は、きつい赤褐色で、最初目に入る唯一の生命の痕跡は、その岩の南東面に突き出すあらゆる点を覆っている、密生した緑の植生でした。
It was the same rich green that one sees on forest moss or on the lichen in caves:	森林のコケや、洞窟の地衣類でお目にかかるのと同じ深い緑です。
plants which like these grow in a perpetual twilight.	こうした植物が、永遠の夜明けには育つのです。
`The machine was standing on a sloping beach.	マシンは傾く浜辺に立っていました。
The sea stretched away to the south-west, to rise into a sharp bright horizon against the wan sky.	南西に向かって海が広がり、青ざめた空を背景にくっきりと明るい水平線へと続いていました。
There were no breakers and no waves,	波頭も波もありません。
for not a breath of wind was stirring.	風が一吹きたりともそよいでいなかったからです。
Only a slight oily swell rose and fell like a gentle breathing, and showed that the eternal sea was still moving and living.	ただかすかな油っぽいうねりが、静かな呼吸のように上がっては消え、永遠の海がまだ動いて生きていることを示していました。
And along the margin where the water sometimes broke was a thick incrustation of salt	そして水がときどき割れる水辺には、分厚い塩が結晶化していました
--pink under the lurid sky.	――毒々しい空の下でピンク色をしています。
There was a sense of oppression in my head, and I noticed that I was breathing very fast.	頭の中が圧迫されるような感じがして、呼吸がとても速くなっているのに気がつきました。
The sensation reminded me of my only experience of mountaineering,	その気持ちは、前に一度だけ山登りをしたときのことを思い出させるものでした。
and from that I judged the air to be more rarefied than it is now.	そしてそこからわたしは、空気がいまよりも希薄になっているのだと判断したのです。
`Far away up the desolate slope I heard a harsh scream,	荒涼とした斜面をずっと上がったところで、きつい悲鳴が聞こえました。
and saw a thing like a huge white butterfly go slanting and flittering up into the sky and, circling, disappear over some low hillocks beyond.	そして巨大な白いチョウのようなものが、空をめがけて傾きつつ羽ばたいて、旋回しては向こうの低い丘陵の上に消えました。
The sound of its voice was so dismal that I shivered and seated myself more firmly upon the machine.	その声の音はあまりに陰気で、わたしは身震いするとマシン上にしっかりとすわりなおしました。
Looking round me again, I saw that, quite near, what I had taken to be a reddish mass of rock was moving slowly towards me.	見回すと、ごく近くの赤褐色の岩の固まりだとおもったものが、ゆっくりとこちらに動いているのに気がつきました。
Then I saw the thing was really a monstrous crab-like creature.	あそこのテーブルほども大きなカニを想像できますか。
Can you imagine a crab as large as yonder table, with its many legs moving slowly and uncertainly, its big claws swaying, its long antennae, like carters' whips, waving and feeling, and its stalked eyes gleaming at you on either side of its metallic front?	その多数の脚がゆっくりとあぶなっかしげに動いて、その巨大なツメが揺れ、その長い触覚が、荷馬車屋の鞭のように揺れては触れ、そしてその突き出した目が、その金属じみた正面の両側からこちらを見てるんです。
Its back was corrugated and ornamented with ungainly bosses, and a greenish incrustation blotched it here and there.	その背中は波状で、醜い突起で飾られ、緑がかった付着物があちこちでそれに染みを作っています。
I could see the many palps of its complicated mouth flickering and feeling as it moved.	その複雑な口の多くのひだが、動きながら揺らめいて感じているのを見ることができました。
`As I stared at this sinister apparition crawling towards me, I felt a tickling on my cheek as though a fly had lighted there.	この忌まわしい幻影がこちらに這いずってくるのを見ていると、頬にハエがとまったかのようなくすぐったさを感じました。
I tried to brush it away with my hand, but in a moment it returned, and almost immediately came another by my ear.	それを手で払いのけようとしましたが、一瞬で戻ってきて、ほとんど即座に別のが耳元にやってきました。
I struck at this, and caught something threadlike.	それをはたくと、何かひも状のものがつかまりました。
It was drawn swiftly out of my hand.	そしてそれがすぐに手から引き抜かれました。
With a frightful qualm, I turned, and I saw that I had grasped the antenna of another monster crab that stood just behind me.	びくっとした不安とともに振り向くと、真後ろにいた巨大カニの触覚をつかまえたのだということがわかりました。
Its evil eyes were wriggling on their stalks, its mouth was all alive with appetite, and its vast ungainly claws, smeared with an algal slime, were descending upon me.	その邪悪な目は茎の上でうごめき、口は食欲をむき出しにして息づき、その広大な醜いツメは、海藻の粘液まみれで、わたしに向かってのばされてくるところでした。
In a moment my hand was on the lever, and I had placed a month between myself and these monsters.	一瞬でわたしの手はレバーにかかり、自分とこの怪物たちとの間に一ヶ月の時間をおいたのでした。
But I was still on the same beach, and I saw them distinctly now as soon as I stopped.	でも相変わらず同じ浜辺にいて、停止すると同時にまたかれらがはっきり見えました。
Dozens of them seemed to be crawling here and there, in the sombre light, among the foliated sheets of intense green.	くすんだ光の中で、濃い緑の植生の覆いの中を何十匹もがあちこちにうごめいていました。
`I cannot convey the sense of abominable desolation that hung over the world.	世界にたれこめている、恐ろしい荒涼の感覚は、表現のしようがありません。
The red eastern sky, the northward blackness, the salt Dead Sea, the stony beach crawling with these foul, slow-stirring monsters, the uniform poisonous-looking green of the lichenous plants, the thin air that hurts one's lungs:	赤い東の空、北の暗黒、塩の死海、これらの醜悪でのろい怪物たちの這いずる岩浜、こけ状の植物の、均一で有毒そうな緑色、肺を痛める薄い空気：
all contributed to an appalling effect.	そのすべてがぞっとするような効果に貢献していました。
I moved on a hundred years, and there was the same red sun	わたしは百年先に進みましたが、相変わらず同じ赤い太陽です
--a little larger, a little duller	――ちょっと大きさと鈍さが増していましたが
--the same dying sea, the same chill air, and the same crowd of earthy crustacea creeping in and out among the green weed and the red rocks.	――同じ死にゆく海、そして同じ地上の甲殻類の群が、緑の雑草と赤い岩の間をうろついています。
And in the westward sky, I saw a curved pale line like a vast new moon.	そして西の空には、広大な新月のようなカーブした薄い線が目に付きました。
`So I travelled, stopping ever and again, in great strides of a thousand years or more, drawn on by the mystery of the earth's fate,	そしてわたしは旅を続け、地球の運命の謎に惹かれて、千年以上の大幅な間隔で何度も繰り返し止まってみました。
watching with a strange fascination the sun grow larger and duller in the westward sky, and the life of the old earth ebb away.	奇妙な感動をもって、西の空で太陽がますます大きく鈍くなり、古い地球の生命が衰退するのを眺めていましたよ。
At last, more than thirty million years hence, the huge red-hot dome of the sun had come to obscure nearly a tenth part of the darkling heavens.	最後に、3千万年後、太陽の巨大な灼熱のドームは、暗い空のほとんど1割も占めるようになりました。
Then I stopped once more,	そしてわたしはもう一度止まりました。
for the crawling multitude of crabs had disappeared, and the red beach, save for its livid green liverworts and lichens, seemed lifeless.	というのも這いずる無数のカニが消え、そして赤い浜辺は、生き生きとした緑の苔類や地衣類をのぞけば、生命が消えたようだったからです。
And now it was flecked with white.	そしていまやそこは白いものが散っていました。
A bitter cold assailed me.	刺すような冷気がわたしを襲います。
Rare white flakes ever and again came eddying down.	白い雪片が絶えず繰り返し舞い降りてきました。
To the north-eastward, the glare of snow lay under the starlight of the sable sky and I could see an undulating crest of hillocks pinkish white.	北東部では、雪の照り返しが陰気な空の星明かりの下に横たわり、波状の丘の頂がピンクがかった白となっているのが見えます。
There were fringes of ice along the sea margin, with drifting masses further out;	海の水辺には氷のふちができて、沖には大きな流氷も見られます。
but the main expanse of that salt ocean, all bloody under the eternal sunset, was still unfrozen.	でも塩水の海のほとんどの部分は、永遠の日没の下で血のように真っ赤でしたが、まだ凍っていませんでした。
`I looked about me to see if any traces of animal life remained.	あたりを見回して、動物の痕跡があるかどうかを調べました。
A certain indefinable apprehension still kept me in the saddle of the machine.	なにか説明しがたい感覚のために、マシンのサドルにすわったままでいました。
But I saw nothing moving,	でも、動く物は何も見えませんでした。
in earth or sky or sea.	地上にも空にも海にも。
The green slime on the rocks alone testified that life was not extinct.	岩についた緑の粘液は、生命が消えたわけではないことを証拠立てていました。
A shallow sandbank had appeared in the sea and the water had receded from the beach.	海の中には浅い砂州ができていて、水は浜辺から後退していました。
I fancied I saw some black object flopping about upon this bank, but it became motionless as I looked at it, and I judged that my eye had been deceived, and that the black object was merely a rock.	この岸辺に、何か黒い物体がはねているのを見たような気がしましたが、それに目をやると、錯覚だったようで、その黒い物体はただの岩のようでした。
The stars in the sky were intensely bright and seemed to me to twinkle very little.	空の星は強烈にまぶしく、ほとんどまたたかないようでした。
`Suddenly I noticed that the circular westward outline of the sun had changed;	突然、太陽の西側の丸い輪郭線が変わったのに気がつきました。
that a concavity, a bay, had appeared in the curve.	曲線に湾ができているのです。
I saw this grow larger.	これがさらに大きくなるのが見えました。
For a minute perhaps I stared aghast at this blackness that was creeping over the day, and then I realized that an eclipse was beginning.	一分ほど、太陽の上に忍び寄るこの黒さを驚いて見つめていましたが、そのときこれは蝕が起きているのだと気がつきました。
Either the moon or the planet Mercury was passing across the sun's disk.	月か水星が、太陽の円盤を横切っているのです。
Naturally, at first I took it to be the moon, but there is much to incline me to believe that what I really saw was the transit of an inner planet passing very near to the earth.	もちろん、最初は月だと思いましたが、でもそれが内側の惑星が地球のごく近くを通った姿だと思えてなりませんでした。
`The darkness grew apace;	闇が速度を増してきました。
a cold wind began to blow in freshening gusts from the east, and the showering white flakes in the air increased in number.	冷たい風が、新鮮な突風となって東から吹き寄せ、大気中を降り注ぐ白いかけらが増えてきました。
From the edge of the sea came a ripple and whisper.	海のふちでは、さざ波とささやきが見えます。
Beyond these lifeless sounds the world was silent.	こうした生命なき音をのぞくと、世界は無音でした。
Silent?	無音？
It would be hard to convey the stillness of it.	その静止ぶりをお伝えするのはむずかしい。
All the sounds of man, the bleating of sheep, the cries of birds, the hum of insects, the stir that makes the background of our lives	人の音のすべて、羊のいななき、鳥の声、虫の羽音、われわれの生の背景をなす揺らぎ
--all that was over.	――そのすべてが終わっていました。
As the darkness thickened, the eddying flakes grew more abundant, dancing before my eyes;	闇が深まるにつれて、渦巻くかけらがますます増え、目の前で踊るようになりました。
and the cold of the air more intense.	そして空気の冷たさも高まってきました。
At last, one by one, swiftly, one after the other, the white peaks of the distant hills vanished into blackness.	最後に、一つ一つ、急速に、順番に、遠くの丘の白い山頂が闇の中に消えていきました。
The breeze rose to a moaning wind.	そよ風が、うめく突風と化します。
I saw the black central shadow of the eclipse sweeping towards me.	蝕の黒い中心的な影がこちらに向かっているのが見えました。
In another moment the pale stars alone were visible.	一瞬後には、淡い星しか見えなくなりました。
All else was rayless obscurity.	その他すべては、光もなく見えません。
The sky was absolutely black.	空は漆黒でした。
`A horror of this great darkness came on me.	この壮大な闇に対する恐怖が芽生えました。
The cold, that smote to my marrow, and the pain I felt in breathing, overcame me.	骨の髄までしみこむような冷気と、呼吸のときに感じる痛みにはかないませんでした。
I shivered, and a deadly nausea seized me.	みぶるいすると、死にそうな吐き気に襲われました。
Then like a red-hot bow in the sky appeared the edge of the sun.	すると空の赤く熱い弓のように、太陽のふちが現れました。
I got off the machine to recover myself.	わたしはマシンを下りて気を取り直そうとしました。
I felt giddy and incapable of facing the return journey.	ふるえがきて、帰途に直面できそうになかったのです。
As I stood sick and confused I saw again the moving thing upon the shoal	気分が悪く混乱したまま立っていると、海の赤い水を背景に、浅瀬上に何か動くものが見えました
--there was no mistake now that it was a moving thing	――いまやそれが動くものだというのは間違いありませんでした。
It was a round thing, the size of a football perhaps,	丸くて、サッカーボールくらいの大きさだったかもしれません。
or, it may be, bigger,	あるいはもっと大きかったか。
and tentacles trailed down from it;	そしてそこから触手がたれていました。
it seemed black against the weltering blood-red water,	血のように赤い逆巻く水を背景に、黒く見えました。
and it was hopping fitfully about.	それがけいれんするように、ぴょんぴょんはねています。
Then I felt I was fainting.	そのとき、卒倒しそうな気がしました。
But a terrible dread of lying helpless in that remote and awful twilight sustained me while I clambered upon the saddle.	でもこの遙か遠くのひどい夕暮れに、無力なまま横たわることに対するひどい恐れのために、サドルによじのぼるまでなんとか意識が保たれたのです」
`So I came back.	「こうしてわたしは戻ってきました。
For a long time I must have been insensible upon the machine.	長いことマシンの上で意識を失っていたにちがいありません。
The blinking succession of the days and nights was resumed, the sun got golden again, the sky blue.	昼と夜の点滅するような連続が回復し、太陽はまた黄金となり、空は青くなりました。
I breathed with greater freedom.	呼吸もずっとたやすくなりました。
The fluctuating contours of the land ebbed and flowed.	大地の波打つ高低が、盛り上がっては平らになります。
The hands spun backward upon the dials.	ダイヤルの針は逆回転していました。
At last I saw again the dim shadows of houses,	とうとうわたしは、再び家屋の暗い影を目にするようになりました。
the evidences of decadent humanity.	衰退した人類の存在の証です。
These, too, changed and passed, and others came.	これらも変化しては消え、新しい家屋が出現しました。
Presently, when the million dial was at zero, I slackened speed.	やがて、百万の桁のダイヤルがゼロになると同時に、わたしは速度を落としました。
I began to recognize our own petty and familiar architecture, the thousands hand ran back to the starting-point, the night and day flapped slower and slower.	われわれ自身のチンケでお馴染みの建築が見分けられるようになってきて、千の位の針が出発点に戻り、昼と夜の明滅がますます遅くなります。
Then the old walls of the laboratory came round me.	やがて研究室の古い壁がわたしのまわりを囲みました
Very gently, now, I slowed the mechanism down.	とても慎重に、わたしはマシンの速度を下げました。
`I saw one little thing that seemed odd to me.	一つ、奇妙に思えた小さなことがありました。
I think I have told you that when I set out, before my velocity became very high, Mrs. Watchett had walked across the room,	出発するとき、速度を大幅に上げる前にワッチェット夫人が部屋を横切るのを見た、ということをお話したと思います。
travelling, as it seemed to me, like a rocket.	わたしにはそれが、ロケットのように高速で動いているように見えました。
As I returned, I passed again across that minute when she traversed the laboratory.	戻るときにも、彼女が研究室を横切ったその時間を再び通過したのです。
But now her every motion appeared to be the exact inversion of her previous ones.	でもこんどは、彼女のあらゆる動きは前の動きの正反対に見えました。
The door at the lower end opened, and she glided quietly up the laboratory, back foremost, and disappeared behind the door by which she had previously entered.	奥のドアが開いて、彼女は静かに研究室を、背中を先にして横切り、前に入ってきたドアの背後に消えたのでした。
Just before that I seemed to see Hillyer for a moment;	その直前に、ヒリヤーをちらりと見かけたように思いました。
but he passed like a flash.	が、かれは稲妻のように通り過ぎてしまいました。
`Then I stopped the machine, and saw about me again the old familiar laboratory, my tools, my appliances just as I had left them.	そしてマシンを止めると、身のまわりは再び古いお馴染みの研究室、わたしの道具、わたしの各種装置が、出発したときのままに残されているのがわかりました。
I got off the thing very shaky, and sat down upon my bench.	がくがくしつつ、マシンから降りて、椅子にすわりました。
For several minutes I trembled violently.	しばらくは、激しいみぶるいが止まりませんでした。
Then I became calmer.	それから落ち着いてきました。
Around me was my old workshop again, exactly as it had been.	身の回りには昔ながらの工作室が、以前とまったく同じ形で存在していました。
I might have slept there, and the whole thing have been a dream.	そこで眠ってしまっただけで、あのすべては夢だったのかもしれません。
`And yet, not exactly!	でも、完全には同じではありませんでした！
The thing had started from the south-east corner of the laboratory.	マシンは研究室の南東隅から出発しました。
It had come to rest again in the north-west, against the wall where you saw it.	それが再び落ち着いたのは北東部、ご覧になった壁にもたれかかった状態です。
That gives you the exact distance from my little lawn to the pedestal of the White Sphinx, into which the Morlocks had carried my machine.	これはわが小さな芝生から、モーロックたちがわたしのマシンを運んでいった先の白いスフィンクスの基壇の距離と正確に対応しています。
`For a time my brain went stagnant.	「しばし、脳が働きませんでした。
Presently I got up and came through the passage here,	やがて立ち上がると、この廊下に出てきたのです。
limping, because my heel was still painful, and feeling sorely begrimed.	かかとがまだ痛かったので足をひきずり、ひどく薄汚れた気分でした。
I saw the PALL MALL GAZETTE on the table by the door.	ドアの脇のテーブルに、ポール・モール・ガゼットが見つかりました。
I found the date was indeed to-day, and looking at the timepiece, saw the hour was almost eight o'clock.	日付がまさに今日のもので時間を見ると、それがほとんど八時近いのがわかりました。
I heard your voices and the clatter of plates.	あなたたちの声と、カチャカチャいう皿の音が聞こえました。
I hesitated	ためらいましたよ
--I felt so sick and weak.	――実に気分が悪くて力が入らない感じでしたから。
Then I sniffed good wholesome meat, and opened the door on you.	すると、おいしい立派な肉の香りがしたので、あなたたちのいる方のドアを開けました。
You know the rest.	あとはご存じの通りです。
I washed, and dined, and now I am telling you the story.	手を洗い、食事をして、そしてこうしてお話をしているわけです。
`I know,'	しばらく間をおいてかれは言った。
