THE DEAD	死者たち
cried Mary Jane,	メアリー・ジェーンが叫んだ、
"it's downright mean of you to break off like that when we were all in raptures listening to you."	「私たちがみんなうっとりと聞き入っているのにあんなふうにやめてしまうなんて、あなたまったくけちですわ。」
"I have been at him all the evening,"	「私一晩中彼にうるさくせがんだのですけれど、」
said Miss O'Callaghan,	ミス・オキャラハンが言った、
"and Mrs. Conroy, too, and he told us he had a dreadful cold and couldn't sing."	「それとコンロイ夫人も、それで彼が言うには、彼はひどい風邪をひいて歌えないんですって。」
"O, Mr. D'Arcy,"	「ああ、ダーシーさん、」
said Aunt Kate,	ケイト叔母が言った、
"now that was a great fib to tell."	「もうそれは大変な嘘をおっしゃってたってことね。」
"Can't you see that I'm as hoarse as a crow?"	「私の声がカラスのようにしゃがれているのがわからないんですか？」
said Mr. D'Arcy roughly.	とダーシー氏は乱暴に言った。
He went into the pantry hastily and put on his overcoat.	彼は急いで食器室に入り、コートを着た。
The others, taken aback by his rude speech, could find nothing to say.	他の人たちは彼の無作法な言葉にあっけにとられ、何も言うことが見つからなかった。
Aunt Kate wrinkled her brows and made signs to the others to drop the subject.	ケイト叔母は眉にしわを寄せ、その話題はやめるよう、他の人たちに合図した。
Mr. D'Arcy stood swathing his neck carefully and frowning.	ダーシー氏は首を入念に包みながら顔をしかめて立っていた。
"It's the weather,"	「この天候よ」
said Aunt Julia, after a pause.	とジュリア叔母が間をおいて言った。
"Yes, everybody has colds,"	「そうね、誰も彼も風邪をひいてるわ、」
said Aunt Kate readily,	ケイト叔母がすぐに言った、
"everybody."	「誰も彼も。」
"They say,"	「なんでも、」
said Mary Jane,	メアリー・ジェーンが言った、
"we haven't had snow like it for thirty years;	「三十年もこんな雪はなかったそうよ。
and I read this morning in the newspapers that the snow is general all over Ireland."	それに今朝新聞で読んだけど雪はアイルランド中どこもですって。」
"I love the look of snow,"	「雪を見るのは好きだわ」
said Aunt Julia sadly.	とジュリア叔母が悲しそうに言った。
"So do I,"	「私もそう」
said Miss O'Callaghan.	とミス・オキャラハンが言った。
"I think Christmas is never really Christmas unless we have the snow on the ground."	「クリスマスも一面の雪でなければ決して本当のクリスマスと思えないわ。」
"But poor Mr. D'Arcy doesn't like the snow,"	「だけどお気の毒に、ダーシーさんはその雪が好きじゃないわ」
said Aunt Kate, smiling.	とケイト叔母が微笑みながら言った。
Mr. D'Arcy came from the pantry, fully swathed and buttoned, and in a repentant tone told them the history of his cold.	ダーシー氏はすっかりくるまりボタンをかけて食器室から出てきて、後悔の口調で彼の風邪の経緯を彼らに語った。
Everyone gave him advice and said it was a great pity and urged him to be very careful of his throat in the night air.	皆が彼に助言を与え、とても気の毒だと言い、夜の外出ではのどをよほど大切にするようにしきりに忠告した。
Gabriel watched his wife, who did not join in the conversation.	ゲイブリエルは会話に加わらない妻をじっと見ていた。
She was standing right under the dusty fanlight and the flame of the gas lit up the rich bronze of her hair, which he had seen her drying at the fire a few days before.	彼女はくすんだ明り取りの真下に立ち、ガス灯の炎が鮮やかなブロンズ色の髪を、数日前彼女が暖炉で乾かしているのを彼が見たばかりの髪を照らしていた。
She was in the same attitude and seemed unaware of the talk about her.	彼女は同じ姿勢で、周りの話には気づいていないように見えた。
At last she turned towards them and Gabriel saw that there was colour on her cheeks and that her eyes were shining.	やっと彼女が彼らの方を向き、ゲイブリエルは彼女の頬が赤らみ、目が輝いているのを見た。
A sudden tide of joy went leaping out of his heart.	突然の喜びの潮が彼の心から躍り出た。
"Mr. D'Arcy,"	「ダーシーさん、」
she said,	彼女は言った、
"what is the name of that song you were singing?"	「歌っていらした歌の名は何と言いますの？」
"It's called The Lass of Aughrim,"	「『オグリムの娘』と呼ばれています、」
said Mr. D'Arcy,	ダーシー氏は言った、
"but I couldn't remember it properly.	「しかし私は正確に思い出せませんでした。
Why?	おや？
Do you know it?"	あなたはご存知で？」
"The Lass of Aughrim,"	「オグリムの娘」
she repeated.	と彼女は繰り返した。
"I couldn't think of the name."	「その名前を思い出せませんでしたの。」
"It's a very nice air,"	「とても素敵な曲ね」
said Mary Jane.	とメアリー・ジェーンが言った。
"I'm sorry you were not in voice tonight."	「今夜あなたの声の調子が悪いのは残念ですわ。」
"Now, Mary Jane,"	「ほら、メアリー・ジェーン、」
said Aunt Kate,	ケイト叔母が言った、
"don't annoy Mr. D'Arcy.	「ダーシーさんに厭な思いをさせないで。
I won't have him annoyed."	厭な思いをさせたくないわ。」
Seeing that all were ready to start she shepherded them to the door, where good-night was said:	皆、出発の用意が整ったと見て、彼女は彼らをドアに導き、そこでさようならが言われた。
"Well, good-night, Aunt Kate, and thanks for the pleasant evening."	「では、さようなら、ケイト叔母さん、それから楽しい宵をありがとう。」
"Good-night, Gabriel.	「さようなら、ゲイブリエル、
Good-night, Gretta!"	さようなら、グレタ！」
"Good-night, Aunt Kate, and thanks ever so much.	「さようなら、ケイト叔母さん、それからほんとにありがとう。
Goodnight, Aunt Julia."	さようなら、ジュリア叔母さん。」
"O, good-night, Gretta, I didn't see you."	「あら、さようなら、グレタ、あなたに気づかなかったわ。」
"Good-night, Mr. D'Arcy.	「さようなら、ダーシーさん。
Good-night, Miss O'Callaghan."	さようなら、ミス・オキャラハン。」
"Good-night, Miss Morkan."	「さようなら、ミス・モーカン。」
"Good-night, again."	「もう一度、さようなら。」
"Good-night, all.	「さようなら、皆さん。
Safe home."	無事なご帰宅を。」
"Good-night.	「さようなら、
Good night."	さようなら。」
The morning was still dark.	朝はまだ暗かった。
A dull, yellow light brooded over the houses and the river;	鈍い、黄色い光が家々や川を抱いていた。
and the sky seemed to be descending.	そして空が降りてこようとしているように見えた。
It was slushy underfoot;	足元はぬかるんでいた。
and only streaks and patches of snow lay on the roofs, on the parapets of the quay and on the area railings.	そして雪はただ縞模様、まだら模様となって屋根の上、河の岸壁の上、地下勝手口の柵の上にのっていた。
The lamps were still burning redly in the murky air and, across the river, the palace of the Four Courts stood out menacingly against the heavy sky.	ランプは依然、もやった空気の中で赤く輝き、そして川の向こうにフォアコーツの宮殿が重苦しい空を背景に威嚇するようにくっきり見えていた。
She was walking on before him with Mr. Bartell D'Arcy, her shoes in a brown parcel tucked under one arm and her hands holding her skirt up from the slush.	彼女は彼の前をバーテル・ダーシー氏とともに、茶色の包みに入れた靴を小脇にはさみ、ぬかるみを避けて両手でスカートを持ち上げて歩いていた。
She had no longer any grace of attitude, but Gabriel's eyes were still bright with happiness.	彼女の姿勢はもはや優雅なものではなかったが、ゲイブリエルの目はなおも幸福に輝いていた。
The blood went bounding along his veins;	血は静脈で踊りだし、
and the thoughts went rioting through his brain, proud, joyful, tender, valorous.	思いは脳全体に、誇らしく、喜ばしく、優しく、勇ましく沸き立っていた。
She was walking on before him so lightly and so erect that he longed to run after her noiselessly, catch her by the shoulders and say something foolish and affectionate into her ear.	彼女が彼の前をとても軽々と、真っ直ぐに立って歩いていたので、彼は音もなく彼女の後を追って彼女の肩をつかみ、何かばかげていて愛情のこもったことを彼女の耳元で言いたくてたまらなかった。
She seemed to him so frail that he longed to defend her against something and then to be alone with her.	彼女がとてもかよわく見えるので、彼は彼女を何ものかから守り、それから彼女と二人だけでいたいとの思いを募らせた。
Moments of their secret life together burst like stars upon his memory.	彼らが共にすごした数々の秘密の瞬間が星のように彼の心にパッと蘇った。
A heliotrope envelope was lying beside his breakfast-cup and he was caressing it with his hand.	薄紫色の封筒が彼の朝食用のカップのそばに置かれ、彼はそれを手で愛撫していた。
Birds were twittering in the ivy and the sunny web of the curtain was shimmering along the floor:	鳥たちはつたの中でさえずり、陽を浴びたカーテンの網目が床の上を揺らめいていた。
he could not eat for happiness.	彼は幸せで食べることもできなかった。
They were standing on the crowded platform and he was placing a ticket inside the warm palm of her glove.	彼らは込み合ったプラットホームに立ち、彼は切符を彼女の手袋の暖かい手のひらの中に置いていた。
He was standing with her in the cold, looking in through a grated window at a man making bottles in a roaring furnace.	彼は彼女と共に寒さの中に立ち、轟音を上げるかまどの中でビンを作っている男を格子窓から覗き込んでいた。
It was very cold.	とても寒かった。
Her face, fragrant in the cold air, was quite close to his;	冷たい空気の中でよい香りのする彼女の顔が彼の顔のすぐ近くにあった。
and suddenly he called out to the man at the furnace:	そして不意に彼女がかまどの男に呼びかけた。
"Is the fire hot, sir?"	「ねえ、火は熱いの？」
But the man could not hear with the noise of the furnace.	しかしかまどの騒音で男には聞こえなかった。
It was just as well.	それでよかったんだ。
He might have answered rudely.	彼は無作法な答えをしたかもしれない。
A wave of yet more tender joy escaped from his heart and went coursing in warm flood along his arteries.	さらにいっそう優しい喜びの波が彼の心臓から流れ出て、暖かい洪水となって動脈を巡った。
Like the tender fire of stars moments of their life together, that no one knew of or would ever know of, broke upon and illumined his memory.	星々の優しいきらめきのように、誰一人知らない、また決して知るはずもない彼らが共にすごした瞬間が突然現れて彼の追憶に灯をともした。
He longed to recall to her those moments, to make her forget the years of their dull existence together and remember only their moments of ecstasy.	彼は、彼女にそうした瞬間を思い起こさせ、互いに単調な存在であった年月は忘れさせ、彼らの歓喜の瞬間だけを思い出させたいと心から望んだ。
For the years, he felt, had not quenched his soul or hers.	年月は彼の、また彼女の心を消してしまわなかった、と彼は思った。
Their children, his writing, her household cares had not quenched all their souls' tender fire.	彼らの子供たち、彼の著述、彼女の家族の世話が彼らの心の優しい炎をすべて消してしまうことはなかった。
In one letter that he had written to her then he had said:	あのころ彼は彼女に書いた一通の手紙の中で言ったことがあった。
"Why is it that words like these seem to me so dull and cold?	「このような言葉が僕にはとても退屈で冷たく思えるのはなぜだろう？
Is it because there is no word tender enough to be your name?"	君の名にふさわしいだけの優しい言葉がないからではないだろうか？」
Like distant music these words that he had written years before were borne towards him from the past.	遠い音楽のように彼が何年も前に書いたこれらの言葉が過去から運ばれてきた。
He longed to be alone with her.	彼は彼女と二人だけになりたくてたまらなかった。
When the others had gone away, when he and she were in the room in the hotel, then they would be alone together.	ほかの人たちが行ってしまったら、彼と彼女がホテルの部屋に入ったら、そのときは彼らだけ、一緒だ。
He would call her softly:	彼は彼女をそっと呼ぶだろう。
"Gretta!"	「グレタ！」
Perhaps she would not hear at once:	たぶんすぐには彼女に聞こえないだろう。
she would be undressing.	彼女は服を脱いでいるだろうから。
Then something in his voice would strike her.	そのとき彼の声の何かが彼女の心を打つ。
She would turn and look at him....	彼女は振り向いて彼を見る・・・
At the corner of Winetavern Street they met a cab.	ワインタバーン・ストリートの角で彼らは馬車に出会った。
He was glad of its rattling noise as it saved him from conversation.	彼はそのガタガタ鳴る騒音を、会話をしないで済むので喜んだ。
She was looking out of the window and seemed tired.	彼女は窓から外を眺め、疲れているようだった。
The others spoke only a few words, pointing out some building or street.	他の人たちは建物か通りか何かを指して二言三言話しただけだった。
The horse galloped along wearily under the murky morning sky, dragging his old rattling box after his heels, and Gabriel was again in a cab with her, galloping to catch the boat, galloping to their honeymoon.	馬は後ろの古いガタガタ鳴るボックスを引いて、もやもやした朝の空の下をだるそうに駆けて行き、ゲイブリエルは、彼女と共に船に間に合うように駆ける、彼らのハネムーンへと駆ける馬車の中に戻っていた。
As the cab drove across O'Connell Bridge Miss O'Callaghan said:	馬車がオコゥネル橋を渡る時、ミス・オキャラハンが言った。
"They say you never cross O'Connell Bridge without seeing a white horse."	「オコゥネル橋を渡ると必ず白馬を見るんですってね。」
"I see a white man this time,"	「今は白い男が見える」
said Gabriel.	とゲイブリエルが言った。
"Where?"	「どこに？」
asked Mr. Bartell D'Arcy.	バーテル・ダーシー氏が言った。
Gabriel pointed to the statue, on which lay patches of snow.	ゲイブリエルはまだら模様に雪ののった彫像を指さした。
Then he nodded familiarly to it and waved his hand.	それから彼はそれに向かって親しげに会釈し、手を振った。
"Good-night, Dan,"	「おやすみ、ダン」
he said gaily.	と彼は陽気に言った。
When the cab drew up before the hotel, Gabriel jumped out and, in spite of Mr. Bartell D'Arcy's protest, paid the driver.	馬車がホテルの前で止まると、ゲイブリエルは飛び降り、バーテル・ダーシー氏が抗議したけれども、御者に支払いをした。
He gave the man a shilling over his fare.	彼は男に運賃の上一シリング与えた。
The man saluted and said:	男は敬礼して言った。
"A prosperous New Year to you, sir."	「今年もよい年になりますよう、だんな。」
"The same to you,"	「君もね」
said Gabriel cordially.	とゲイブリエルは心をこめて言った。
She leaned for a moment on his arm in getting out of the cab and while standing at the curbstone, bidding the others good- night.	彼女は彼の腕にもたれて馬車から降り、少しの間そのままに、歩道の縁石に立ち、他の人たちに別れの挨拶をした。
She leaned lightly on his arm, as lightly as when she had danced with him a few hours before.	彼女は数時間前、彼と踊った時と同じように軽く彼の腕にもたれていた。
He had felt proud and happy then, happy that she was his, proud of her grace and wifely carriage.	あのとき彼は誇りと幸福を、彼女が彼のものであることに幸福を、彼女の優雅な、妻にふさわしい身のこなしに誇りを感じた。
But now, after the kindling again of so many memories, the first touch of her body, musical and strange and perfumed, sent through him a keen pang of lust.	しかし今、数々の思い出を再び燃え立たせた後で、音楽的で不思議でかぐわしい彼女の体に触れた途端、彼の体を情欲の鋭い痛みが走った。
Under cover of her silence he pressed her arm closely to his side;	彼女の沈黙をいいことに彼は彼女の腕を自分の脇へぴったりと押し付けた。
and, as they stood at the hotel door, he felt that they had escaped from their lives and duties, escaped from home and friends and run away together with wild and radiant hearts to a new adventure.	そして、ホテルのドアの前に立った時、彼は彼らが、彼らの生活や義務から逃れ、家や友人たちから逃れ、荒々しい、光りを放つ心で一緒に新たな冒険へと出発するのだと感じた。
An old man was dozing in a great hooded chair in the hall.	ホールでは一人の老人が大きなほろつきの椅子でうたた寝をしていた。
He lit a candle in the office and went before them to the stairs.	彼は事務所でろうそくに火をつけ、階段まで彼らの前に立った。
They followed him in silence, their feet falling in soft thuds on the thickly carpeted stairs.	彼らは黙って、厚いじゅうたんの階段に柔らかくドスッドスッと足を下ろしながら彼について行った。
She mounted the stairs behind the porter, her head bowed in the ascent, her frail shoulders curved as with a burden, her skirt girt tightly about her.	彼女はのぼりで頭をかがめ、か弱い肩を重荷を負ったように曲げ、スカートをぴったり体に巻きつけ、ボーイの後から昇った。
He could have flung his arms about her hips and held her still, for his arms were trembling with desire to seize her and only the stress of his nails against the palms of his hands held the wild impulse of his body in check.	彼がいきなり彼女の腰に手を伸ばして彼女をじっと抱いていることもできたろうが、その腕は彼女をつかみたいという欲望に震えながらも、ただ手のひらに当たるつめの圧力だけが彼のからだの激しい衝動を抑制していた。
The porter halted on the stairs to settle his guttering candle.	ボーイは消えそうなろうそくを落ち着かせるために階段上で立ち止まった。
They halted, too, on the steps below him.	彼らもまた彼の下の段で立ち止まった。
In the silence Gabriel could hear the falling of the molten wax into the tray and the thumping of his own heart against his ribs.	静寂の中でゲイブリエルに、溶けたろうが受け皿に落ちる音、そして彼自身の肋骨にあたる心臓のどきどきする音が聞こえた。
The porter led them along a corridor and opened a door.	ボーイは彼らを廊下を通って案内し、ドアを開けた。
Then he set his unstable candle down on a toilet-table and asked at what hour they were to be called in the morning.	それから彼は不安定なろうそくを化粧台の上に置き、朝何時に起こしたらいいか尋ねた。
"Eight,"	「八時」
said Gabriel.	とゲイブリエルは言った。
The porter pointed to the tap of the electric-light and began a muttered apology, but Gabriel cut him short.	ボーイは電灯のタップを指さし、わびごとをつぶやき始めたが、ゲイブリエルがさえぎった。
"We don't want any light.	「明かりは何もいらない。
We have light enough from the street.	通りの明かりで十分だ。
And I say,"	それにね、」
he added, pointing to the candle,	と彼はろうそくを指して加えた、
"you might remove that handsome article, like a good man."	「そのハンサムな物もどけてもらえないか、悪いけど。」
The porter took up his candle again, but slowly,	ボーイはろうそくを再び、しかしのろのろと手に取った。
for he was surprised by such a novel idea.	そのような新奇な考えに驚いたのだ。
Then he mumbled good-night and went out.	それから彼はもぐもぐとお休みを言い、出て行った。
Gabriel shot the lock to.	ゲイブリエルはさっと錠をかけて閉めた。
A ghastly light from the street lamp lay in a long shaft from one window to the door.	青ざめた街灯の光が長々と一筋、一つの窓からドアへと流れていた。
Gabriel threw his overcoat and hat on a couch and crossed the room towards the window.	ゲイブリエルはコートと帽子をカウチにほうり投げ、窓の方へ部屋を横切った。
He looked down into the street in order that his emotion might calm a little.	彼は感情を少しでも静めるために下の通りを覗き込んだ。
Then he turned and leaned against a chest of drawers with his back to the light.	それから彼は振り返り、光を背に整理ダンスに寄りかかった。
She had taken off her hat and cloak and was standing before a large swinging mirror, unhooking her waist.	彼女は帽子とマントを脱ぎ、大きな回転鏡の前に立ち、服のホックをはずしていた。
Gabriel paused for a few moments, watching her, and then said:	ゲイブリエルはちょっとためらい、彼女をじっと見て、それから言った。
"Gretta!"	「グレタ！」
She turned away from the mirror slowly and walked along the shaft of light towards him.	彼女はゆっくりと鏡から顔をそむけ、光の筋に沿って彼の方へ歩いた。
Her face looked so serious and weary that the words would not pass Gabriel's lips.	彼女の顔がとてもまじめで疲れたように見えたので、言葉はゲイブリエルの唇にとどまっていた。
No, it was not the moment yet.	いや、まだその時ではない。
"You looked tired,"	「疲れているようだね」
he said.	と彼は言った。
"I am a little,"	「少しね」
she answered.	と彼女は答えた。
"You don't feel ill or weak?"	「具合が悪かったり弱ったりしてない？」
"No, tired:	「いいえ、疲れたの。
that's all."	それだけよ。」
She went on to the window and stood there, looking out.	彼女は窓のところへ行き、そこに立ち、外を見ていた。
Gabriel waited again and then, fearing that diffidence was about to conquer him, he said abruptly:	ゲイブリエルは再び待ち、気後れに打ち負かされそうだと思い、唐突に言った。
"By the way, Gretta!"	「ところでね、グレタ！」
"What is it?"	「何？」
"You know that poor fellow Malins?"	「あのマリンズってやつを知ってるよね？」
he said quickly.	と彼は急いで言った。
"Yes.	「ええ。
What about him?"	彼がどうしたの？」
"Well, poor fellow, he's a decent sort of chap, after all,"	「うん、哀れなやつだが、とにかく彼はきちんとした男だ」
continued Gabriel in a false voice.	とゲイブリエルは偽りの声で続けた。
"He gave me back that sovereign I lent him, and I didn't expect it, really.	「彼は僕が貸したソブリンを返してよこしたよ、実のところ僕は期待してなかった。
It's a pity he wouldn't keep away from that Browne, because he's not a bad fellow, really."	彼があのブラウンを遠ざけられないのは残念だな、実際彼は悪いやつじゃないからね。」
He was trembling now with annoyance.	彼はもう悩ましさに震えていた。
Why did she seem so abstracted?	なぜ彼女はこんなにぼんやりしているように見えるのか？
He did not know how he could begin.	彼はどのように始めたらいいかわからなかった。
Was she annoyed, too, about something?	彼女も何かに悩んでいるのか？
If she would only turn to him or come to him of her own accord!	ただ彼女が自分から彼の方を見るか彼の方へ来てくれたら！
To take her as she was would be brutal.	今のまま彼女を抱くのは粗暴になる。
No, he must see some ardour in her eyes first.	いや、彼はまず彼女の目に少しでも熱情を見なければならない。
He longed to be master of her strange mood.	彼は彼女の不思議な気分を支配したいと強く願った。
"When did you lend him the pound?"	「いつその一ポンドを彼に貸したの？」
she asked, after a pause.	としばらくして彼女が尋ねた。
Gabriel strove to restrain himself from breaking out into brutal language about the sottish Malins and his pound.	ゲイブリエルは飲んだくれのマリンズと彼の一ポンドのことで突然粗暴なことを言い出すのを抑えようと努めた。
He longed to cry to her from his soul, to crush her body against his, to overmaster her.	彼は魂から彼女に叫び、彼女のからだを彼ので押しつぶし、彼女を征服したくてたまらなかった。
But he said:	しかし彼は言った。
"O, at Christmas, when he opened that little Christmas-card shop in Henry Street."	「ああ、クリスマスに、彼がヘンリー街に小さなクリスマスカードの店を開いた時だ。」
He was in such a fever of rage and desire that he did not hear her come from the window.	彼は熱情と欲望に興奮していて彼女が窓から来るのが聞こえなかった。
She stood before him for an instant, looking at him strangely.	彼女は一瞬彼の前に立って奇妙な具合に彼を眺めた。
Then, suddenly raising herself on tiptoe and resting her hands lightly on his shoulders, she kissed him.	それから、不意につま先立ちで伸び上がり、両手を彼の肩に軽くのせ、彼にキスした。
"You are a very generous person, Gabriel,"	「あなたはとても思いやりのある人ね、ゲイブリエル」
she said.	と彼女は言った。
Gabriel, trembling with delight at her sudden kiss and at the quaintness of her phrase, put his hands on her hair and began smoothing it back, scarcely touching it with his fingers.	ゲイブリエルは不意の彼女のキスと彼女の言い回しの古風なおもむきに大喜びで打ち震え、彼女の髪に両手を置き、ほとんど指で触れることなくそれを後ろになでつけ始めた。
The washing had made it fine and brilliant.	それは洗髪により美しく輝いていた。
His heart was brimming over with happiness.	彼の心に幸せが満ち溢れていた。
Just when he was wishing for it she had come to him of her own accord.	まさに彼がそれを望んだ時に彼女が自分から彼のところへ来たのだ。
Perhaps her thoughts had been running with his.	ことによると彼女の思いは彼のと一緒に流れていたのかもしれない。
Perhaps she had felt the impetuous desire that was in him, and then the yielding mood had come upon her.	ことによると彼女は彼の内にある衝動的な欲望を感じ、それで彼女は従順な気分に襲われたのかもしれない。
Now that she had fallen to him so easily, he wondered why he had been so diffident.	今や彼女は簡単に彼の手に落ちたわけで、彼はなぜあれほど気後れしていたのだろうと思った。
He stood, holding her head between his hands.	彼は両手の間に彼女の頭を持って立っていた。
Then, slipping one arm swiftly about her body and drawing her towards him, he said softly:	それから彼はすばやく片腕を彼女のからだにすべらせ、彼女を彼のほうへ引き寄せながら、そっと言った。
"Gretta, dear, what are you thinking about?"	「グレタ、ねえ、何を考えているの？」
She did not answer nor yield wholly to his arm.	彼女は答えず、また完全には彼の腕に身をゆだねなかった。
He said again, softly:	彼は再びそっと言った。
"Tell me what it is, Gretta.	「何だか言ってよ、グレタ。
I think I know what is the matter.	僕にもわかっていることだよね。
Do I know?"	そうだろ？」
She did not answer at once.	彼女はすぐには答えなかった。
Then she said in an outburst of tears:	それから彼女はわっと泣きながら言った。
"O, I am thinking about that song, The Lass of Aughrim."	「おお、私はあの歌のことを考えているの、オグリムの娘。」
She broke loose from him and ran to the bed and, throwing her arms across the bed-rail, hid her face.	彼女は彼から逃れ、ベッドへ走り、腕をベッドの柵越しに投げ出して顔を隠した。
Gabriel stood stockstill for a moment in astonishment and then followed her.	ゲイブリエルは驚いてちょっとの間棒立ちになり、それから彼女の後を追った。
As he passed in the way of the cheval-glass he caught sight of himself in full length, his broad, well-filled shirt-front, the face whose expression always puzzled him when he saw it in a mirror, and his glimmering gilt-rimmed eyeglasses.	途中で大きな姿見のところを通り過ぎる時、彼自身の全身、彼の幅が広くてはちきれそうなワイシャツの胸、その表情を鏡に見る時いつも彼を当惑させる顔、ちらちら光る金縁のメガネが彼の目に入った。
He halted a few paces from her and said:	彼は彼女から数歩のところで立ち止まって言った。
"What about the song?	「あの歌がどうしたの？
Why does that make you cry?"	なぜ君を泣かせるの？」
She raised her head from her arms and dried her eyes with the back of her hand like a child.	彼女は腕から頭を上げ、子供のように手の甲で目をぬぐった。
A kinder note than he had intended went into his voice.	彼の声は意図したより優しい調子になった。
"Why, Gretta?"	「なぜ、グレタ？」
he asked.	と彼は尋ねた。
"I am thinking about a person long ago who used to sing that song."	「あの歌をいつも歌っていたずっと前の人のことを考えているの。」
"And who was the person long ago?"	「それでそのずっと前の人って誰？」
asked Gabriel, smiling.	とゲイブリエルは微笑みながら尋ねた。
"It was a person I used to know in Galway when I was living with my grandmother,"	「昔、私が祖母と一緒に暮らしていた頃、ゴールウェイで知っていた人よ」
she said.	と彼女は言った。
The smile passed away from Gabriel's face.	ゲイブリエルの顔から微笑が消えた。
A dull anger began to gather again at the back of his mind and the dull fires of his lust began to glow angrily in his veins.	鈍い怒りが再び彼の心の奥に集まり始め、情欲の鈍い火が静脈の中で憤然と燃え始めた。
"Someone you were in love with?"	「君が恋に落ちた誰かかい？」
he asked ironically.	と彼は皮肉に尋ねた。
"It was a young boy I used to know,"	「私が昔知っていた若い男の子よ、」
she answered,	彼女は答えた、
"named Michael Furey.	「マイケル・フューレイという名の。
He used to sing that song, The Lass of Aughrim.	彼はいつもあの歌、オグリムの娘を歌っていたわ。
He was very delicate."	彼はとても華奢だった。」
Gabriel was silent.	ゲイブリエルは黙っていた。
He did not wish her to think that he was interested in this delicate boy.	彼はこの華奢な少年に興味があると彼女に思われたくなかった。
"I can see him so plainly,"	「私には彼がとてもはっきり見えるわ」
she said, after a moment.	と、しばらくして彼女は言った。
"Such eyes as he had: big, dark eyes!	「彼の目はそれは、大きくて黒い目！
And such an expression in them	そしてその中の表情
--an expression!"	−−表情と言ったら！」
"O, then, you are in love with him?"	「ああ、それじゃあ君は彼に恋をしてる？」
said Gabriel.	とゲイブリエルは言った。
"I used to go out walking with him,"	「いつも私は彼と外を歩いたわ、」
she said,	彼女は言った、
"when I was in Galway."	「ゴールウェイにいた時。」
A thought flew across Gabriel's mind.	ある考えがゲイブリエルの頭をさっとよぎった。
"Perhaps that was why you wanted to go to Galway with that Ivors girl?"	「たぶんそれで君はあのアイバースという娘とゴールウェイに行きたいんだね？」
he said coldly.	と彼は冷やかに言った。
She looked at him and asked in surprise:	彼女は驚いて彼を見て尋ねた。
"What for?"	「何のために？」
Her eyes made Gabriel feel awkward.	彼女の目はゲイブリエルをきまり悪くさせた。
He shrugged his shoulders and said:	彼は肩をすくめて言った。
"How do I know?	「どうして僕にわかる？
To see him, perhaps."	彼に会うため、たぶん。」
She looked away from him along the shaft of light towards the window in silence.	彼女は黙って彼から目をそらし一条の光に沿って窓の方を見た。
"He is dead,"	「彼は死んだわ」
she said at length.	と彼女はようやく言った。
"He died when he was only seventeen.	「彼はたった十七歳の時に死んだの。
Isn't it a terrible thing to die so young as that?"	そんなに若くて死ぬなんて恐ろしいじゃない？」
"What was he?"	「彼は何者？」
asked Gabriel, still ironically.	とゲイブリエルは依然、皮肉をこめて言った。
"He was in the gasworks,"	「彼はガス工場にいたわ」
she said.	と彼女は言った。
Gabriel felt humiliated by the failure of his irony and by the evocation of this figure from the dead, a boy in the gasworks.	ゲイブリエルは皮肉の失敗と、死者たちの中からこの人物を、ガス工場の少年を呼び起こしたことを恥ずかしく思った。
While he had been full of memories of their secret life together, full of tenderness and joy and desire, she had been comparing him in her mind with another.	彼が共に過ごした秘密の生活の思い出に夢中になっていた時、やさしさと喜びと欲望でいっぱいになっていた時、彼女は心の中で彼をもう一人と比較していたのだ。
A shameful consciousness of his own person assailed him.	自分自身を恥じる意識が彼を襲った。
He saw himself as a ludicrous figure,	彼には自分がこっけいな姿に映った。
acting as a pennyboy for his aunts, a nervous, well-meaning sentimentalist, orating to vulgarians and idealising his own clownish lusts, the pitiable fatuous fellow he had caught a glimpse of in the mirror.	叔母たちの使い走り、神経質な善意の感傷的人物として行動し、無教養な連中に演説をぶち、自身のぶざまな情欲を理想化する、鏡の中にちらと見たばかりの哀れな間抜け野朗。
Instinctively he turned his back more to the light lest she might see the shame that burned upon his forehead.	本能的に彼は、額に燃えあがる羞恥を彼女に見られないように、いっそう光に背を向けた。
He tried to keep up his tone of cold interrogation, but his voice when he spoke was humble and indifferent.	彼は冷たい尋問調を続けようとしたが、話してみるとその声は控えめでどっちつかずだった。
"I suppose you were in love with this Michael Furey, Gretta,"	「君はそのマイケル・フューレイに恋をしていたんだろうね、グレタ」
he said.	と彼は言った。
"I was great with him at that time,"	「私はその頃彼と仲よしだったわ」
she said.	と彼女は言った。
Her voice was veiled and sad.	彼女の声は不明瞭で悲しげだった。
Gabriel, feeling now how vain it would be to try to lead her whither he had purposed, caressed one of her hands and said, also sadly:	ゲイブリエルは、いまや彼の意図した所へ彼女を導こうとするのはなんとも無益だと感じて、彼女の片方の手を愛撫して、こちらも悲しそうに言った。
"And what did he die of so young, Gretta?	「それでそんなに若い彼が何で死んだの、グレタ？
Consumption, was it?"	肺病、そう？」
"I think he died for me,"	「彼は私のせいで死んだと思うの」
she answered.	と彼女は答えた。
A vague terror seized Gabriel at this answer,	この答えに漠然とした恐怖がゲイブリエルをとらえた。
